entry_time,exit_time,instrument,direction,signal_type,entry_price,stop_loss,take_profit,exit_price,exit_reason,pnl_points,pnl_usd,pnl_pct,rr_planned,rr_actual,zone_touches,sl_miss_points
2025-11-10 15:30:00,2025-11-10 17:30:00,US30,SHORT,false_breakout_b1,46957.6484375,47199.640625,46402.609375,47199.640625,sl_hit,-241.9921875,-500.0,-0.5153413672792588,2.2936238902340595,-1.0,8,0
2025-11-17 18:30:00,2025-11-20 14:30:00,US30,SHORT,false_breakout_b1,46707.91015625,46697.91015625,44848.66015625,46697.91015625,sl_hit,10.0,0.0,0.0,11.89087638652943,0.0,12,0
2025-11-19 19:30:00,2025-11-20 14:30:00,US30,LONG,false_breakout_b1,46151.76953125,45953.390625,46726.28125,46726.28125,tp_hit,574.51171875,1448.0161464999508,1.2448313999336258,2.8960322929999016,2.8960322929999016,10,0
2025-11-20 15:30:00,2025-11-21 16:30:00,US30,SHORT,false_breakout_b1,46445.28125,46435.28125,44848.66015625,46435.28125,sl_hit,10.0,0.0,0.0,3.8106581143192773,0.0,13,0
2025-11-21 18:30:00,2025-11-21 19:30:00,US30,LONG,false_breakout_b1,46536.58984375,46311.51953125,46986.73046875,46311.51953125,sl_hit,-225.0703125,-500.0,-0.4836416103021085,2.0,-1.0,6,0
2025-11-24 20:30:00,2025-11-25 16:30:00,US30,SHORT,pin_bar,46446.94921875,46864.26953125,44848.66015625,46864.26953125,sl_hit,-417.3203125,-500.0,-0.8984881020593135,3.829885616938428,-1.0,15,0
2025-11-25 16:30:00,2025-11-26 16:30:00,US30,LONG,false_breakout_b1,46980.859375,46990.859375,47516.4765625,47516.4765625,tp_hit,535.6171875,0.0,0.0,2.0,0.0,4,0
2025-12-17 16:30:00,2025-12-24 14:30:00,US30,SHORT,pin_bar,48021.6484375,48581.5703125,46798.75,48581.5703125,sl_hit,-559.921875,-500.0,-1.1659780395267694,2.1840519045625784,-1.0,7,0
2025-12-29 16:30:00,2026-01-02 19:30:00,US30,SHORT,false_breakout_b1,48408.671875,48398.671875,46798.75,48398.671875,sl_hit,10.0,0.0,0.0,9.311373186932357,0.0,10,0
2025-12-31 18:30:00,2026-01-02 15:30:00,US30,SHORT,pin_bar,48238.1796875,48228.1796875,46798.75,48228.1796875,sl_hit,10.0,0.0,0.0,4.191814169358875,0.0,11,0
2025-12-31 19:30:00,2026-01-02 15:30:00,US30,SHORT,false_breakout_b1,48108.140625,48098.140625,46798.75,48098.140625,sl_hit,10.0,0.0,0.0,7.465235401541134,0.0,8,0
2026-01-21 18:30:00,2026-01-21 20:30:00,US30,LONG,false_breakout_b1,49058.12109375,49068.12109375,49512.80078125,49068.12109375,sl_hit,10.0,0.0,0.0,2.3102175293744045,0.0,5,0
2026-01-21 20:30:00,2026-01-23 14:30:00,US30,LONG,pin_bar,49077.3515625,49087.3515625,49828.09375,49087.3515625,sl_hit,10.0,0.0,0.0,2.0,0.0,5,0
2026-02-12 15:30:00,2026-02-12 18:30:00,US30,SHORT,false_breakout_b1,49618.03125,49608.03125,49153.21875,49608.03125,sl_hit,10.0,0.0,0.0,2.5111744222855332,0.0,8,0
2026-02-23 18:30:00,2026-02-24 14:30:00,US30,SHORT,false_breakout_b1,48775.05078125,48932.0,47334.7109375,48932.0,sl_hit,-156.94921875,-500.0,-0.32178176390609536,9.177107444187262,-1.0,6,0
2026-02-27 16:30:00,2026-02-27 19:30:00,US30,SHORT,false_breakout_b1,48735.83984375,48932.0,48343.51953125,48932.0,sl_hit,-196.16015625,-500.0,-0.4024967187985292,2.0,-1.0,7,0
2026-03-02 16:30:00,2026-03-03 14:30:00,US30,LONG,false_breakout_b1,48911.3203125,48701.98046875,49338.21875,48701.98046875,sl_hit,-209.33984375,-500.0,-0.4279987585951552,2.039260323561792,-1.0,18,0
2026-03-03 14:30:00,2026-03-03 15:30:00,US30,SHORT,false_breakout_b1,47654.53125,47900.76953125,47162.0546875,47900.76953125,sl_hit,-246.23828125,-500.0,-0.5167153569472998,2.0,-1.0,6,0
2026-03-04 16:30:00,2026-03-05 15:30:00,US30,SHORT,pin_bar,48779.98828125,48769.98828125,47910.62109375,47910.62109375,tp_hit,869.3671875,0.0,0.0,2.0,0.0,3,0
2026-03-04 20:30:00,2026-03-05 14:30:00,US30,SHORT,false_breakout_b1,48733.8515625,48932.0,48337.5546875,48337.5546875,tp_hit,396.296875,1000.0,0.8131860345406081,2.0,2.0,8,0
2026-03-05 14:30:00,2026-03-05 16:30:00,US30,SHORT,false_breakout_b1,48124.26953125,48114.26953125,47805.73046875,47805.73046875,tp_hit,318.5390625,0.0,0.0,2.0,0.0,10,0
2026-03-05 15:30:00,2026-03-06 14:30:00,US30,SHORT,false_breakout_b1,47905.171875,48283.5390625,47148.4375,47148.4375,tp_hit,756.734375,1000.0,1.579650683593336,2.0,2.0,10,0
