time,open,high,low,close,volume
2024-03-27 12:00:00,5226.31005859375,5235.89013671875,5213.919921875,5219.759765625,448793811
2024-03-27 16:00:00,5219.77978515625,5249.18994140625,5216.7998046875,5249.1298828125,969532427
2024-03-28 12:00:00,5248.02978515625,5256.0498046875,5245.81982421875,5253.3798828125,435326689
2024-03-28 16:00:00,5253.39990234375,5264.85009765625,5248.39013671875,5255.60009765625,931242322
2024-04-01 12:00:00,5257.97021484375,5263.9501953125,5229.2001953125,5238.990234375,424241337
2024-04-01 16:00:00,5238.9501953125,5247.240234375,5230.06005859375,5243.41015625,821321914
2024-04-02 12:00:00,5204.2900390625,5204.2900390625,5184.0498046875,5192.91015625,924499680
2024-04-02 16:00:00,5192.7998046875,5208.33984375,5191.75,5205.8701171875,909829320
2024-04-03 12:00:00,5194.3701171875,5228.75,5194.3701171875,5224.93994140625,455109407
2024-04-03 16:00:00,5224.93994140625,5226.919921875,5198.0400390625,5213.18017578125,1000437806
2024-04-04 12:00:00,5244.0498046875,5256.58984375,5242.10009765625,5253.1298828125,453474360
2024-04-04 16:00:00,5253.169921875,5254.22998046875,5146.06005859375,5147.080078125,1228121979
2024-04-05 12:00:00,5158.9501953125,5217.68994140625,5157.2099609375,5214.7099609375,529335234
2024-04-05 16:00:00,5214.68994140625,5222.18017578125,5188.8798828125,5204.7998046875,881531926
2024-04-08 12:00:00,5211.3701171875,5219.56982421875,5197.35009765625,5203.68994140625,441554303
2024-04-08 16:00:00,5203.6201171875,5214.64013671875,5200.580078125,5203.6201171875,799157823
2024-04-09 12:00:00,5217.02978515625,5224.81005859375,5160.77978515625,5189.759765625,488689314
2024-04-09 16:00:00,5189.759765625,5211.2001953125,5174.93017578125,5210.06005859375,855581295
2024-04-10 12:00:00,5167.8798828125,5178.43017578125,5144.64990234375,5151.080078125,467422596
2024-04-10 16:00:00,5151.080078125,5167.5400390625,5138.7001953125,5159.830078125,1019256311
2024-04-11 12:00:00,5172.9501953125,5176.14013671875,5138.77001953125,5165.93994140625,447688531
2024-04-11 16:00:00,5165.990234375,5211.77978515625,5164.97998046875,5198.169921875,1010448150
2024-04-12 12:00:00,5171.509765625,5175.02978515625,5134.7001953125,5134.83984375,483974089
2024-04-12 16:00:00,5134.8798828125,5136.2998046875,5107.93994140625,5123.60009765625,1049499224
2024-04-15 12:00:00,5149.669921875,5168.43017578125,5120.830078125,5122.35986328125,429261820
2024-04-15 16:00:00,5122.2998046875,5122.2998046875,5052.47021484375,5061.6201171875,1038233852
2024-04-16 12:00:00,5064.58984375,5069.06005859375,5040.8798828125,5060.72998046875,516297984
2024-04-16 16:00:00,5060.77978515625,5079.83984375,5039.830078125,5050.58984375,1012087894
2024-04-17 12:00:00,5068.97021484375,5077.9599609375,5017.8798828125,5020.7099609375,504871226
2024-04-17 16:00:00,5020.6298828125,5055.509765625,5007.25,5021.419921875,1025474190
2024-04-18 12:00:00,5031.52001953125,5056.66015625,5012.7099609375,5041.85009765625,467147774
2024-04-18 16:00:00,5041.8798828125,5041.97021484375,5001.89013671875,5010.18994140625,977267611
2024-04-19 12:00:00,5005.43994140625,5019.02001953125,4967.22021484375,4967.22021484375,545183071
2024-04-19 16:00:00,4967.2998046875,4999.10009765625,4953.56005859375,4967.2001953125,1160495000
2024-04-22 12:00:00,4987.330078125,4999.60986328125,4969.39990234375,4992.580078125,472703014
2024-04-22 16:00:00,4992.56982421875,5038.83984375,4988.4501953125,5011.47998046875,1019674081
2024-04-23 12:00:00,5028.85009765625,5069.669921875,5027.9599609375,5068.89013671875,491800751
2024-04-23 16:00:00,5068.97998046875,5076.1201171875,5062.08984375,5069.41015625,973710752
2024-04-24 12:00:00,5084.85986328125,5089.47998046875,5050.5498046875,5056.18994140625,538899098
2024-04-24 16:00:00,5056.10009765625,5080.3701171875,5047.02001953125,5072.2099609375,1045554000
2024-04-25 12:00:00,5019.8798828125,5030.0498046875,4990.580078125,5029.330078125,558884011
2024-04-25 16:00:00,5029.330078125,5057.75,5025.47021484375,5049.330078125,1131877000
2024-04-26 12:00:00,5084.64990234375,5110.740234375,5073.14013671875,5104.259765625,518041757
2024-04-26 16:00:00,5104.330078125,5114.6201171875,5098.68994140625,5098.68994140625,996280000
2024-04-29 12:00:00,5114.1298828125,5123.490234375,5105.10986328125,5116.5400390625,497178909
2024-04-29 16:00:00,5116.56982421875,5120.43017578125,5088.64990234375,5116.83984375,967437685
2024-04-30 12:00:00,5103.77978515625,5110.830078125,5075.64013671875,5081.93017578125,519199029
2024-04-30 16:00:00,5082.009765625,5082.009765625,5035.31005859375,5036.25,1123363677
2024-05-01 12:00:00,5029.02978515625,5032.7099609375,5013.4501953125,5025.259765625,573470833
2024-05-01 16:00:00,5025.27978515625,5096.1201171875,5014.18994140625,5017.56982421875,1381789000
2024-05-02 12:00:00,5049.31982421875,5057.240234375,5011.0498046875,5037.419921875,525722378
2024-05-02 16:00:00,5037.77978515625,5073.2099609375,5028.669921875,5065.35986328125,1128838000
2024-05-03 12:00:00,5122.77978515625,5139.1201171875,5101.22021484375,5123.6298828125,495304488
2024-05-03 16:00:00,5123.6298828125,5134.6201171875,5119.509765625,5127.77001953125,977209000
2024-05-06 12:00:00,5142.419921875,5161.43994140625,5142.419921875,5156.14013671875,449100745
2024-05-06 16:00:00,5156.14990234375,5180.85009765625,5155.7900390625,5180.7001953125,966609653
2024-05-07 12:00:00,5187.2001953125,5197.5,5184.10986328125,5196.7001953125,463080268
2024-05-07 16:00:00,5196.81005859375,5200.22998046875,5178.9599609375,5187.52001953125,961845206
2024-05-08 12:00:00,5168.97998046875,5191.9501953125,5165.85986328125,5182.7001953125,450672637
2024-05-08 16:00:00,5182.72998046875,5191.25,5176.6298828125,5187.60986328125,878845935
