entry_time,exit_time,instrument,direction,signal_type,entry_price,stop_loss,original_stop_loss,take_profit,exit_price,exit_reason,pnl_points,pnl_usd,pnl_pct,rr_planned,rr_actual,zone_touches,sl_miss_points
2025-05-20 18:30:00,2025-05-21 18:30:00,NAS100,LONG,pin_bar,19087.28515625,18868.197265625,18868.197265625,19525.4609375,18868.197265625,sl_hit,-219.087890625,-500.0,-1.1478211219224184,2.0,-1.0,6,0
2025-05-28 14:30:00,2025-05-30 16:30:00,NAS100,LONG,pin_bar,19177.46484375,18868.197265625,18868.197265625,19796.0,18868.197265625,sl_hit,-309.267578125,-500.0,-1.6126614265482089,2.0,-1.0,8,0
2025-05-30 17:30:00,2025-06-03 14:30:00,NAS100,LONG,false_breakout_b1,19031.75,19041.75,18868.197265625,19358.85546875,19358.85546875,tp_hit,327.10546875,1000.0,0.0,2.0,0.0,9,0
2025-06-17 13:30:00,2025-06-27 13:30:00,NAS100,LONG,pin_bar,19631.47265625,19641.47265625,19315.484375,20263.44921875,20263.44921875,tp_hit,631.9765625,1000.0,0.0,2.0,0.0,7,0
2025-06-25 18:30:00,2025-06-27 13:30:00,NAS100,LONG,pin_bar,19960.61328125,19970.61328125,19809.8671875,20262.10546875,20262.10546875,tp_hit,301.4921875,1000.0,0.0,2.0,0.0,4,0
2025-11-14 14:30:00,2025-11-18 14:30:00,NAS100,LONG,false_breakout_b1,22820.775390625,22420.3203125,22420.3203125,23621.685546875,22420.3203125,sl_hit,-400.455078125,-500.0,-1.7547829610097776,2.0,-1.0,6,0
2025-11-18 17:30:00,2025-11-19 15:30:00,NAS100,LONG,false_breakout_b1,22559.84375,22569.84375,22420.3203125,22838.890625,22569.84375,sl_hit,10.0,35.83627302760513,0.0,2.0,0.0,8,0
2025-11-21 15:30:00,2025-11-24 14:30:00,NAS100,LONG,false_breakout_b1,22154.365234375,22164.365234375,21959.720703125,22553.359375,22553.359375,tp_hit,398.994140625,1024.9302614943106,0.0,2.049860522988621,0.0,11,0
2025-12-04 15:30:00,2025-12-12 15:30:00,NAS100,LONG,pin_bar,23450.4453125,23174.806640625,23174.806640625,24001.72265625,23174.806640625,sl_hit,-275.638671875,-500.0,-1.1754091156984292,2.0,-1.0,2,0
2025-12-12 17:30:00,2025-12-12 20:30:00,NAS100,LONG,false_breakout_b1,23305.0078125,23174.806640625,23174.806640625,23565.41015625,23174.806640625,sl_hit,-130.201171875,-500.0,-0.5586832363350017,2.0,-1.0,4,0
2026-02-06 19:30:00,2026-02-13 14:30:00,NAS100,LONG,pin_bar,22985.125,22463.568359375,22463.568359375,24028.23828125,22463.568359375,sl_hit,-521.556640625,-500.0,-2.269105086985605,2.0,-1.0,13,0
