direction,entry_price,sl,tp,entry_time,session,vwap_at_entry,balance_at_entry,exit_price,exit_time,exit_reason,pnl_points,pnl_usd,balance,equity
long,46182.91,46054.14819267914,46332.91,2025-11-19 22:15:00,other,46084.14819267914,98531.68623637779,46057.21215975011,2025-11-19 22:50:00,sl,-127.69784024989349,-127.69784024989349,98403.9883961279,98403.9883961279
short,46245.68,46278.079241868436,46095.68,2025-11-20 01:15:00,asia,46248.079241868436,98403.9883961279,46286.671818708375,2025-11-20 01:25:00,sl,-42.99181870837492,-42.99181870837492,98360.99657741952,98360.99657741952
short,46378.41,46414.01711645506,46228.41,2025-11-20 11:00:00,london,46384.01711645506,98360.99657741952,46409.102963242505,2025-11-20 12:30:00,sl,-32.69296324250172,-32.69296324250172,98328.30361417701,98328.30361417701
short,46374.41,46410.6460822112,46224.41,2025-11-20 13:15:00,other,46380.6460822112,98328.30361417701,46407.56486976318,2025-11-20 14:40:00,sl,-35.15486976317334,-35.15486976317334,98293.14874441383,98293.14874441383
short,46458.21,46545.63941650885,46308.21,2025-11-20 18:15:00,new_york,46515.63941650885,98293.14874441383,46308.21,2025-11-20 18:35:00,tp,148.0,148.0,98441.14874441383,98441.14874441383
long,45766.48,45711.62463390171,45916.48,2025-11-21 01:10:00,asia,45741.62463390171,98441.14874441383,45916.48,2025-11-21 02:40:00,tp,148.0,148.0,98589.14874441383,98589.14874441383
short,45909.11,45943.15509879231,45759.11,2025-11-21 06:20:00,other,45913.15509879231,98589.14874441383,45943.1717089581,2025-11-21 06:55:00,sl,-36.06170895809919,-36.06170895809919,98553.08703545574,98553.08703545574
short,45915.61,45947.12770831275,45765.61,2025-11-21 07:35:00,london,45917.12770831275,98553.08703545574,45947.263015979035,2025-11-21 08:50:00,sl,-33.653015979034535,-33.653015979034535,98519.4340194767,98519.4340194767
short,45914.71,45947.30280741983,45764.71,2025-11-21 09:00:00,london,45917.30280741983,98519.4340194767,45937.561175931914,2025-11-21 10:45:00,sl,-24.85117593191535,-24.85117593191535,98494.58284354478,98494.58284354478
short,45909.71,45940.886066237945,45759.71,2025-11-21 11:30:00,london,45910.886066237945,98494.58284354478,45759.71,2025-11-21 12:20:00,tp,148.0,148.0,98642.58284354478,98642.58284354478
long,45900.71,45869.50170861794,46050.71,2025-11-21 12:50:00,other,45899.50170861794,98642.58284354478,45872.07203580656,2025-11-21 13:45:00,sl,-30.637964193439984,-30.637964193439984,98611.94487935133,98611.94487935133
long,45934.71,45867.50052279034,46084.71,2025-11-21 14:30:00,new_york,45897.50052279034,98611.94487935133,46084.71,2025-11-21 14:50:00,tp,148.0,148.0,98759.94487935133,98759.94487935133
short,45825.7,45947.06622206128,45675.7,2025-11-21 16:40:00,new_york,45917.06622206128,98759.94487935133,45944.7523690481,2025-11-21 17:00:00,sl,-121.0523690481059,-121.0523690481059,98638.89251030322,98638.89251030322
long,45932.51,45885.00643932194,46082.51,2025-11-21 17:05:00,new_york,45915.00643932194,98638.89251030322,45885.130464815746,2025-11-21 17:10:00,sl,-49.37953518425638,-49.37953518425638,98589.51297511897,98589.51297511897
short,45894.51,45948.28328853143,45744.51,2025-11-21 17:35:00,new_york,45918.28328853143,98589.51297511897,45948.65258006073,2025-11-21 17:40:00,sl,-56.14258006072487,-56.14258006072487,98533.37039505824,98533.37039505824
short,45876.01,45951.606408273365,45726.01,2025-11-21 18:00:00,new_york,45921.606408273365,98533.37039505824,45951.445004017056,2025-11-21 18:10:00,sl,-77.43500401705387,-77.43500401705387,98455.93539104119,98455.93539104119
short,45889.51,45951.3478659113,45739.51,2025-11-21 18:15:00,new_york,45921.3478659113,98455.93539104119,45952.099516494505,2025-11-21 18:20:00,sl,-64.58951649450319,-64.58951649450319,98391.34587454668,98391.34587454668
short,46432.78,46463.28,46282.78,2025-11-24 01:05:00,asia,46433.28,98391.34587454668,46395.33430441664,2025-11-24 04:40:00,sl,35.44569558335934,35.44569558335934,98426.79157013004,98426.79157013004
short,46354.41,46401.944434517325,46204.41,2025-11-24 06:10:00,other,46371.944434517325,98426.79157013004,46396.052991242184,2025-11-24 09:40:00,sl,-43.64299124218087,-43.64299124218087,98383.14857888786,98383.14857888786
short,46331.01,46396.78136490625,46181.01,2025-11-24 10:00:00,london,46366.78136490625,98383.14857888786,46396.315282321,2025-11-24 10:10:00,sl,-67.30528232099459,-67.30528232099459,98315.84329656686,98315.84329656686
short,46358.01,46403.38576428156,46208.01,2025-11-24 11:10:00,london,46373.38576428156,98315.84329656686,46208.01,2025-11-24 11:25:00,tp,148.0,148.0,98463.84329656686,98463.84329656686
long,46331.01,46293.08970582951,46481.01,2025-11-24 14:25:00,new_york,46323.08970582951,98463.84329656686,46303.29876053474,2025-11-24 16:30:00,sl,-29.711239465264953,-29.711239465264953,98434.1320571016,98434.1320571016
short,46280.31,46362.85899044014,46130.31,2025-11-24 16:35:00,new_york,46332.85899044014,98434.1320571016,46130.31,2025-11-24 16:45:00,tp,148.0,148.0,98582.1320571016,98582.1320571016
long,46344.81,46291.38011673829,46494.81,2025-11-24 17:00:00,new_york,46321.38011673829,98582.1320571016,46292.22147746329,2025-11-24 17:10:00,sl,-54.588522536709206,-54.588522536709206,98527.54353456489,98527.54353456489
short,46451.98,46482.64666666667,46301.98,2025-11-25 01:05:00,asia,46452.64666666667,98527.54353456489,46428.73066691378,2025-11-25 09:40:00,sl,21.24933308621985,21.24933308621985,98548.79286765111,98548.79286765111
short,46398.21,46429.868940153516,46248.21,2025-11-25 10:05:00,london,46399.868940153516,98548.79286765111,46430.44418075863,2025-11-25 10:35:00,sl,-34.234180758634466,-34.234180758634466,98514.55868689247,98514.55868689247
short,46388.31,46430.42549501943,46238.31,2025-11-25 10:45:00,london,46400.42549501943,98514.55868689247,46424.17689863142,2025-11-25 14:05:00,sl,-37.86689863142237,-37.86689863142237,98476.69178826106,98476.69178826106
short,46384.41,46424.68744417864,46234.41,2025-11-25 14:30:00,new_york,46394.68744417864,98476.69178826106,46426.232716209655,2025-11-25 14:40:00,sl,-43.822716209651844,-43.822716209651844,98432.8690720514,98432.8690720514
short,46353.51,46463.08462130032,46203.51,2025-11-25 16:45:00,new_york,46433.08462130032,98432.8690720514,46463.39624547131,2025-11-25 16:50:00,sl,-111.88624547130894,-111.88624547130894,98320.98282658009,98320.98282658009
short,47132.98,47166.882095808374,46982.98,2025-11-26 01:15:00,asia,47136.882095808374,98320.98282658009,47173.726293115775,2025-11-26 02:15:00,sl,-42.74629311577155,-42.74629311577155,98278.23653346431,98278.23653346431
short,47192.11,47230.996382592,47042.11,2025-11-26 11:00:00,london,47200.996382592,98278.23653346431,47230.257947686405,2025-11-26 11:45:00,sl,-40.14794768640422,-40.14794768640422,98238.0885857779,98238.0885857779
short,47191.01,47231.61307485598,47041.01,2025-11-26 13:05:00,other,47201.61307485598,98238.0885857779,47219.60372109867,2025-11-26 15:40:00,sl,-30.59372109866672,-30.59372109866672,98207.49486467923,98207.49486467923
short,47441.08,47478.32941176471,47291.08,2025-11-27 01:10:00,asia,47448.32941176471,98207.49486467923,47473.5426172208,2025-11-27 01:50:00,sl,-34.462617220800894,-34.462617220800894,98173.03224745844,98173.03224745844
short,47424.48,47473.5309538675,47274.48,2025-11-27 01:55:00,asia,47443.5309538675,98173.03224745844,47475.36650619369,2025-11-27 02:00:00,sl,-52.88650619368855,-52.88650619368855,98120.14574126474,98120.14574126474
short,47454.71,47485.94008071636,47304.71,2025-11-27 02:45:00,asia,47455.94008071636,98120.14574126474,47495.66587479936,2025-11-28 01:45:00,sl,-42.955874799357844,-42.955874799357844,98077.18986646539,98077.18986646539
short,47486.21,47520.78124372759,47336.21,2025-11-28 03:35:00,asia,47490.78124372759,98077.18986646539,47520.393079590234,2025-11-28 16:00:00,sl,-36.18307959023514,-36.18307959023514,98041.00678687515,98041.00678687515
short,47487.71,47520.53378960134,47337.71,2025-11-28 16:05:00,new_york,47490.53378960134,98041.00678687515,47522.63068194843,2025-11-28 16:30:00,sl,-36.92068194843159,-36.92068194843159,98004.08610492671,98004.08610492671
long,47496.51,47462.90027361983,47646.51,2025-11-28 16:35:00,new_york,47492.90027361983,98004.08610492671,47646.51,2025-11-28 17:15:00,tp,148.0,148.0,98152.08610492671,98152.08610492671
short,47687.08,47719.06426323319,47537.08,2025-12-01 01:10:00,asia,47689.06426323319,98152.08610492671,47537.08,2025-12-01 03:05:00,tp,148.0,148.0,98300.08610492671,98300.08610492671
long,47535.91,47497.98536847847,47685.91,2025-12-01 11:05:00,london,47527.98536847847,98300.08610492671,47497.49468359335,2025-12-01 11:40:00,sl,-40.41531640665198,-40.41531640665198,98259.67078852006,98259.67078852006
long,47513.11,47480.334385603135,47663.11,2025-12-01 16:40:00,new_york,47510.334385603135,98259.67078852006,47663.11,2025-12-01 16:55:00,tp,148.0,148.0,98407.67078852006,98407.67078852006
short,47496.11,47547.26156121706,47346.11,2025-12-01 17:15:00,new_york,47517.26156121706,98407.67078852006,47346.11,2025-12-01 17:30:00,tp,148.0,148.0,98555.67078852006,98555.67078852006
long,47516.21,47474.27754093935,47666.21,2025-12-01 18:00:00,new_york,47504.27754093935,98555.67078852006,47473.79890136036,2025-12-01 18:05:00,sl,-44.41109863964084,-44.41109863964084,98511.25968988042,98511.25968988042
long,47529.21,47471.97179616764,47679.21,2025-12-01 18:40:00,new_york,47501.97179616764,98511.25968988042,47471.93498647613,2025-12-01 19:15:00,sl,-59.27501352386753,-59.27501352386753,98451.98467635654,98451.98467635654
long,47510.31,47471.14464704655,47660.31,2025-12-01 19:40:00,new_york,47501.14464704655,98451.98467635654,47473.30550350575,2025-12-01 21:05:00,sl,-39.004496494249906,-39.004496494249906,98412.9801798623,98412.9801798623
long,47273.88,47235.33023741691,47423.88,2025-12-02 01:15:00,asia,47265.33023741691,98412.9801798623,47244.42029628877,2025-12-02 05:20:00,sl,-31.459703711225302,-31.459703711225302,98381.52047615107,98381.52047615107
long,47268.91,47230.57250499293,47418.91,2025-12-02 09:20:00,london,47260.57250499293,98381.52047615107,47229.59786268531,2025-12-02 10:00:00,sl,-41.312137314693246,-41.312137314693246,98340.20833883638,98340.20833883638
long,47269.81,47227.06374709262,47419.81,2025-12-02 10:35:00,london,47257.06374709262,98340.20833883638,47419.81,2025-12-02 15:55:00,tp,148.0,148.0,98488.20833883638,98488.20833883638
short,47366.91,47404.19098806578,47216.91,2025-12-02 19:55:00,new_york,47374.19098806578,98488.20833883638,47404.41261502947,2025-12-02 20:00:00,sl,-39.50261502946523,-39.50261502946523,98448.70572380692,98448.70572380692
short,47364.91,47404.74880280577,47214.91,2025-12-02 20:10:00,other,47374.74880280577,98448.70572380692,47403.45941070003,2025-12-02 20:50:00,sl,-40.54941070002678,-40.54941070002678,98408.1563131069,98408.1563131069
short,47507.08,47545.752063492066,47357.08,2025-12-03 01:45:00,asia,47515.752063492066,98408.1563131069,47551.58159292036,2025-12-03 01:55:00,sl,-46.501592920358235,-46.501592920358235,98361.65472018655,98361.65472018655
short,47522.31,47553.362210884356,47372.31,2025-12-03 02:00:00,asia,47523.362210884356,98361.65472018655,47546.57408850409,2025-12-03 02:45:00,sl,-26.26408850408916,-26.26408850408916,98335.39063168246,98335.39063168246
short,47546.51,47590.50866060482,47396.51,2025-12-03 10:30:00,london,47560.50866060482,98335.39063168246,47591.359274552386,2025-12-03 10:55:00,sl,-46.84927455238358,-46.84927455238358,98288.54135713007,98288.54135713007
short,47551.11,47594.79424723539,47401.11,2025-12-03 12:45:00,other,47564.79424723539,98288.54135713007,47593.914486211324,2025-12-03 14:30:00,sl,-44.80448621132382,-44.80448621132382,98243.73687091874,98243.73687091874
short,47559.01,47596.57005409504,47409.01,2025-12-03 15:55:00,new_york,47566.57005409504,98243.73687091874,47409.01,2025-12-03 16:05:00,tp,148.0,148.0,98391.73687091874,98391.73687091874
long,47556.01,47501.93817346758,47706.01,2025-12-03 16:35:00,new_york,47531.93817346758,98391.73687091874,47502.58979332973,2025-12-03 16:45:00,sl,-55.420206670271,-55.420206670271,98336.31666424847,98336.31666424847
long,47533.01,47500.75202633642,47683.01,2025-12-03 16:55:00,new_york,47530.75202633642,98336.31666424847,47683.01,2025-12-03 17:30:00,tp,148.0,148.0,98484.31666424847,98484.31666424847
short,47915.18,47949.94666666666,47765.18,2025-12-04 01:05:00,asia,47919.94666666666,98484.31666424847,47960.30650999641,2025-12-04 16:30:00,sl,-47.12650999640755,-47.12650999640755,98437.19015425206,98437.19015425206
short,47927.61,47961.55736653293,47777.61,2025-12-04 16:35:00,new_york,47931.55736653293,98437.19015425206,47938.070530816134,2025-12-04 17:35:00,sl,-12.460530816133542,-12.460530816133542,98424.72962343594,98424.72962343594
short,47895.61,47938.03236823754,47745.61,2025-12-04 17:40:00,new_york,47908.03236823754,98424.72962343594,47919.3806321179,2025-12-04 20:25:00,sl,-25.770632117899368,-25.770632117899368,98398.95899131804,98398.95899131804
short,47872.11,47919.58531323716,47722.11,2025-12-04 20:40:00,other,47889.58531323716,98398.95899131804,47722.11,2025-12-04 21:20:00,tp,148.0,148.0,98546.95899131804,98546.95899131804
long,47846.38,47808.75007797272,47996.38,2025-12-05 01:25:00,asia,47838.75007797272,98546.95899131804,47842.417020777415,2025-12-05 11:40:00,sl,-5.962979222582362,-5.962979222582362,98540.99601209545,98540.99601209545
long,47883.91,47840.28373610891,48033.91,2025-12-05 13:25:00,other,47870.28373610891,98540.99601209545,47844.38844653446,2025-12-05 15:35:00,sl,-41.52155346554355,-41.52155346554355,98499.4744586299,98499.4744586299
long,47877.01,47835.58985462902,48027.01,2025-12-05 16:15:00,new_york,47865.58985462902,98499.4744586299,48027.01,2025-12-05 16:50:00,tp,148.0,148.0,98647.4744586299,98647.4744586299
short,47927.01,47970.02189669659,47777.01,2025-12-05 18:30:00,new_york,47940.02189669659,98647.4744586299,47968.041793317076,2025-12-05 18:55:00,sl,-43.03179331707361,-43.03179331707361,98604.44266531283,98604.44266531283
short,47912.31,47967.756283965784,47762.31,2025-12-05 19:05:00,new_york,47937.756283965784,98604.44266531283,47965.9094165915,2025-12-05 19:50:00,sl,-55.59941659150354,-55.59941659150354,98548.84324872133,98548.84324872133
short,47904.31,47980.73564261396,47754.31,2025-12-05 22:45:00,other,47950.73564261396,98548.84324872133,47969.625019914434,2025-12-08 07:10:00,sl,-67.31501991443656,-67.31501991443656,98481.52822880688,98481.52822880688
short,47945.31,47977.99735265408,47795.31,2025-12-08 10:10:00,london,47947.99735265408,98481.52822880688,47978.55616978931,2025-12-08 15:15:00,sl,-35.2461697893159,-35.2461697893159,98446.28205901757,98446.28205901757
short,47944.31,47978.850857697886,47794.31,2025-12-08 15:35:00,new_york,47948.850857697886,98446.28205901757,47979.42066283417,2025-12-08 16:00:00,sl,-37.11066283417313,-37.11066283417313,98409.1713961834,98409.1713961834
short,47858.21,47976.78954918754,47708.21,2025-12-08 16:30:00,new_york,47946.78954918754,98409.1713961834,47708.21,2025-12-08 18:00:00,tp,148.0,148.0,98557.1713961834,98557.1713961834
long,47746.38,47709.72568854569,47896.38,2025-12-09 01:20:00,asia,47739.72568854569,98557.1713961834,47724.89225921136,2025-12-09 12:35:00,sl,-23.487740788637893,-23.487740788637893,98533.68365539477,98533.68365539477
long,47772.51,47724.726787665146,47922.51,2025-12-09 12:40:00,other,47754.726787665146,98533.68365539477,47731.37627931661,2025-12-09 14:45:00,sl,-43.13372068339231,-43.13372068339231,98490.54993471137,98490.54993471137
long,47765.41,47731.38449178789,47915.41,2025-12-09 14:50:00,new_york,47761.38449178789,98490.54993471137,47730.377717729396,2025-12-09 15:30:00,sl,-37.03228227060754,-37.03228227060754,98453.51765244076,98453.51765244076
long,47875.31,47728.1594415865,48025.31,2025-12-09 16:30:00,new_york,47758.1594415865,98453.51765244076,47778.920522544475,2025-12-09 19:15:00,sl,-98.38947745552287,-98.38947745552287,98355.12817498524,98355.12817498524
long,47549.68,47519.04416666666,47699.68,2025-12-10 01:15:00,asia,47549.04416666666,98355.12817498524,47536.362126145825,2025-12-10 12:20:00,sl,-15.31787385417556,-15.31787385417556,98339.81030113106,98339.81030113106
long,47553.63,47521.36994811983,47703.63,2025-12-10 15:15:00,new_york,47551.36994811983,98339.81030113106,47523.31488252521,2025-12-10 16:15:00,sl,-32.315117474790895,-32.315117474790895,98307.49518365627,98307.49518365627
long,47549.61,47519.298195093026,47699.61,2025-12-10 16:40:00,new_york,47549.298195093026,98307.49518365627,47699.61,2025-12-10 17:10:00,tp,148.0,148.0,98455.49518365627,98455.49518365627
short,48118.88,48152.182450980385,47968.88,2025-12-11 01:10:00,asia,48122.182450980385,98455.49518365627,47968.88,2025-12-11 04:50:00,tp,148.0,148.0,98603.49518365627,98603.49518365627
long,47915.41,47879.272900109594,48065.41,2025-12-11 10:55:00,london,47909.272900109594,98603.49518365627,48065.41,2025-12-11 14:15:00,tp,148.0,148.0,98751.49518365627,98751.49518365627
short,48807.18,48839.68,48657.18,2025-12-12 01:05:00,asia,48809.68,98751.49518365627,48810.324126653955,2025-12-12 03:55:00,sl,-5.144126653955027,-5.144126653955027,98746.35105700232,98746.35105700232
short,48812.01,48844.828730728455,48662.01,2025-12-12 11:30:00,london,48814.828730728455,98746.35105700232,48837.09392130856,2025-12-12 16:45:00,sl,-27.083921308556455,-27.083921308556455,98719.26713569376,98719.26713569376
short,48799.28,48838.87430174132,48649.28,2025-12-12 16:55:00,new_york,48808.87430174132,98719.26713569376,48838.999855258575,2025-12-12 17:00:00,sl,-41.71985525857599,-41.71985525857599,98677.54728043519,98677.54728043519
short,48770.11,48838.21379751711,48620.11,2025-12-12 17:05:00,new_york,48808.21379751711,98677.54728043519,48620.11,2025-12-12 17:55:00,tp,148.0,148.0,98825.54728043519,98825.54728043519
long,48444.68,48407.62666666667,48594.68,2025-12-15 01:05:00,asia,48437.62666666667,98825.54728043519,48594.68,2025-12-15 04:30:00,tp,148.0,148.0,98973.54728043519,98973.54728043519
short,48569.41,48602.06986336931,48419.41,2025-12-15 08:30:00,london,48572.06986336931,98973.54728043519,48602.46863296752,2025-12-15 08:45:00,sl,-35.058632967513404,-35.058632967513404,98938.48864746768,98938.48864746768
short,48573.91,48605.22235144448,48423.91,2025-12-15 10:05:00,london,48575.22235144448,98938.48864746768,48606.02143202209,2025-12-15 10:20:00,sl,-34.11143202208768,-34.11143202208768,98904.3772154456,98904.3772154456
short,48603.71,48645.89294016697,48453.71,2025-12-15 16:30:00,new_york,48615.89294016697,98904.3772154456,48645.01951425421,2025-12-15 16:40:00,sl,-43.3095142542079,-43.3095142542079,98861.06770119138,98861.06770119138
long,48448.28,48400.44122112211,48598.28,2025-12-16 01:40:00,asia,48430.44122112211,98861.06770119138,48388.26697234906,2025-12-16 02:10:00,sl,-62.01302765093715,-62.01302765093715,98799.05467354044,98799.05467354044
long,48419.81,48385.11407450866,48569.81,2025-12-16 02:25:00,asia,48415.11407450866,98799.05467354044,48382.155673496265,2025-12-16 02:35:00,sl,-39.65432650373259,-39.65432650373259,98759.4003470367,98759.4003470367
long,48335.21,48301.050479410056,48485.21,2025-12-16 10:40:00,london,48331.050479410056,98759.4003470367,48300.755820638864,2025-12-16 11:50:00,sl,-36.454179361135175,-36.454179361135175,98722.94616767557,98722.94616767557
long,48332.01,48299.06089611706,48482.01,2025-12-16 12:15:00,other,48329.06089611706,98722.94616767557,48482.01,2025-12-16 15:30:00,tp,148.0,148.0,98870.94616767557,98870.94616767557
short,48300.31,48388.07689633519,48150.31,2025-12-16 16:40:00,new_york,48358.07689633519,98870.94616767557,48387.7511367092,2025-12-16 16:45:00,sl,-89.44113670920342,-89.44113670920342,98781.50503096636,98781.50503096636
short,48302.81,48388.21012595746,48152.81,2025-12-16 17:00:00,new_york,48358.21012595746,98781.50503096636,48387.786708247484,2025-12-16 17:05:00,sl,-86.97670824748639,-86.97670824748639,98694.52832271888,98694.52832271888
long,48074.58,48039.41333333333,48224.58,2025-12-17 01:05:00,asia,48069.41333333333,98694.52832271888,48044.22619631902,2025-12-17 02:00:00,sl,-32.35380368098413,-32.35380368098413,98662.17451903789,98662.17451903789
long,48047.71,48016.831192107435,48197.71,2025-12-17 02:50:00,asia,48046.831192107435,98662.17451903789,48197.71,2025-12-17 11:45:00,tp,148.0,148.0,98810.17451903789,98810.17451903789
short,48175.41,48207.156523148,48025.41,2025-12-17 17:35:00,new_york,48177.156523148,98810.17451903789,48025.41,2025-12-17 17:50:00,tp,148.0,148.0,98958.17451903789,98958.17451903789
long,47917.18,47880.860406212654,48067.18,2025-12-18 01:10:00,asia,47910.860406212654,98958.17451903789,47880.76699685534,2025-12-18 01:55:00,sl,-38.41300314466207,-38.41300314466207,98919.76151589322,98919.76151589322
long,47903.21,47869.513664921455,48053.21,2025-12-18 02:10:00,asia,47899.513664921455,98919.76151589322,47874.17244664634,2025-12-18 03:50:00,sl,-31.03755335365713,-31.03755335365713,98888.72396253956,98888.72396253956
long,47925.21,47873.00656079644,48075.21,2025-12-18 04:15:00,asia,47903.00656079644,98888.72396253956,47871.538673950876,2025-12-18 05:00:00,sl,-55.67132604912331,-55.67132604912331,98833.05263649044,98833.05263649044
long,47889.81,47848.71402980024,48039.81,2025-12-18 10:15:00,london,47878.71402980024,98833.05263649044,47848.649601777026,2025-12-18 10:25:00,sl,-43.16039822297171,-43.16039822297171,98789.89223826746,98789.89223826746
long,47895.81,47848.553859520915,48045.81,2025-12-18 10:45:00,london,47878.553859520915,98789.89223826746,48045.81,2025-12-18 15:30:00,tp,148.0,148.0,98937.89223826746,98937.89223826746
short,48016.61,48093.241073641446,47866.61,2025-12-18 19:05:00,new_york,48063.241073641446,98937.89223826746,47866.61,2025-12-18 19:25:00,tp,148.0,148.0,99085.89223826746,99085.89223826746
long,48119.18,48023.809502995064,48269.18,2025-12-18 19:40:00,new_york,48053.809502995064,99085.89223826746,48024.12289277533,2025-12-18 19:50:00,sl,-97.05710722466756,-97.05710722466756,98988.8351310428,98988.8351310428
short,48037.11,48084.14559515723,47887.11,2025-12-18 20:00:00,other,48054.14559515723,98988.8351310428,48084.54219882259,2025-12-18 20:10:00,sl,-49.43219882259291,-49.43219882259291,98939.4029322202,98939.4029322202
short,48056.48,48087.873264730704,47906.48,2025-12-18 20:50:00,other,48057.873264730704,98939.4029322202,48087.9509140012,2025-12-18 20:55:00,sl,-33.47091400119825,-33.47091400119825,98905.932018219,98905.932018219
short,47986.41,48087.473508563766,47836.41,2025-12-18 21:00:00,other,48057.473508563766,98905.932018219,48079.886498034335,2025-12-18 22:35:00,sl,-95.4764980343316,-95.4764980343316,98810.45552018467,98810.45552018467
long,48057.83,48019.89652752523,48207.83,2025-12-18 22:40:00,other,48049.89652752523,98810.45552018467,48019.85524403141,2025-12-18 22:50:00,sl,-39.974755968592945,-39.974755968592945,98770.48076421607,98770.48076421607
long,47876.18,47840.88116086236,48026.18,2025-12-19 01:10:00,asia,47870.88116086236,98770.48076421607,47866.622603754535,2025-12-19 05:15:00,sl,-11.557396245465497,-11.557396245465497,98758.92336797061,98758.92336797061
long,47898.41,47865.39675640755,48048.41,2025-12-19 05:40:00,asia,47895.39675640755,98758.92336797061,47864.916394534914,2025-12-19 07:20:00,sl,-35.493605465089786,-35.493605465089786,98723.42976250552,98723.42976250552
long,47893.21,47855.005488715506,48043.21,2025-12-19 09:50:00,london,47885.005488715506,98723.42976250552,48043.21,2025-12-19 12:15:00,tp,148.0,148.0,98871.42976250552,98871.42976250552
short,48208.48,48242.14666666667,48058.48,2025-12-22 01:05:00,asia,48212.14666666667,98871.42976250552,48204.97631281509,2025-12-22 16:00:00,sl,1.5036871849151794,1.5036871849151794,98872.93344969043,98872.93344969043
short,48362.58,48393.41059360731,48212.58,2025-12-23 01:10:00,asia,48363.41059360731,98872.93344969043,48381.601432398886,2025-12-23 11:25:00,sl,-21.021432398883917,-21.021432398883917,98851.91201729156,98851.91201729156
short,48351.43,48385.46420601452,48201.43,2025-12-23 13:15:00,other,48355.46420601452,98851.91201729156,48354.2799134819,2025-12-23 16:45:00,sl,-4.849913481899421,-4.849913481899421,98847.06210380966,98847.06210380966
short,48409.68,48441.513333333336,48259.68,2025-12-24 01:05:00,asia,48411.513333333336,98847.06210380966,48444.03920835115,2025-12-24 15:40:00,sl,-36.35920835114666,-36.35920835114666,98810.70289545851,98810.70289545851
short,48752.78,48789.9098157454,48602.78,2025-12-26 01:15:00,asia,48759.9098157454,98810.70289545851,48727.55128102894,2025-12-26 16:35:00,sl,23.228718971062335,23.228718971062335,98833.93161442957,98833.93161442957
short,48679.01,48730.31425797651,48529.01,2025-12-26 17:00:00,new_york,48700.31425797651,98833.93161442957,48727.65050595666,2025-12-26 17:30:00,sl,-50.64050595666049,-50.64050595666049,98783.29110847291,98783.29110847291
short,48694.73,48728.47619509089,48544.73,2025-12-26 17:40:00,new_york,48698.47619509089,98783.29110847291,48703.73207571318,2025-12-26 22:55:00,sl,-11.002075713178783,-11.002075713178783,98772.28903275973,98772.28903275973
short,48724.28,48762.31429463172,48574.28,2025-12-29 01:20:00,asia,48732.31429463172,98772.28903275973,48574.28,2025-12-29 16:05:00,tp,148.0,148.0,98920.28903275973,98920.28903275973
long,48477.68,48446.34666666667,48627.68,2025-12-30 01:05:00,asia,48476.34666666667,98920.28903275973,48442.379290893026,2025-12-30 09:20:00,sl,-37.300709106973954,-37.300709106973954,98882.98832365275,98882.98832365275
long,48475.2,48436.893350055296,48625.2,2025-12-30 10:30:00,london,48466.893350055296,98882.98832365275,48438.28628294677,2025-12-30 13:25:00,sl,-38.91371705322672,-38.91371705322672,98844.07460659952,98844.07460659952
long,48479.61,48437.972379633226,48629.61,2025-12-30 13:45:00,new_york,48467.972379633226,98844.07460659952,48429.31834344698,2025-12-30 16:30:00,sl,-52.291656553017674,-52.291656553017674,98791.7829500465,98791.7829500465
long,48430.7,48395.41243821544,48580.7,2025-12-30 18:20:00,new_york,48425.41243821544,98791.7829500465,48395.12974656624,2025-12-30 18:30:00,sl,-37.57025343375426,-37.57025343375426,98754.21269661275,98754.21269661275
long,48417.7,48386.946013694636,48567.7,2025-12-30 20:25:00,other,48416.946013694636,98754.21269661275,48385.95413944334,2025-12-30 21:50:00,sl,-33.745860556657135,-33.745860556657135,98720.46683605609,98720.46683605609
long,48417.7,48384.789432230835,48567.7,2025-12-30 22:30:00,other,48414.789432230835,98720.46683605609,48384.13285127191,2025-12-30 22:55:00,sl,-35.56714872808516,-35.56714872808516,98684.899687328,98684.899687328
long,48392.08,48361.77873511905,48542.08,2025-12-31 01:30:00,asia,48391.77873511905,98684.899687328,48348.45708494208,2025-12-31 02:45:00,sl,-45.62291505792382,-45.62291505792382,98639.27677227007,98639.27677227007
long,48349.71,48318.834551759384,48499.71,2025-12-31 04:30:00,asia,48348.834551759384,98639.27677227007,48320.92489447941,2025-12-31 07:55:00,sl,-30.78510552059015,-30.78510552059015,98608.49166674947,98608.49166674947
long,48333.8,48301.74080990872,48483.8,2025-12-31 14:25:00,new_york,48331.74080990872,98608.49166674947,48306.60500384834,2025-12-31 16:30:00,sl,-29.19499615166569,-29.19499615166569,98579.2966705978,98579.2966705978
long,48268.8,48237.41372194645,48418.8,2025-12-31 20:50:00,other,48267.41372194645,98579.2966705978,48237.4288136425,2025-12-31 21:20:00,sl,-33.37118635750085,-33.37118635750085,98545.9254842403,98545.9254842403
long,48112.38,48076.113333333335,48262.38,2026-01-02 01:05:00,asia,48106.113333333335,98545.9254842403,48262.38,2026-01-02 13:00:00,tp,148.0,148.0,98693.9254842403,98693.9254842403
short,48182.81,48222.300602418356,48032.81,2026-01-02 16:25:00,new_york,48192.300602418356,98693.9254842403,48032.81,2026-01-02 16:30:00,tp,148.0,148.0,98841.9254842403,98841.9254842403
