trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at
1,2025-12-12 16:36:00,2025-12-12 16:47:00,long,48772.21,48736.01,48862.70999999999,48862.70999999999,tp,88.5,1222.38,2.445,101222.38,new_york,48775.28,48756.01,2025-12-12 14:20:00
2,2025-12-12 16:38:00,2025-12-12 16:41:00,short,48805.21,48824.23,48757.65999999999,48757.65999999999,tp,45.55,1197.42,2.395,102419.8,new_york,48804.23,48799.21,2025-12-12 16:30:00
3,2025-12-12 17:52:00,2025-12-12 17:56:00,long,48680.11,48627.11,48812.61,48627.11,sl,-55.0,-531.42,-1.038,101888.38,new_york,48694.11,48647.11,2025-12-12 17:45:00
4,2025-12-15 15:03:00,2025-12-15 16:05:00,short,48670.78,48711.71,48568.455,48711.71,sl,-42.93,-534.34,-1.049,101354.04,new_york,48691.71,48663.23,2025-12-15 15:00:00
5,2025-12-15 17:33:00,2025-12-16 17:17:00,short,48445.71,48533.71,48225.71,48225.71,tp,218.0,1255.41,2.477,102609.45,new_york,48513.71,48444.21,2025-12-15 17:25:00
6,2025-12-16 15:16:00,2025-12-16 15:30:00,short,48431.01,48457.21,48365.51000000001,48457.21,sl,-28.2,-545.45,-1.076,102063.99,new_york,48437.21,48424.21,2025-12-16 15:10:00
7,2025-12-16 16:10:00,2025-12-16 16:29:00,long,48408.51,48358.51,48533.51,48358.51,sl,-52.0,-524.2,-1.04,101539.79,new_york,48412.01,48378.51,2025-12-16 16:10:00
8,2025-12-16 17:00:00,2025-12-16 17:15:00,long,48346.81,48254.31,48578.06,48254.31,sl,-94.5,-512.26,-1.022,101027.53,new_york,48371.31,48274.31,2025-12-16 17:00:00
9,2025-12-16 17:40:00,2025-12-16 18:37:00,long,48229.81,48125.31,48491.06,48125.31,sl,-106.5,-514.81,-1.019,100512.72,new_york,48233.81,48145.31,2025-12-16 17:40:00
10,2025-12-17 13:45:00,2025-12-17 16:29:00,long,48208.08,48178.08,48283.08,48178.08,sl,-32.0,-536.07,-1.067,99976.65,new_york,48224.13,48198.08,2025-12-17 13:30:00
11,2025-12-17 13:46:00,2025-12-17 15:12:00,long,48197.11,48178.01,48244.86,48244.86,tp,45.75,1203.78,2.395,101180.44,new_york,48203.01,48198.01,2025-12-17 12:15:00
12,2025-12-17 15:14:00,2025-12-17 15:20:00,long,48221.31,48198.13,48279.259999999995,48198.13,sl,-25.18,-552.46,-1.086,100627.97,new_york,48224.13,48218.13,2025-12-17 14:55:00
13,2025-12-18 14:02:00,2025-12-18 14:24:00,long,48012.81,47984.61,48083.30999999999,47984.61,sl,-30.2,-538.82,-1.071,100089.15,new_york,48016.18,48004.61,2025-12-18 14:00:00
14,2025-12-18 15:01:00,2025-12-18 15:16:00,short,47990.81,48006.01,47952.80999999998,48006.01,sl,-17.2,-566.29,-1.132,99522.86,new_york,47986.01,47977.91,2025-12-18 14:55:00
15,2025-12-18 15:07:00,2025-12-18 15:26:00,long,47956.81,47929.13,48026.009999999995,48026.009999999995,tp,67.2,1214.95,2.428,100737.81,new_york,47963.18,47949.13,2025-12-18 13:05:00
16,2025-12-18 16:01:00,2025-12-18 16:30:00,short,48123.31,48185.81,47967.06,48185.81,sl,-64.5,-519.81,-1.032,100218.0,new_york,48165.81,48106.31,2025-12-18 16:00:00
17,2025-12-18 16:23:00,2025-12-18 16:31:00,long,48128.81,48075.81,48261.31,48261.31,tp,130.5,1240.22,2.462,101458.22,new_york,48131.81,48095.81,2025-12-18 16:15:00
18,2025-12-18 16:52:00,2025-12-18 17:37:00,short,48153.61,48334.11,47702.36,48334.11,sl,-182.5,-512.91,-1.011,100945.31,new_york,48314.11,48131.81,2025-12-18 16:50:00
19,2025-12-18 17:24:00,2025-12-18 17:36:00,short,48213.11,48275.11,48058.11,48275.11,sl,-64.0,-523.66,-1.032,100421.65,new_york,48255.11,48208.61,2025-12-18 17:20:00
20,2025-12-18 18:14:00,2025-12-18 18:50:00,long,48322.13,48260.18,48477.00499999999,48260.18,sl,-63.95,-518.32,-1.032,99903.33,new_york,48331.18,48280.18,2025-12-18 18:10:00
21,2025-12-19 14:16:00,2025-12-19 14:58:00,short,47977.51,47996.63,47929.710000000014,47929.710000000014,tp,45.8,1196.54,2.395,101099.87,new_york,47976.63,47972.18,2025-12-19 14:10:00
22,2025-12-19 17:07:00,2025-12-19 22:44:00,long,48187.11,48097.11,48412.11,48097.11,sl,-92.0,-516.73,-1.022,100583.14,new_york,48202.11,48117.11,2025-12-19 17:05:00
