trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at
1,2024-11-01 10:15:00,2024-11-01 16:30:00,long,41802.38,41738.38,42026.38,42026.38,tp,222.0,1734.38,3.469,101734.38,london,41802.38,41773.38,2024-11-01 09:00:00
2,2024-11-04 16:45:00,2024-11-04 18:15:00,long,41943.29,41867.29,42209.29,41867.29,sl,-78.0,-522.06,-1.026,101212.32,new_york,41943.29,41902.29,2024-11-04 07:00:00
3,2024-11-05 17:15:00,2024-11-05 17:30:00,short,42078.39,42169.39,41759.89,42169.39,sl,-93.0,-517.18,-1.022,100695.13,new_york,42134.39,42078.39,2024-11-04 17:00:00
4,2024-11-14 19:30:00,2024-11-14 20:45:00,long,43888.17,43790.17,44231.17,43790.17,sl,-100.0,-513.75,-1.02,100181.38,new_york,43888.17,43825.17,2024-11-13 18:00:00
5,2024-11-20 08:15:00,2024-11-20 16:30:00,long,43416.45,43206.45,44151.45,43206.45,sl,-212.0,-505.68,-1.01,99675.71,london,43416.45,43241.45,2024-11-20 03:00:00
7,2024-11-21 11:15:00,2024-11-21 11:30:00,long,43371.44,43306.44,43598.94,43306.44,sl,-67.0,-513.71,-1.031,99161.99,london,43371.44,43341.44,2024-11-21 08:00:00
8,2024-11-21 14:45:00,2024-11-21 17:45:00,short,43619.98,43711.48,43299.73,43711.48,sl,-93.5,-506.65,-1.022,98655.34,new_york,43676.48,43619.98,2024-11-15 19:00:00
6,2024-11-20 17:00:00,2024-11-25 01:00:00,long,43250.45,42893.7,44499.075,44499.075,tp,1246.62,1741.53,3.494,100396.88,new_york,43250.45,42928.7,2024-11-19 20:00:00
9,2024-11-25 19:30:00,2024-11-25 20:45:00,long,44575.54,44531.54,44729.54,44729.54,tp,152.0,1734.13,3.455,102131.0,new_york,44575.54,44566.54,2024-11-25 15:00:00
11,2024-11-29 08:30:00,2024-12-02 17:00:00,long,44880.9,44773.9,45255.4,44773.9,sl,-109.0,-520.2,-1.019,101610.8,london,44880.9,44808.9,2024-11-29 07:00:00
10,2024-11-28 14:30:00,2024-12-03 16:30:00,long,44803.9,44714.75,45115.925,44714.75,sl,-91.15,-522.11,-1.022,101088.69,new_york,44803.9,44749.75,2024-11-28 14:00:00
12,2024-12-02 18:00:00,2024-12-03 16:30:00,long,44812.75,44739.25,45070.0,44739.25,sl,-75.5,-521.88,-1.027,100566.81,new_york,44812.75,44774.25,2024-11-28 19:00:00
13,2024-12-04 17:15:00,2024-12-04 22:45:00,long,44879.36,44818.36,45092.86,45092.86,tp,211.5,1743.43,3.467,102310.25,new_york,44879.36,44853.36,2024-12-04 13:00:00
14,2024-12-09 10:00:00,2024-12-09 16:15:00,short,44638.86,44728.86,44323.86,44728.86,sl,-92.0,-522.92,-1.022,101787.33,london,44693.86,44638.86,2024-12-09 06:00:00
15,2024-12-11 08:30:00,2024-12-11 15:30:00,short,44289.09,44373.09,43995.09,44373.09,sl,-86.0,-521.05,-1.024,101266.27,london,44338.09,44289.09,2024-12-11 05:00:00
