trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,entry_method,fvg_type,fvg_zone_high,fvg_zone_low,fvg_confirmed_at
1,2025-12-12 14:11:00,2025-12-12 15:09:00,short,48799.28,48814.715,48768.41,48814.715,sl,-17.43,-564.79,-1.13,99435.21,new_york,conservative,bearish,48806.23,48793.41,2025-12-12 13:40:00
2,2025-12-12 14:31:00,2025-12-12 16:30:00,long,48791.21,48765.28,48843.07,48765.28,sl,-27.93,-538.57,-1.077,98896.65,new_york,conservative,bullish,48793.23,48790.28,2025-12-12 14:15:00
3,2025-12-12 15:22:00,2025-12-12 16:29:00,long,48803.23,48774.91,48859.87,48774.91,sl,-30.32,-532.29,-1.071,98364.36,new_york,conservative,bullish,48807.21,48799.91,2025-12-12 15:10:00
4,2025-12-12 16:29:00,2025-12-12 16:30:00,long,48778.91,48750.28,48836.17000000001,48750.28,sl,-30.63,-529.06,-1.07,97835.3,new_york,conservative,bullish,48787.28,48775.28,2025-12-12 14:10:00
5,2025-12-12 16:31:00,2025-12-12 16:33:00,short,48813.21,48830.2,48779.23,48779.23,tp,31.98,920.77,1.882,98756.07,new_york,conservative,bearish,48816.23,48804.23,2025-12-12 16:10:00
6,2025-12-12 19:51:00,2025-12-12 20:12:00,long,48512.98,48475.91,48587.12,48587.12,tp,72.14,960.92,1.946,99716.99,new_york,conservative,bullish,48513.48,48500.91,2025-12-12 19:40:00
7,2025-12-12 20:12:00,2025-12-12 20:21:00,short,48591.91,48614.16,48547.41,48547.41,tp,42.5,952.35,1.91,100669.34,new_york,conservative,bearish,48653.11,48572.41,2025-12-12 18:00:00
8,2025-12-12 22:32:00,2025-12-12 22:38:00,long,48405.28,48377.91,48460.01999999999,48377.91,sl,-29.37,-540.13,-1.073,100129.21,new_york,conservative,bullish,48407.41,48402.91,2025-12-12 19:00:00
9,2025-12-12 22:34:00,2025-12-12 22:36:00,long,48427.28,48400.41,48481.01999999999,48400.41,sl,-28.87,-540.81,-1.074,99588.4,new_york,conservative,bullish,48438.41,48425.41,2025-12-12 19:05:00
10,2025-12-12 22:46:00,2025-12-12 22:47:00,short,48462.28,48477.80499999999,48431.23,48477.80499999999,sl,-17.52,-562.09,-1.129,99026.31,new_york,conservative,bearish,48475.23,48456.23,2025-12-12 22:30:00
11,2025-12-15 14:23:00,2025-12-15 16:05:00,long,48656.78,48630.78,48708.78,48708.78,tp,50.0,952.18,1.923,99978.49,new_york,conservative,bullish,48658.11,48655.78,2025-12-15 11:55:00
12,2025-12-15 14:27:00,2025-12-15 16:02:00,long,48648.23,48620.73,48703.23,48703.23,tp,53.0,954.25,1.927,100932.74,new_york,conservative,bullish,48648.71,48645.73,2025-12-15 11:50:00
13,2025-12-15 16:16:00,2025-12-15 16:25:00,long,48707.73,48682.11,48758.97000000001,48682.11,sl,-27.62,-544.06,-1.078,100388.68,new_york,conservative,bullish,48709.21,48707.11,2025-12-15 16:10:00
