trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,entry_method,fvg_type,fvg_zone_high,fvg_zone_low,fvg_confirmed_at,date
2791,2025-07-31 17:08:00,2025-07-31 17:11:00,long,44577.6,44523.6,44685.6,44523.6,sl,-56.0,-51.85,-1.037,44489.42,london,conservative,bullish,44577.6,44548.6,2025-07-31 16:55:00,2025-07-31
2792,2025-07-31 17:12:00,2025-07-31 17:52:00,long,44533.6,44477.1,44646.6,44477.1,sl,-58.5,-51.77,-1.035,44437.65,london,conservative,bullish,44533.6,44502.1,2025-07-31 16:50:00,2025-07-31
2793,2025-07-31 18:45:00,2025-07-31 19:33:00,short,44461.6,44496.6,44391.6,44496.6,sl,-37.0,-52.86,-1.057,44384.79,london,conservative,bearish,44471.6,44461.6,2025-07-31 18:00:00,2025-07-31
2794,2025-07-31 18:50:00,2025-07-31 20:23:00,long,44433.6,44387.6,44525.6,44387.6,sl,-48.0,-52.17,-1.043,44332.62,london,conservative,bullish,44433.6,44412.6,2025-07-31 18:40:00,2025-07-31
2795,2025-07-31 20:23:00,2025-07-31 20:25:00,long,44389.6,44343.1,44482.6,44343.1,sl,-48.5,-52.15,-1.043,44280.47,new_york,conservative,bullish,44389.6,44368.1,2025-07-31 18:35:00,2025-07-31
2796,2025-07-31 20:36:00,2025-07-31 20:47:00,short,44316.6,44394.1,44161.6,44394.1,sl,-79.5,-51.29,-1.026,44229.18,new_york,conservative,bearish,44369.1,44316.6,2025-07-31 20:30:00,2025-07-31
2797,2025-07-31 20:44:00,2025-07-31 20:52:00,long,44337.6,44291.6,44429.6,44291.6,sl,-48.0,-52.17,-1.043,44177.01,new_york,conservative,bullish,44337.6,44316.6,2025-07-31 20:40:00,2025-07-31
2798,2025-07-31 20:47:00,2025-07-31 21:07:00,short,44377.6,44448.6,44235.6,44235.6,tp,140.0,98.59,1.972,44275.6,new_york,conservative,bearish,44423.6,44377.6,2025-07-31 20:25:00,2025-07-31
2799,2025-07-31 21:28:00,2025-07-31 21:47:00,short,44306.6,44378.6,44162.6,44378.6,sl,-74.0,-51.39,-1.028,44224.21,new_york,conservative,bearish,44353.6,44306.6,2025-07-31 20:55:00,2025-07-31
2800,2025-07-31 22:13:00,2025-07-31 22:16:00,long,44320.6,44251.1,44459.6,44251.1,sl,-71.5,-51.44,-1.029,44172.77,new_york,conservative,bullish,44320.6,44276.1,2025-07-31 21:30:00,2025-07-31
2801,2025-07-31 22:17:00,2025-07-31 22:36:00,long,44263.6,44199.6,44391.6,44199.6,sl,-66.0,-51.56,-1.031,44121.21,new_york,conservative,bullish,44263.6,44224.6,2025-07-31 21:25:00,2025-07-31
2802,2025-07-31 22:21:00,2025-07-31 22:48:00,short,44290.1,44349.6,44171.1,44171.1,tp,117.0,98.32,1.966,44219.53,new_york,conservative,bearish,44324.6,44290.1,2025-07-31 22:15:00,2025-07-31
2803,2025-08-01 10:26:00,2025-08-01 13:44:00,short,43843.6,43925.1,43680.6,43680.6,tp,161.0,98.77,1.975,44318.3,london,conservative,bearish,43900.1,43843.6,2025-08-01 10:20:00,2025-08-01
2804,2025-08-01 10:57:00,2025-08-01 11:10:00,short,43778.6,43806.6,43722.6,43806.6,sl,-30.0,-53.57,-1.071,44264.73,london,conservative,bearish,43781.6,43778.6,2025-08-01 10:40:00,2025-08-01
2805,2025-08-01 11:13:00,2025-08-01 11:18:00,short,43800.1,43833.6,43733.1,43833.6,sl,-35.5,-52.99,-1.06,44211.74,london,conservative,bearish,43808.6,43800.1,2025-08-01 10:35:00,2025-08-01
2806,2025-08-01 11:50:00,2025-08-01 12:04:00,short,43743.1,43776.1,43677.1,43776.1,sl,-35.0,-53.03,-1.061,44158.71,london,conservative,bearish,43751.1,43743.1,2025-08-01 11:35:00,2025-08-01
2807,2025-08-01 12:05:00,2025-08-01 13:49:00,short,43771.1,43821.1,43671.1,43671.1,tp,98.0,98.0,1.96,44256.71,london,conservative,bearish,43796.1,43771.1,2025-08-01 11:30:00,2025-08-01
2808,2025-08-01 13:44:00,2025-08-01 13:45:00,short,43762.1,43798.1,43690.1,43690.1,tp,70.0,97.22,1.944,44353.94,london,conservative,bearish,43773.1,43762.1,2025-08-01 12:20:00,2025-08-01
2809,2025-08-01 13:45:00,2025-08-01 13:54:00,short,43734.1,43775.1,43652.1,43652.1,tp,80.0,97.56,1.951,44451.5,london,conservative,bearish,43750.1,43734.1,2025-08-01 13:05:00,2025-08-01
2810,2025-08-01 15:35:00,2025-08-01 15:37:00,long,43702.1,43665.1,43776.1,43776.1,tp,72.0,97.3,1.946,44548.79,london,conservative,bullish,43702.1,43690.1,2025-08-01 14:10:00,2025-08-01
2811,2025-08-01 16:57:00,2025-08-01 17:00:00,short,43488.4,43526.4,43412.4,43412.4,tp,74.0,97.37,1.947,44646.16,london,conservative,bearish,43501.4,43488.4,2025-08-01 16:50:00,2025-08-01
2812,2025-08-01 18:26:00,2025-08-01 18:45:00,long,43482.4,43413.9,43619.4,43619.4,tp,135.0,98.54,1.971,44744.7,london,conservative,bullish,43482.4,43438.9,2025-08-01 17:15:00,2025-08-01
2813,2025-08-01 19:11:00,2025-08-01 19:40:00,long,43687.4,43623.4,43815.4,43623.4,sl,-66.0,-51.56,-1.031,44693.14,new_york,conservative,bullish,43687.4,43648.4,2025-08-01 19:05:00,2025-08-01
2814,2025-08-01 19:21:00,2025-08-01 20:02:00,short,43647.4,43728.1,43486.00000000001,43486.00000000001,tp,159.4,98.76,1.975,44791.9,new_york,conservative,bearish,43703.1,43647.4,2025-08-01 16:35:00,2025-08-01
2815,2025-08-01 19:45:00,2025-08-01 19:57:00,long,43592.4,43514.4,43748.4,43514.4,sl,-80.0,-51.28,-1.026,44740.62,new_york,conservative,bullish,43592.4,43539.4,2025-08-01 18:45:00,2025-08-01
2816,2025-08-01 21:27:00,2025-08-01 21:32:00,short,43528.4,43575.9,43433.4,43575.9,sl,-49.5,-52.11,-1.042,44688.51,new_york,conservative,bearish,43550.9,43528.4,2025-08-01 20:00:00,2025-08-01
2817,2025-08-01 22:04:00,2025-08-01 22:18:00,long,43525.4,43497.4,43581.4,43581.4,tp,54.0,96.43,1.929,44784.94,new_york,conservative,bullish,43525.4,43522.4,2025-08-01 21:30:00,2025-08-01
2818,2025-08-04 11:09:00,2025-08-04 12:06:00,long,43782.8,43730.8,43886.8,43886.8,tp,102.0,98.08,1.962,44883.02,london,conservative,bullish,43782.8,43755.8,2025-08-04 10:35:00,2025-08-04
2819,2025-08-04 11:26:00,2025-08-04 11:48:00,long,43797.8,43767.3,43858.8,43858.8,tp,59.0,96.72,1.934,44979.74,london,conservative,bullish,43797.8,43792.3,2025-08-04 11:20:00,2025-08-04
2820,2025-08-04 11:57:00,2025-08-04 13:54:00,long,43854.3,43818.8,43925.3,43818.8,sl,-37.5,-52.82,-1.056,44926.92,london,conservative,bullish,43854.3,43843.8,2025-08-04 11:50:00,2025-08-04
2821,2025-08-04 12:14:00,2025-08-04 13:38:00,long,43881.3,43841.3,43961.3,43841.3,sl,-42.0,-52.5,-1.05,44874.42,london,conservative,bullish,43881.3,43866.3,2025-08-04 12:05:00,2025-08-04
2822,2025-08-04 14:28:00,2025-08-04 16:30:00,short,43800.8,43842.3,43717.8,43842.3,sl,-43.5,-52.41,-1.048,44822.01,london,conservative,bearish,43817.3,43800.8,2025-08-04 14:05:00,2025-08-04
2823,2025-08-04 14:37:00,2025-08-04 14:56:00,long,43790.8,43763.8,43844.8,43763.8,sl,-29.0,-53.7,-1.074,44768.31,london,conservative,bullish,43790.8,43788.8,2025-08-04 14:30:00,2025-08-04
2824,2025-08-04 15:49:00,2025-08-04 16:30:00,long,43786.8,43757.3,43845.8,43845.8,tp,57.0,96.61,1.932,44864.92,london,conservative,bullish,43786.8,43782.3,2025-08-04 15:20:00,2025-08-04
2825,2025-08-04 17:17:00,2025-08-04 17:26:00,short,43988.5,44023.5,43918.5,44023.5,sl,-37.0,-52.86,-1.057,44812.06,london,conservative,bearish,43998.5,43988.5,2025-08-04 17:10:00,2025-08-04
2826,2025-08-04 18:27:00,2025-08-04 19:45:00,short,44065.3,44106.8,43982.3,44106.8,sl,-43.5,-52.41,-1.048,44759.65,london,conservative,bearish,44081.8,44065.3,2025-08-04 18:20:00,2025-08-04
2827,2025-08-04 19:04:00,2025-08-04 19:47:00,long,44058.3,44029.3,44116.3,44116.3,tp,56.0,96.55,1.931,44856.2,new_york,conservative,bullish,44058.3,44054.3,2025-08-04 19:00:00,2025-08-04
2828,2025-08-04 20:42:00,2025-08-04 20:55:00,long,44112.3,44064.3,44208.3,44064.3,sl,-50.0,-52.08,-1.042,44804.12,new_york,conservative,bullish,44112.3,44089.3,2025-08-04 19:50:00,2025-08-04
2829,2025-08-04 21:37:00,2025-08-04 22:16:00,short,44113.8,44149.3,44042.8,44149.3,sl,-37.5,-52.82,-1.056,44751.3,new_york,conservative,bearish,44124.3,44113.8,2025-08-04 20:45:00,2025-08-04
2830,2025-08-04 22:30:00,2025-08-04 23:58:00,long,44151.3,44099.3,44255.3,44255.3,tp,102.0,98.08,1.962,44849.38,new_york,conservative,bullish,44151.3,44124.3,2025-08-04 22:20:00,2025-08-04
2831,2025-08-05 10:28:00,2025-08-05 10:49:00,long,44226.7,44199.7,44280.7,44199.7,sl,-29.0,-53.7,-1.074,44795.68,london,conservative,bullish,44226.7,44224.7,2025-08-05 07:50:00,2025-08-05
2832,2025-08-05 10:29:00,2025-08-05 13:30:00,short,44238.2,44280.7,44153.2,44153.2,tp,83.0,97.65,1.953,44893.32,london,conservative,bearish,44255.7,44238.2,2025-08-05 10:25:00,2025-08-05
2833,2025-08-05 11:39:00,2025-08-05 13:27:00,long,44209.7,44175.2,44278.7,44278.7,tp,67.0,97.1,1.942,44990.43,london,conservative,bullish,44209.7,44200.2,2025-08-05 11:25:00,2025-08-05
2834,2025-08-05 13:27:00,2025-08-05 13:29:00,short,44265.2,44291.2,44213.2,44213.2,tp,50.0,96.15,1.923,45086.58,london,conservative,bearish,44266.2,44265.2,2025-08-05 10:15:00,2025-08-05
2835,2025-08-05 13:44:00,2025-08-05 15:14:00,short,44197.2,44275.2,44041.2,44275.2,sl,-80.0,-51.28,-1.026,45035.3,london,conservative,bearish,44250.2,44197.2,2025-08-05 13:30:00,2025-08-05
2836,2025-08-05 15:01:00,2025-08-05 15:19:00,long,44219.2,44184.7,44288.2,44184.7,sl,-36.5,-52.9,-1.058,44982.4,london,conservative,bullish,44219.2,44209.7,2025-08-05 14:55:00,2025-08-05
2837,2025-08-05 15:57:00,2025-08-05 16:31:00,short,44165.7,44203.2,44090.7,44203.2,sl,-39.5,-52.67,-1.053,44929.73,london,conservative,bearish,44178.2,44165.7,2025-08-05 15:45:00,2025-08-05
2838,2025-08-05 16:12:00,2025-08-05 16:30:00,short,44157.7,44188.2,44096.7,44188.2,sl,-32.5,-53.28,-1.066,44876.45,london,conservative,bearish,44163.2,44157.7,2025-08-05 16:05:00,2025-08-05
2839,2025-08-05 17:11:00,2025-08-05 17:26:00,short,44113.5,44162.5,44015.5,44015.5,tp,96.0,97.96,1.959,44974.41,london,conservative,bearish,44137.5,44113.5,2025-08-05 17:05:00,2025-08-05
2840,2025-08-05 18:11:00,2025-08-05 19:00:00,long,44005.5,43965.5,44085.5,44085.5,tp,78.0,97.5,1.95,45071.91,london,conservative,bullish,44005.5,43990.5,2025-08-05 18:05:00,2025-08-05
2841,2025-08-05 18:49:00,2025-08-05 19:00:00,short,44057.5,44092.5,43987.5,44092.5,sl,-37.0,-52.86,-1.057,45019.06,london,conservative,bearish,44067.5,44057.5,2025-08-05 17:20:00,2025-08-05
2842,2025-08-05 19:34:00,2025-08-05 20:15:00,short,44161.5,44205.5,44073.5,44205.5,sl,-46.0,-52.27,-1.045,44966.78,new_york,conservative,bearish,44180.5,44161.5,2025-08-05 17:00:00,2025-08-05
2843,2025-08-05 19:46:00,2025-08-05 19:54:00,long,44102.0,44070.0,44166.0,44166.0,tp,62.0,96.88,1.938,45063.66,new_york,conservative,bullish,44102.0,44095.0,2025-08-05 19:10:00,2025-08-05
2844,2025-08-05 20:10:00,2025-08-05 20:28:00,short,44187.5,44233.5,44095.5,44233.5,sl,-48.0,-52.17,-1.043,45011.48,new_york,conservative,bearish,44208.5,44187.5,2025-08-05 16:55:00,2025-08-05
2845,2025-08-05 21:13:00,2025-08-05 21:27:00,long,44160.0,44093.0,44294.0,44093.0,sl,-69.0,-51.49,-1.03,44959.99,new_york,conservative,bullish,44160.0,44118.0,2025-08-05 19:55:00,2025-08-05
2846,2025-08-05 22:26:00,2025-08-05 22:58:00,long,44144.0,44103.0,44226.0,44103.0,sl,-43.0,-52.44,-1.049,44907.55,new_york,conservative,bullish,44144.0,44128.0,2025-08-05 22:05:00,2025-08-05
2847,2025-08-06 10:21:00,2025-08-06 11:42:00,long,44339.9,44287.9,44443.9,44287.9,sl,-54.0,-51.92,-1.038,44855.63,london,conservative,bullish,44339.9,44312.9,2025-08-06 10:15:00,2025-08-06
2848,2025-08-06 11:44:00,2025-08-06 12:50:00,long,44277.9,44241.4,44350.9,44241.4,sl,-38.5,-52.74,-1.055,44802.89,london,conservative,bullish,44277.9,44266.4,2025-08-06 08:35:00,2025-08-06
2849,2025-08-06 12:21:00,2025-08-06 13:42:00,long,44264.4,44229.9,44333.4,44229.9,sl,-36.5,-52.9,-1.058,44749.99,london,conservative,bullish,44264.4,44254.9,2025-08-06 08:30:00,2025-08-06
2850,2025-08-06 14:01:00,2025-08-06 15:12:00,short,44296.9,44330.9,44228.9,44228.9,tp,66.0,97.06,1.941,44847.05,london,conservative,bearish,44305.9,44296.9,2025-08-06 11:45:00,2025-08-06
2851,2025-08-06 14:17:00,2025-08-06 15:02:00,long,44276.9,44246.4,44337.9,44246.4,sl,-32.5,-53.28,-1.066,44793.77,london,conservative,bullish,44276.9,44271.4,2025-08-06 14:05:00,2025-08-06
2852,2025-08-06 15:03:00,2025-08-06 15:13:00,long,44250.4,44218.9,44313.4,44218.9,sl,-33.5,-53.17,-1.063,44740.6,london,conservative,bullish,44250.4,44243.9,2025-08-06 14:00:00,2025-08-06
2853,2025-08-06 15:22:00,2025-08-06 16:07:00,short,44250.4,44281.4,44188.4,44281.4,sl,-33.0,-53.23,-1.065,44687.37,london,conservative,bearish,44256.4,44250.4,2025-08-06 15:05:00,2025-08-06
2854,2025-08-06 16:55:00,2025-08-06 17:55:00,short,44136.6,44231.4,43946.99999999999,44231.4,sl,-96.8,-51.05,-1.021,44636.32,london,conservative,bearish,44206.4,44136.6,2025-08-06 16:35:00,2025-08-06
2855,2025-08-06 17:58:00,2025-08-06 21:07:00,short,44216.1,44273.9,44100.49999999999,44273.9,sl,-59.8,-51.73,-1.035,44584.59,london,conservative,bearish,44248.9,44216.1,2025-08-06 16:30:00,2025-08-06
2856,2025-08-06 18:02:00,2025-08-06 18:10:00,long,44212.1,44172.6,44291.1,44172.6,sl,-41.5,-52.53,-1.051,44532.05,london,conservative,bullish,44212.1,44197.6,2025-08-06 17:55:00,2025-08-06
2857,2025-08-06 18:11:00,2025-08-06 18:27:00,long,44163.6,44128.1,44234.6,44234.6,tp,69.0,97.18,1.944,44629.24,london,conservative,bullish,44163.6,44153.1,2025-08-06 17:45:00,2025-08-06
2858,2025-08-06 18:33:00,2025-08-06 18:40:00,short,44254.9,44301.9,44160.9,44160.9,tp,92.0,97.87,1.957,44727.11,london,conservative,bearish,44276.9,44254.9,2025-08-06 16:25:00,2025-08-06
2859,2025-08-06 18:49:00,2025-08-06 18:56:00,short,44214.1,44263.1,44116.1,44263.1,sl,-51.0,-52.04,-1.041,44675.07,london,conservative,bearish,44238.1,44214.1,2025-08-06 18:40:00,2025-08-06
2860,2025-08-06 19:01:00,2025-08-06 19:45:00,long,44240.1,44206.1,44308.1,44206.1,sl,-36.0,-52.94,-1.059,44622.13,new_york,conservative,bullish,44240.1,44231.1,2025-08-06 18:55:00,2025-08-06
2861,2025-08-06 19:54:00,2025-08-06 20:34:00,short,44216.3,44248.1,44152.70000000001,44248.1,sl,-33.8,-53.14,-1.063,44568.98,new_york,conservative,bearish,44223.1,44216.3,2025-08-06 19:45:00,2025-08-06
2862,2025-08-06 20:41:00,2025-08-06 22:56:00,long,44234.8,44196.3,44311.8,44196.3,sl,-40.5,-52.6,-1.052,44516.39,new_york,conservative,bullish,44234.8,44221.3,2025-08-06 20:35:00,2025-08-06
2863,2025-08-06 21:11:00,2025-08-06 21:49:00,long,44255.3,44217.8,44330.3,44217.8,sl,-39.5,-52.67,-1.053,44463.72,new_york,conservative,bullish,44255.3,44242.8,2025-08-06 21:05:00,2025-08-06
2864,2025-08-07 10:20:00,2025-08-07 11:01:00,long,44233.8,44198.3,44304.8,44304.8,tp,69.0,97.18,1.944,44560.9,london,conservative,bullish,44233.8,44223.3,2025-08-07 10:10:00,2025-08-07
