trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,entry_method,fvg_type,fvg_zone_high,fvg_zone_low,fvg_confirmed_at
1,2025-12-12 14:10:00,2025-12-12 16:30:00,long,48787.28,48750.28,48916.78,48750.28,sl,-39.0,-527.03,-1.054,99472.97,new_york,aggressive,bullish,48787.28,48775.28,2025-12-12 14:10:00
2,2025-12-12 14:15:00,2025-12-12 16:30:00,long,48793.23,48765.28,48891.05500000002,48765.28,sl,-29.95,-535.78,-1.072,98937.19,new_york,aggressive,bullish,48793.23,48790.28,2025-12-12 14:15:00
3,2025-12-12 17:41:00,2025-12-12 17:52:00,long,48708.11,48682.11,48799.11,48682.11,sl,-28.0,-532.74,-1.077,98404.46,new_york,aggressive,bullish,48708.11,48707.11,2025-12-12 17:40:00
4,2025-12-12 19:00:00,2025-12-12 19:16:00,long,48407.41,48377.91,48510.66,48510.66,tp,101.25,1688.72,3.432,100093.18,new_york,aggressive,bullish,48407.41,48402.91,2025-12-12 19:00:00
5,2025-12-12 19:05:00,2025-12-12 20:12:00,long,48438.41,48400.41,48571.41,48571.41,tp,131.0,1696.18,3.447,101789.36,new_york,aggressive,bullish,48438.41,48425.41,2025-12-12 19:05:00
6,2025-12-12 19:24:00,2025-12-12 19:27:00,long,48518.98,48462.48,48716.73,48462.48,sl,-58.5,-518.18,-1.035,101271.18,new_york,aggressive,bullish,48518.98,48487.48,2025-12-12 19:20:00
7,2025-12-12 19:44:00,2025-12-12 21:01:00,long,48513.48,48475.91,48644.975000000006,48475.91,sl,-39.57,-524.38,-1.053,100746.8,new_york,aggressive,bullish,48513.48,48500.91,2025-12-12 19:40:00
8,2025-12-12 20:15:00,2025-12-12 20:22:00,long,48560.91,48531.48,48663.91500000001,48531.48,sl,-31.43,-540.77,-1.068,100206.03,new_york,aggressive,bullish,48560.91,48556.48,2025-12-12 20:15:00
9,2025-12-12 22:54:00,2025-12-15 02:21:00,long,48440.21,48412.73,48536.389999999985,48536.389999999985,tp,94.18,1717.14,3.427,101923.17,new_york,aggressive,bullish,48440.21,48437.73,2025-12-12 22:50:00
10,2025-12-15 14:12:00,2025-12-15 16:30:00,long,48658.11,48630.78,48753.76500000001,48630.78,sl,-29.33,-546.91,-1.073,101376.26,new_york,aggressive,bullish,48658.11,48655.78,2025-12-15 11:55:00
11,2025-12-15 14:27:00,2025-12-15 16:30:00,long,48648.71,48620.73,48746.639999999985,48620.73,sl,-29.98,-546.04,-1.071,100830.22,new_york,aggressive,bullish,48648.71,48645.73,2025-12-15 11:50:00
12,2025-12-15 18:22:00,2025-12-15 18:34:00,long,48426.78,48401.21,48516.274999999994,48401.21,sl,-27.57,-543.58,-1.078,100286.64,new_york,aggressive,bullish,48426.78,48426.21,2025-12-15 18:20:00
13,2025-12-15 20:09:00,2025-12-15 20:23:00,long,48347.93,48321.93,48438.93,48321.93,sl,-28.0,-540.0,-1.077,99746.63,new_york,aggressive,bullish,48347.93,48346.93,2025-12-15 20:05:00
14,2025-12-15 20:55:00,2025-12-16 03:36:00,long,48354.48,48316.93,48485.90500000001,48316.93,sl,-39.55,-525.3,-1.053,99221.33,new_york,aggressive,bullish,48354.48,48341.93,2025-12-15 20:55:00
15,2025-12-15 21:55:00,2025-12-16 03:35:00,long,48402.93,48355.48,48569.00499999999,48355.48,sl,-49.45,-519.75,-1.042,98701.58,new_york,aggressive,bullish,48402.93,48380.48,2025-12-15 21:55:00
16,2025-12-16 13:57:00,2025-12-16 15:31:00,long,48398.31,48368.33,48503.23999999998,48503.23999999998,tp,102.93,1694.36,3.433,100395.93,new_york,aggressive,bullish,48398.31,48393.33,2025-12-16 13:55:00
17,2025-12-16 14:15:00,2025-12-16 15:52:00,long,48425.31,48394.38,48533.565,48394.38,sl,-32.93,-525.42,-1.065,99870.52,new_york,aggressive,bullish,48425.31,48419.38,2025-12-16 14:15:00
18,2025-12-16 15:52:00,2025-12-16 16:29:00,long,48382.83,48346.83,48508.83,48346.83,sl,-38.0,-527.09,-1.056,99343.42,new_york,aggressive,bullish,48382.83,48371.83,2025-12-16 13:40:00
19,2025-12-16 16:29:00,2025-12-16 16:40:00,long,48362.01,48328.71,48478.56000000001,48328.71,sl,-35.3,-526.55,-1.06,98816.87,new_york,aggressive,bullish,48362.01,48353.71,2025-12-16 12:40:00
20,2025-12-16 16:41:00,2025-12-16 16:50:00,long,48295.11,48263.01,48407.45999999999,48407.45999999999,tp,110.35,1698.51,3.438,100515.38,new_york,aggressive,bullish,48295.11,48288.01,2025-12-16 12:05:00
21,2025-12-16 20:35:00,2025-12-16 21:05:00,long,48021.43,47975.93,48180.68,47975.93,sl,-47.5,-524.67,-1.044,99990.71,new_york,aggressive,bullish,48021.43,48000.93,2025-12-16 20:35:00
22,2025-12-16 20:40:00,2025-12-16 21:03:00,long,48068.43,48008.43,48278.43,48008.43,sl,-62.0,-519.33,-1.033,99471.38,new_york,aggressive,bullish,48068.43,48033.43,2025-12-16 20:40:00
23,2025-12-16 21:32:00,2025-12-16 22:30:00,long,48012.48,47973.43,48149.15500000001,48149.15500000001,tp,134.68,1715.28,3.449,101186.66,new_york,aggressive,bullish,48012.48,47998.43,2025-12-16 21:30:00
24,2025-12-16 22:06:00,2025-12-17 02:02:00,long,48074.43,48023.98,48251.00499999999,48023.98,sl,-52.45,-517.07,-1.04,100669.59,new_york,aggressive,bullish,48074.43,48048.98,2025-12-16 22:05:00
25,2025-12-16 22:39:00,2025-12-16 22:59:00,long,48166.93,48113.48,48354.00499999999,48113.48,sl,-55.45,-524.86,-1.037,100144.72,new_york,aggressive,bullish,48166.93,48138.48,2025-12-16 22:35:00
26,2025-12-17 14:35:00,2025-12-17 15:20:00,long,48218.13,48189.13,48319.63,48189.13,sl,-31.0,-535.26,-1.069,99609.47,new_york,aggressive,bullish,48218.13,48214.13,2025-12-17 14:35:00
27,2025-12-17 15:20:00,2025-12-17 16:30:00,long,48196.01,48163.13,48311.09000000002,48163.13,sl,-34.88,-528.34,-1.061,99081.12,new_york,aggressive,bullish,48196.01,48188.13,2025-12-17 11:50:00
28,2025-12-17 15:32:00,2025-12-17 16:28:00,long,48229.31,48191.81,48360.56,48191.81,sl,-39.5,-524.61,-1.053,98556.51,new_york,aggressive,bullish,48229.31,48216.81,2025-12-17 15:30:00
29,2025-12-17 16:28:00,2025-12-17 16:31:00,long,48185.58,48154.91,48292.924999999996,48292.924999999996,tp,105.34,1701.68,3.435,100258.19,new_york,aggressive,bullish,48185.58,48179.91,2025-12-17 11:45:00
30,2025-12-17 16:30:00,2025-12-17 16:50:00,long,48170.81,48128.01,48320.609999999986,48320.609999999986,tp,147.8,1701.71,3.453,101959.9,new_york,aggressive,bullish,48170.81,48153.01,2025-12-17 11:20:00
