trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,entry_method,fvg_type,fvg_zone_high,fvg_zone_low,fvg_confirmed_at
1,2025-12-12 14:31:00,2025-12-12 16:30:00,long,48791.21,48765.28,48881.965,48765.28,sl,-27.93,-538.57,-1.077,99461.43,new_york,conservative,bullish,48793.23,48790.28,2025-12-12 14:15:00
2,2025-12-12 14:46:00,2025-12-12 16:30:00,long,48782.21,48750.28,48893.965,48750.28,sl,-33.93,-531.32,-1.063,98930.12,new_york,conservative,bullish,48787.28,48775.28,2025-12-12 14:10:00
3,2025-12-12 19:51:00,2025-12-12 21:01:00,long,48512.98,48475.91,48642.725000000006,48475.91,sl,-39.07,-521.34,-1.054,98408.78,new_york,conservative,bullish,48513.48,48500.91,2025-12-12 19:40:00
4,2025-12-12 22:32:00,2025-12-12 22:38:00,long,48405.28,48377.91,48501.07499999998,48377.91,sl,-29.37,-528.0,-1.073,97880.78,new_york,conservative,bullish,48407.41,48402.91,2025-12-12 19:00:00
5,2025-12-12 22:34:00,2025-12-12 22:36:00,long,48427.28,48400.41,48521.32499999998,48400.41,sl,-28.87,-528.67,-1.074,97352.11,new_york,conservative,bullish,48438.41,48425.41,2025-12-12 19:05:00
6,2025-12-15 14:23:00,2025-12-15 16:30:00,long,48656.78,48630.78,48747.78,48630.78,sl,-28.0,-524.2,-1.077,96827.91,new_york,conservative,bullish,48658.11,48655.78,2025-12-15 11:55:00
7,2025-12-15 14:27:00,2025-12-15 16:30:00,long,48648.23,48620.73,48744.48,48620.73,sl,-29.5,-522.16,-1.073,96305.75,new_york,conservative,bullish,48648.71,48645.73,2025-12-15 11:50:00
8,2025-12-15 21:14:00,2025-12-16 03:36:00,long,48352.93,48316.93,48478.93,48316.93,sl,-38.0,-508.28,-1.056,95797.47,new_york,conservative,bullish,48354.48,48341.93,2025-12-15 20:55:00
9,2025-12-15 22:21:00,2025-12-16 02:15:00,long,48411.98,48377.93,48531.15500000001,48377.93,sl,-36.05,-509.81,-1.059,95287.65,new_york,conservative,bullish,48413.43,48402.93,2025-12-15 22:00:00
10,2025-12-16 14:21:00,2025-12-16 15:52:00,long,48425.31,48394.38,48533.565,48394.38,sl,-32.93,-507.25,-1.065,94780.41,new_york,conservative,bullish,48425.31,48419.38,2025-12-16 14:15:00
