trade_id,type,entry_time,entry_price,exit_time,exit_price,original_stop_loss,stop_loss,take_profit,pnl_points_gross,spread_cost,pnl_points_net,planned_risk_pts,r_multiple,pnl_usd,pnl_pct,status,be_activated,trailing_activated,rr_ratio,pattern,confidence,max_favorable,max_adverse
1,long,2026-03-23 13:48:00,45213.31,2026-03-23 13:48:00,45227.31,45227.31,45227.31,45288.81,14.0,2,12.0,14.0,0.8571428571428571,428.57142857142856,0.4285714285714286,closed_sl,False,False,5.592592592592593,pin_bar_bullish,0.7928571428571428,0.0,12.5
2,long,2026-03-23 13:50:00,45199.31,2026-03-23 13:50:00,45227.31,45227.31,45227.31,45288.31,28.0,2,26.0,28.0,0.9285714285714286,464.2857142857143,0.46230440967283065,closed_sl,False,False,3.2962962962962963,pin_bar_bullish,0.8999999999999999,104.5,0.0
3,short,2026-03-25 16:38:00,46667.1,2026-03-25 16:38:00,46622.91,46622.91,46622.91,46563.2,44.18999999999505,2,42.18999999999505,44.18999999999505,0.9547408916044303,477.37044580221516,0.4731459285827265,closed_sl,False,False,2.2494046330377264,engulfing_bearish,0.5549295774647887,2.0,0.0
4,short,2026-03-25 16:43:00,46648.6,2026-03-25 16:43:00,46622.91,46622.91,46622.91,46564.7,25.689999999995052,2,23.689999999995052,25.689999999995052,0.9221486959906429,461.07434799532143,0.45484197773163865,closed_sl,False,False,3.203512791142318,pin_bar_bearish,0.8999999999999999,53.5,0.0
5,short,2026-03-26 17:17:00,46515.0,2026-03-26 17:20:00,46459.31,46530.5,46530.5,46459.31,55.69000000000233,2,53.69000000000233,15.5,3.4638709677420856,1731.9354838710428,1.7007889037384722,closed_tp,False,False,3.7126666666668218,pin_bar_bearish,0.8999999999999999,46.5,0.0
