trade_id,type,entry_time,entry_price,exit_time,exit_price,original_stop_loss,stop_loss,take_profit,pnl_points_gross,spread_cost,pnl_points_net,planned_risk_pts,r_multiple,pnl_usd,pnl_pct,status,be_activated,trailing_activated,rr_ratio,pattern,confidence,max_favorable,max_adverse
1,long,2025-08-04 15:10:00,43766.11,2025-08-04 15:25:00,43824.51,43753.11,43753.11,43824.51,58.400000000001455,2,56.400000000001455,13.0,4.33846153846165,2169.230769230825,2.169230769230825,closed_tp,False,False,4.171428571428676,pin_bar_bullish,0.6125,48.0,0.0
2,long,2025-08-04 15:15:00,43776.71,2025-08-04 15:30:00,43825.51,43753.11,43753.11,43825.51,48.80000000000291,2,46.80000000000291,23.599999999998545,1.9830508474578727,991.5254237289364,0.970473611540142,closed_tp,False,False,2.0677966101697423,engulfing_bullish,0.7299999999999272,38.900000000001455,0.0
3,long,2025-08-04 16:05:00,43773.61,2025-08-04 16:30:00,43826.51,43753.11,43753.11,43826.51,52.900000000001455,2,50.900000000001455,20.5,2.4829268292683637,1241.4634146341818,1.2034260511933954,closed_tp,False,False,2.7128205128205876,pin_bar_bullish,0.6571428571432778,108.30000000000291,0.9000000000014552
4,long,2025-08-04 16:10:00,43774.21,2025-08-04 16:30:00,43827.01,43753.11,43753.11,43827.01,52.80000000000291,2,50.80000000000291,21.099999999998545,2.40758293838893,1203.791469194465,1.1530324486577337,closed_tp,False,False,2.6938775510207567,pin_bar_bullish,0.8,107.70000000000437,0.0
5,long,2025-08-12 14:20:00,43977.11,2025-08-12 14:20:00,44015.41,44015.41,44015.41,44070.81,38.30000000000291,2,36.30000000000291,38.30000000000291,0.9477806788511789,473.89033942558945,0.4487342477891846,closed_sl,False,False,2.512064343163265,engulfing_bullish,0.7492647058824438,0.0,3.0
6,long,2025-08-12 14:30:00,43970.31,2025-08-12 14:30:00,44015.41,44015.41,44015.41,44070.81,45.10000000000582,2,43.10000000000582,45.10000000000582,0.9556541019955711,477.82705099778553,0.45044070047066526,closed_sl,False,False,2.2789115646255493,pin_bar_bullish,0.7916666666655887,14.80000000000291,0.0
7,long,2025-08-12 14:35:00,43985.11,2025-08-12 14:35:00,44015.41,44015.41,44015.41,44071.81,30.30000000000291,2,28.30000000000291,30.30000000000291,0.9339933993399403,466.99669966997016,0.4382569958908863,closed_sl,False,False,2.8613861386134904,engulfing_bullish,0.8,0.0,1.8000000000029104
8,long,2025-08-12 14:55:00,43977.91,2025-08-12 14:55:00,44015.41,44015.41,44015.41,44072.81,37.5,2,35.5,37.5,0.9466666666666667,473.3333333333333,0.44226540418139176,closed_sl,False,False,2.4649350649349135,engulfing_bullish,0.5798701298702735,13.799999999995634,0.0
9,long,2025-08-22 08:45:00,44775.21,2025-08-22 09:05:00,44763.01,44763.01,44763.01,44803.31,-12.19999999999709,2,-14.19999999999709,12.19999999999709,-1.1639344262295472,-581.9672131147736,-0.5413746268855723,closed_sl,False,False,2.3032786885250203,pin_bar_bullish,0.55,21.900000000001455,14.900000000001455
10,long,2025-08-22 09:50:00,44734.11,2025-08-22 09:50:00,44763.01,44763.01,44763.01,44804.31,28.900000000001455,2,26.900000000001455,28.900000000001455,0.9307958477508685,465.3979238754343,0.4352926844526215,closed_sl,False,False,2.34782608695631,engulfing_bullish,0.5124999999999778,20.19999999999709,0.0
