trade_id,type,entry_time,entry_price,exit_time,exit_price,original_stop_loss,stop_loss,take_profit,pnl_points_gross,spread_cost,pnl_points_net,planned_risk_pts,r_multiple,pnl_usd,pnl_pct,status,be_activated,trailing_activated,rr_ratio,pattern,confidence,max_favorable,max_adverse
11,short,2026-02-12 17:05:00,50334.2,2026-02-12 17:05:00,50312.2,50312.2,50312.2,50265.81,22.0,2,20.0,22.0,0.9090909090909091,454.5454545454545,0.45639681594626635,closed_sl,False,False,3.0395555555555296,pin_bar_bearish,0.8999999999999999,36.5,0.0
12,short,2026-02-18 18:10:00,49846.7,2026-02-18 20:40:00,49709.41,49912.65,49912.65,49709.41,137.2899999999936,2,135.2899999999936,65.95000000000437,2.051402577710154,1025.7012888550769,1.0251999850710194,closed_tp,False,False,2.0506348020908836,pin_bar_bearish,0.8,120.29999999999563,5.0
13,short,2026-02-18 18:15:00,49834.7,2026-02-18 20:40:00,49707.91,49912.65,49912.65,49707.91,126.7899999999936,2,124.7899999999936,77.95000000000437,1.600898011545691,800.4490057728455,0.7919388355230252,closed_tp,False,False,1.6370561652677398,pin_bar_bearish,0.4391304347826087,108.29999999999563,17.0
14,short,2026-02-26 16:40:00,49766.3,2026-02-26 16:40:00,49682.52,49682.52,49682.52,49599.05,83.78000000000611,2,81.78000000000611,83.78000000000611,0.9761279541656738,488.0639770828369,0.4790809767005388,closed_sl,False,False,1.9844565733268613,pin_bar_bearish,0.7,97.0,0.0
15,short,2026-03-02 21:25:00,48979.05,2026-03-02 21:25:00,49004.5,49004.5,49004.5,48905.01,-25.44999999999709,2,-27.44999999999709,25.44999999999709,-1.0785854616895965,-539.2927308447983,-0.5268428422192324,closed_sl,False,False,3.0282208588961015,pin_bar_bearish,0.6733644859812135,0.0,47.94999999999709
16,short,2026-03-02 21:35:00,49035.5,2026-03-02 21:35:00,49004.5,49004.5,49004.5,48904.51,31.0,2,29.0,31.0,0.9354838709677419,467.7419354838709,0.45936396505546406,closed_sl,False,False,4.030461538461476,pin_bar_bearish,0.6473684210526316,8.44999999999709,0.0
17,short,2026-03-02 21:40:00,49026.05,2026-03-02 21:40:00,49004.5,49004.5,49004.5,48905.01,21.55000000000291,2,19.55000000000291,21.55000000000291,0.907192575406045,453.59628770302254,0.44343470811236113,closed_sl,False,False,5.367627494456109,pin_bar_bearish,0.8245562130179838,21.0,0.0
18,short,2026-03-05 11:20:00,48732.91,2026-03-05 11:20:00,48635.91,48635.91,48635.91,48563.31,97.0,2,95.0,97.0,0.979381443298969,489.69072164948454,0.4766071040338912,closed_sl,False,False,1.7306122448980186,engulfing_bearish,0.7,0.0,0.0
19,short,2026-03-05 11:45:00,48624.41,2026-03-05 11:45:00,48635.91,48635.91,48635.91,48564.81,-11.5,2,-13.5,11.5,-1.173913043478261,-586.9565217391305,-0.5685643264068078,closed_sl,False,False,4.966666666667152,pin_bar_bearish,0.8999999999999999,0.0,33.5
20,short,2026-03-05 11:55:00,48608.91,2026-03-05 11:55:00,48635.91,48635.91,48635.91,48563.81,-27.0,2,-29.0,27.0,-1.0740740740740742,-537.0370370370371,-0.5231836971990225,closed_sl,False,False,1.7018867924530499,engulfing_bearish,0.5388059701492537,0.0,48.0
21,short,2026-03-05 12:15:00,48672.91,2026-03-05 12:15:00,48635.91,48635.91,48635.91,48566.31,37.0,2,35.0,37.0,0.9459459459459459,472.97297297297297,0.463195585460361,closed_sl,False,False,3.045714285714452,pin_bar_bearish,0.6681818181818182,0.0,1.5
22,short,2026-03-05 12:20:00,48673.41,2026-03-05 12:20:00,48635.91,48635.91,48635.91,48563.31,37.5,2,35.5,37.5,0.9466666666666667,473.3333333333333,0.46141125979642245,closed_sl,False,False,2.859740259740411,pin_bar_bearish,0.8,12.0,0.0
23,short,2026-03-05 13:30:00,48677.91,2026-03-05 13:30:00,48635.91,48635.91,48635.91,48564.81,42.0,2,40.0,42.0,0.9523809523809523,476.19047619047615,0.4620644211602378,closed_sl,False,False,2.7253012048194174,pin_bar_bearish,0.8,25.0,0.0
24,short,2026-03-05 13:35:00,48650.91,2026-03-05 13:35:00,48635.91,48635.91,48635.91,48562.31,15.0,2,13.0,15.0,0.8666666666666667,433.33333333333337,0.4185446772157426,closed_sl,False,False,5.211764705882695,engulfing_bearish,0.8999999999999999,31.5,0.0
25,short,2026-03-05 13:55:00,48624.41,2026-03-05 14:20:00,48635.91,48635.91,48635.91,48563.81,-11.5,2,-13.5,11.5,-1.173913043478261,-586.9565217391305,-0.5645621197542983,closed_sl,False,False,5.509090909091438,engulfing_bearish,0.8999999999999999,38.5,3.5
26,short,2026-03-10 20:15:00,48064.9,2026-03-10 20:15:00,48078.01,48078.01,48078.01,47991.81,-13.110000000000582,2,-15.110000000000582,13.110000000000582,-1.1525553012967134,-576.2776506483567,-0.557437766648923,closed_sl,False,False,5.180014174344491,pin_bar_bearish,0.8999999999999999,0.0,78.94999999999709
27,short,2026-03-11 07:20:00,47905.41,2026-03-11 08:05:00,47879.41,47922.71,47922.71,47879.41,26.0,2,24.0,17.299999999995634,1.3872832369945698,693.6416184972849,0.674726005440989,closed_tp,False,False,1.5476190476194498,pin_bar_bearish,0.7,50.200000000004366,8.0
28,short,2026-03-26 17:25:00,46466.0,2026-03-26 17:25:00,46456.21,46456.21,46456.21,46335.11,9.790000000000873,2,7.790000000000873,9.790000000000873,0.7957099080694768,397.8549540347384,0.38441172008463453,closed_sl,False,False,12.130676552362264,pin_bar_bearish,0.8999999999999999,15.94999999999709,0.0
29,long,2026-03-26 22:15:00,45964.4,2026-03-26 22:30:00,45929.9,45929.9,45929.9,46032.41,-34.5,2,-36.5,34.5,-1.0579710144927537,-528.9855072463769,-0.5091542173352049,closed_sl,False,False,2.000294117647119,pin_bar_bullish,0.6022727272727273,23.0,33.5
30,long,2026-03-26 22:30:00,45960.45,2026-03-26 22:30:00,45929.9,45929.9,45929.9,46032.91,-30.549999999995634,2,-32.549999999995634,30.549999999995634,-1.0654664484451812,-532.7332242225906,-0.5153855422953221,closed_sl,False,False,2.452115059222237,pin_bar_bullish,0.8,0.0,29.549999999995634
31,long,2026-03-26 22:50:00,45967.95,2026-03-26 22:50:00,45929.9,45929.9,45929.9,46030.91,-38.049999999995634,2,-40.049999999995634,38.049999999995634,-1.052562417871228,-526.281208935614,-0.5117812741890728,closed_sl,False,False,1.6122919334190382,engulfing_bullish,0.7,0.0,36.549999999995634
32,short,2026-03-26 23:35:00,46104.68,2026-03-26 23:35:00,46082.95,46082.95,46082.95,46013.01,21.7300000000032,2,19.7300000000032,21.7300000000032,0.9079613437643946,453.9806718821973,0.4437437361953112,closed_sl,False,False,4.123706702653399,pin_bar_bearish,0.8999999999999999,0.0,32.5
33,short,2026-03-27 02:10:00,46114.71,2026-03-27 02:10:00,46082.95,46082.95,46082.95,46011.51,31.760000000002037,2,29.760000000002037,31.760000000002037,0.9370277078085683,468.51385390428413,0.4559260621354386,closed_sl,False,False,3.056872037914421,engulfing_bearish,0.7666666666666666,1.5,0.0
34,short,2026-03-27 02:15:00,46114.21,2026-03-27 02:15:00,46082.95,46082.95,46082.95,46014.51,31.260000000002037,2,29.260000000002037,31.260000000002037,0.9360204734485007,468.0102367242504,0.4533689486907631,closed_sl,False,False,3.294778585591222,pin_bar_bearish,0.8999999999999999,0.0,22.5
35,short,2026-03-27 02:25:00,46108.71,2026-03-27 02:25:00,46082.95,46082.95,46082.95,46013.01,25.760000000002037,2,23.760000000002037,25.760000000002037,0.9223602484472111,461.18012422360556,0.4447362143443323,closed_sl,False,False,3.644325971058251,engulfing_bearish,0.6799999999999999,0.0,5.5
36,short,2026-03-27 02:55:00,46175.71,2026-03-27 02:55:00,46082.95,46082.95,46082.95,46013.01,92.76000000000204,2,90.76000000000204,92.76000000000204,0.978438982319966,489.21949115998297,0.46968693736946554,closed_sl,False,False,1.7445850310957918,pin_bar_bearish,0.49375,0.0,2.0
