confirmed_at,ob_type,zone_low,zone_high,zone_size,estado_final,entry_time,exit_time,exit_reason,pnl_usd
2025-03-03 23:00:00,bullish,42933.3,43009.3,76.0,expirado,,,,
2025-03-04 01:30:00,bullish,43239.6,43255.1,15.5,destruido,,,,
2025-03-04 01:50:00,bearish,43276.1,43295.1,19.0,expirado,,,,
2025-03-04 02:30:00,bullish,43205.6,43222.6,17.0,destruido,,,,
2025-03-04 03:15:00,bearish,43233.6,43260.1,26.5,destruido,,,,
2025-03-04 04:20:00,bullish,43159.1,43195.6,36.5,destruido,,,,
2025-03-04 05:10:00,bearish,43219.6,43229.6,10.0,destruido,,,,
2025-03-04 05:40:00,bearish,43202.6,43256.1,53.5,destruido,,,,
2025-03-04 06:25:00,bullish,43213.1,43231.6,18.5,destruido,,,,
2025-03-04 06:55:00,bearish,43248.1,43255.6,7.5,destruido,,,,
2025-03-04 07:35:00,bullish,43197.6,43250.1,52.5,destruido,,,,
2025-03-04 10:40:00,bullish,43177.1,43216.6,39.5,tocado,2025-03-04 10:57:00,2025-03-04 12:01:00,sl,-53.44
2025-03-04 13:00:00,bullish,43096.1,43118.6,22.5,tocado,2025-03-04 14:08:00,2025-03-04 14:21:00,sl,-53.58
2025-03-04 14:05:00,bearish,43140.1,43162.1,22.0,expirado,,,,
2025-03-04 14:30:00,bearish,43104.1,43124.1,20.0,expirado,,,,
2025-03-04 15:25:00,bullish,42985.1,43021.1,36.0,tocado,2025-03-04 16:23:00,2025-03-04 16:29:00,sl,-52.96
2025-03-04 16:30:00,bearish,43062.1,43089.1,27.0,expirado,,,,
2025-03-04 17:00:00,bearish,42763.9,42818.9,55.0,destruido,,,,
2025-03-04 19:30:00,bullish,42469.9,42534.9,65.0,expirado,,,,
2025-03-04 21:10:00,bullish,42680.4,42703.9,23.5,destruido,,,,
2025-03-04 21:55:00,bullish,42801.4,42841.9,40.5,destruido,,,,
2025-03-04 22:25:00,bullish,42883.4,42946.9,63.5,destruido,,,,
2025-03-04 22:45:00,bearish,42986.9,43082.4,95.5,expirado,,,,
2025-03-04 23:15:00,bullish,42414.4,42634.4,220.0,expirado,,,,
2025-03-05 01:25:00,bearish,42777.0,42828.5,51.5,expirado,,,,
2025-03-05 01:50:00,bearish,42758.0,42803.0,45.0,destruido,,,,
2025-03-05 02:25:00,bearish,42797.5,42805.5,8.0,tocado,2025-03-05 10:20:00,2025-03-05 11:47:00,sl,-53.63
2025-03-05 04:55:00,bullish,42665.0,42691.5,26.5,expirado,,,,
2025-03-05 05:35:00,bearish,42735.5,42791.0,55.5,destruido,,,,
2025-03-05 06:30:00,bearish,42770.0,42799.5,29.5,destruido,,,,
2025-03-05 07:50:00,bullish,42706.0,42732.0,26.0,destruido,,,,
2025-03-05 09:45:00,bearish,42738.5,42757.0,18.5,destruido,,,,
2025-03-05 10:50:00,bearish,42786.0,42821.0,35.0,tocado,2025-03-05 11:21:00,2025-03-05 11:48:00,sl,-52.71
2025-03-05 11:25:00,bullish,42697.0,42737.5,40.5,destruido,,,,
2025-03-05 12:30:00,bearish,42824.5,42858.0,33.5,expirado,,,,
2025-03-05 13:05:00,bearish,42794.0,42803.0,9.0,destruido,,,,
2025-03-05 14:40:00,bullish,42605.5,42645.0,39.5,tocado,2025-03-05 14:46:00,2025-03-05 15:00:00,sl,-52.07
2025-03-05 17:30:00,bearish,42718.4,42784.4,66.0,destruido,,,,
2025-03-05 18:15:00,bearish,42629.4,42677.4,48.0,tocado,2025-03-05 18:59:00,2025-03-05 19:00:00,sl,-51.67
2025-03-05 19:05:00,bullish,42426.4,42503.4,77.0,expirado,,,,
2025-03-05 19:35:00,bullish,42618.9,42645.9,27.0,expirado,,,,
2025-03-05 21:05:00,bullish,42662.9,42735.4,72.5,expirado,,,,
2025-03-06 03:45:00,bearish,42984.0,42995.0,11.0,destruido,,,,
2025-03-06 08:00:00,bearish,43002.0,43006.5,4.5,destruido,,,,
2025-03-06 10:10:00,bearish,42924.0,42933.0,9.0,destruido,,,,
2025-03-06 11:30:00,bearish,42751.0,42779.5,28.5,destruido,,,,
2025-03-06 12:05:00,bearish,42690.0,42712.5,22.5,tocado,2025-03-06 17:11:00,2025-03-06 17:22:00,sl,-52.95
2025-03-06 12:40:00,bearish,42650.0,42675.0,25.0,tocado,2025-03-06 13:45:00,2025-03-06 16:33:00,tp,123.81
2025-03-06 13:50:00,bullish,42580.0,42595.0,15.0,tocado,2025-03-06 14:40:00,2025-03-06 15:20:00,sl,-52.2
2025-03-06 15:05:00,bearish,42594.5,42640.5,46.0,tocado,2025-03-06 15:32:00,2025-03-06 16:44:00,tp,123.59
2025-03-06 16:15:00,bullish,42594.5,42630.0,35.5,destruido,,,,
2025-03-06 16:35:00,bearish,42640.5,42660.0,19.5,destruido,,,,
2025-03-06 17:20:00,bullish,42447.9,42494.9,47.0,destruido,,,,
2025-03-06 17:45:00,bullish,42710.4,42717.4,7.0,destruido,,,,
2025-03-06 18:55:00,bearish,42878.9,42981.9,103.0,expirado,,,,
2025-03-06 20:25:00,bullish,42468.9,42528.9,60.0,destruido,,,,
2025-03-06 21:00:00,bullish,42423.9,42502.9,79.0,destruido,,,,
2025-03-06 21:50:00,bullish,42380.9,42455.9,75.0,expirado,,,,
2025-03-06 22:20:00,bullish,42420.9,42613.9,193.0,expirado,,,,
2025-03-07 01:00:00,bullish,42585.9,42612.9,27.0,destruido,,,,
2025-03-07 01:45:00,bullish,42592.0,42614.0,22.0,destruido,,,,
2025-03-07 03:35:00,bearish,42673.5,42694.5,21.0,tocado,2025-03-07 11:15:00,2025-03-07 15:17:00,tp,125.44
2025-03-07 05:50:00,bearish,42642.0,42648.0,6.0,destruido,,,,
2025-03-07 07:55:00,bearish,42612.0,42627.5,15.5,destruido,,,,
2025-03-07 09:00:00,bullish,42548.5,42557.0,8.5,tocado,2025-03-07 15:19:00,2025-03-07 15:30:00,sl,-53.9
2025-03-07 10:35:00,bearish,42627.2,42654.7,27.5,tocado,2025-03-07 10:52:00,2025-03-07 15:30:00,sl,-52.53
2025-03-07 12:10:00,bearish,42664.7,42679.7,15.0,tocado,2025-03-07 15:37:00,2025-03-07 15:41:00,tp,125.45
2025-03-07 18:20:00,bearish,42476.3,42518.3,42.0,destruido,,,,
2025-03-07 19:40:00,bullish,42161.3,42243.8,82.5,expirado,,,,
2025-03-07 21:05:00,bullish,42669.3,42737.3,68.0,destruido,,,,
2025-03-10 02:25:00,bullish,42389.6,42499.6,110.0,expirado,,,,
2025-03-10 03:10:00,bullish,42518.6,42550.6,32.0,destruido,,,,
2025-03-10 03:30:00,bearish,42554.1,42580.6,26.5,destruido,,,,
2025-03-10 06:50:00,bullish,42593.5,42599.0,5.5,destruido,,,,
2025-03-10 07:45:00,bearish,42641.0,42659.0,18.0,expirado,,,,
2025-03-10 08:50:00,bearish,42631.0,42639.0,8.0,destruido,,,,
2025-03-10 09:15:00,bullish,42581.0,42593.5,12.5,tocado,2025-03-10 10:21:00,2025-03-10 11:05:00,sl,-53.8
2025-03-10 10:25:00,bearish,42620.0,42649.0,29.0,tocado,2025-03-10 10:37:00,2025-03-10 11:36:00,tp,127.45
2025-03-10 10:45:00,bullish,42584.5,42609.5,25.0,destruido,,,,
2025-03-10 11:15:00,bearish,42594.5,42607.5,13.0,expirado,,,,
2025-03-10 11:50:00,bearish,42512.0,42538.5,26.5,tocado,2025-03-10 16:59:00,2025-03-10 17:35:00,tp,126.97
2025-03-10 14:45:00,bearish,42396.0,42419.0,23.0,tocado,2025-03-10 16:31:00,2025-03-10 16:32:00,sl,-53.51
2025-03-10 15:25:00,bearish,42340.0,42359.0,19.0,tocado,2025-03-10 16:00:00,2025-03-10 16:30:00,sl,-53.92
2025-03-10 20:45:00,bearish,42136.0,42188.0,52.0,expirado,,,,
2025-03-10 21:15:00,bearish,42010.0,42033.5,23.5,destruido,,,,
2025-03-10 22:05:00,bearish,41869.0,41887.0,18.0,destruido,,,,
2025-03-10 22:30:00,bullish,41641.0,41696.0,55.0,destruido,,,,
2025-03-11 01:30:00,bullish,41860.0,41939.5,79.5,destruido,,,,
2025-03-11 02:00:00,bearish,41925.0,41952.5,27.5,destruido,,,,
2025-03-11 03:50:00,bearish,41842.0,41875.5,33.5,destruido,,,,
2025-03-11 04:50:00,bullish,41713.0,41735.5,22.5,expirado,,,,
2025-03-11 06:30:00,bearish,41987.0,42059.0,72.0,tocado,2025-03-11 10:31:00,2025-03-11 16:35:00,tp,129.25
2025-03-11 07:25:00,bullish,41970.5,41989.5,19.0,destruido,,,,
2025-03-11 07:50:00,bearish,42040.0,42054.5,14.5,tocado,2025-03-11 10:59:00,2025-03-11 15:15:00,tp,128.12
2025-03-11 11:00:00,bullish,41943.5,41972.0,28.5,destruido,,,,
2025-03-11 12:30:00,bullish,42009.0,42061.0,52.0,destruido,,,,
2025-03-11 12:50:00,bearish,42029.0,42042.5,13.5,destruido,,,,
2025-03-11 13:25:00,bullish,41961.0,42008.0,47.0,destruido,,,,
2025-03-11 16:25:00,bearish,41868.0,41895.0,27.0,expirado,,,,
2025-03-11 18:50:00,bullish,41430.4,41460.9,30.5,destruido,,,,
2025-03-11 19:10:00,bearish,41598.9,41613.4,14.5,destruido,,,,
2025-03-11 19:35:00,bullish,41302.4,41402.4,100.0,destruido,,,,
2025-03-11 20:10:00,bearish,41328.4,41369.9,41.5,destruido,,,,
2025-03-11 20:50:00,bullish,41170.9,41209.4,38.5,expirado,,,,
2025-03-11 21:55:00,bullish,41464.4,41538.9,74.5,destruido,,,,
2025-03-12 02:55:00,bullish,41462.8,41495.8,33.0,destruido,,,,
2025-03-12 04:00:00,bullish,41492.3,41519.3,27.0,destruido,,,,
2025-03-12 04:25:00,bearish,41522.3,41535.8,13.5,destruido,,,,
2025-03-12 04:55:00,bullish,41467.3,41487.8,20.5,destruido,,,,
2025-03-12 05:40:00,bearish,41555.8,41562.3,6.5,tocado,2025-03-12 11:01:00,2025-03-12 11:48:00,sl,-55.95
2025-03-12 07:25:00,bullish,41491.8,41497.8,6.0,destruido,,,,
2025-03-12 07:55:00,bearish,41533.3,41535.3,2.0,destruido,,,,
2025-03-12 09:30:00,bearish,41532.3,41536.8,4.5,destruido,,,,
2025-03-12 10:35:00,bullish,41432.8,41459.3,26.5,destruido,,,,
2025-03-12 11:15:00,bearish,41520.8,41545.3,24.5,destruido,,,,
2025-03-12 11:45:00,bullish,41475.8,41509.8,34.0,destruido,,,,
2025-03-12 13:15:00,bearish,41598.3,41629.3,31.0,tocado,2025-03-12 13:38:00,2025-03-12 14:13:00,sl,-54.71
2025-03-12 14:20:00,bullish,41620.8,41641.3,20.5,tocado,2025-03-12 15:46:00,2025-03-12 16:34:00,sl,-54.45
2025-03-12 14:55:00,bearish,41670.3,41693.8,23.5,tocado,2025-03-12 14:57:00,2025-03-12 15:30:00,sl,-54.63
2025-03-12 15:40:00,bearish,41657.3,41691.3,34.0,tocado,2025-03-12 15:44:00,2025-03-12 15:51:00,sl,-54.07
2025-03-12 16:20:00,bearish,41734.3,41748.8,14.5,expirado,,,,
2025-03-12 17:50:00,bearish,41256.1,41335.6,79.5,tocado,2025-03-12 18:47:00,2025-03-12 19:11:00,sl,-52.92
2025-03-12 18:30:00,bullish,41001.6,41083.1,81.5,expirado,,,,
2025-03-12 20:50:00,bearish,41476.1,41511.6,35.5,destruido,,,,
2025-03-13 02:10:00,bullish,41349.9,41369.9,20.0,destruido,,,,
2025-03-13 03:45:00,bearish,41408.9,41414.9,6.0,expirado,,,,
2025-03-13 06:05:00,bearish,41363.4,41368.4,5.0,tocado,2025-03-13 13:03:00,2025-03-13 14:27:00,tp,126.77
2025-03-13 12:30:00,bullish,41176.9,41198.9,22.0,tocado,2025-03-13 15:09:00,2025-03-13 15:30:00,tp,129.11
2025-03-13 14:05:00,bearish,41376.9,41385.9,9.0,expirado,,,,
2025-03-13 17:15:00,bullish,41151.8,41189.3,37.5,tocado,2025-03-13 17:43:00,2025-03-13 18:08:00,sl,-54.49
2025-03-13 18:25:00,bearish,41147.8,41194.8,47.0,expirado,,,,
2025-03-13 20:50:00,bearish,40774.3,40803.3,29.0,destruido,,,,
2025-03-13 21:40:00,bullish,40792.8,40852.8,60.0,destruido,,,,
2025-03-13 23:15:00,bullish,40752.3,40820.8,68.5,expirado,,,,
2025-03-14 06:40:00,bearish,41026.7,41042.2,15.5,destruido,,,,
2025-03-14 08:00:00,bullish,41005.7,41011.2,5.5,destruido,,,,
2025-03-14 08:40:00,bearish,41046.2,41053.2,7.0,tocado,2025-03-14 11:28:00,2025-03-14 15:25:00,sl,-54.98
2025-03-14 09:05:00,bearish,41016.7,41024.7,8.0,destruido,,,,
2025-03-14 09:55:00,bullish,40970.7,40986.2,15.5,destruido,,,,
2025-03-14 11:05:00,bearish,40959.2,40987.2,28.0,tocado,2025-03-14 11:07:00,2025-03-14 11:23:00,sl,-54.43
2025-03-14 11:25:00,bullish,40936.7,40964.7,28.0,tocado,2025-03-14 13:36:00,2025-03-14 16:44:00,tp,129.53
2025-03-14 13:15:00,bearish,41031.2,41056.2,25.0,destruido,,,,
2025-03-14 14:40:00,bullish,41004.2,41033.2,29.0,destruido,,,,
2025-03-14 16:55:00,bullish,40904.6,41014.7,110.1,tocado,2025-03-14 17:21:00,2025-03-14 18:24:00,tp,131.4
2025-03-14 17:15:00,bearish,41203.1,41247.1,44.0,destruido,,,,
2025-03-14 17:40:00,bullish,41031.5,41061.0,29.5,expirado,,,,
2025-03-14 19:20:00,bearish,41398.5,41438.5,40.0,destruido,,,,
2025-03-14 19:50:00,bullish,41278.0,41342.5,64.5,destruido,,,,
2025-03-14 20:30:00,bearish,41436.5,41479.0,42.5,destruido,,,,
2025-03-14 23:15:00,bearish,41437.0,41503.0,66.0,expirado,,,,
2025-03-17 01:05:00,bullish,41374.5,41386.0,11.5,destruido,,,,
2025-03-17 02:45:00,bullish,41272.3,41282.4,10.1,destruido,,,,
2025-03-17 03:40:00,bullish,41260.5,41286.0,25.5,destruido,,,,
2025-03-17 06:50:00,bullish,41273.5,41276.2,2.7,destruido,,,,
2025-03-17 08:20:00,bullish,41280.1,41289.4,9.3,destruido,,,,
2025-03-17 09:50:00,bullish,41234.5,41245.9,11.4,destruido,,,,
2025-03-17 11:00:00,bullish,41218.4,41247.5,29.1,tocado,2025-03-17 11:09:00,2025-03-17 15:41:00,tp,132.1
2025-03-17 12:40:00,bullish,41252.2,41270.0,17.8,tocado,2025-03-17 13:01:00,2025-03-17 15:40:00,tp,131.74
2025-03-17 14:35:00,bearish,41370.4,41381.0,10.6,destruido,,,,
2025-03-17 16:40:00,bullish,41405.5,41419.5,14.0,expirado,,,,
2025-03-17 18:20:00,bullish,41607.5,41657.9,50.4,tocado,2025-03-17 18:48:00,2025-03-17 20:37:00,tp,135.79
2025-03-17 19:30:00,bearish,41687.0,41755.7,68.7,destruido,,,,
2025-03-17 20:40:00,bullish,41750.6,41771.6,21.0,expirado,,,,
2025-03-17 21:10:00,bullish,41829.2,41869.5,40.3,destruido,,,,
2025-03-17 22:15:00,bearish,41988.5,42007.6,19.1,expirado,,,,
2025-03-17 23:05:00,bearish,41940.4,41963.4,23.0,expirado,,,,
2025-03-18 03:10:00,bearish,41866.1,41879.5,13.4,expirado,,,,
2025-03-18 04:50:00,bearish,41821.8,41829.7,7.9,destruido,,,,
2025-03-18 05:30:00,bearish,41780.8,41787.6,6.8,destruido,,,,
2025-03-18 07:20:00,bullish,41740.2,41743.8,3.6,destruido,,,,
2025-03-18 10:55:00,bearish,41776.8,41795.7,18.9,tocado,2025-03-18 11:08:00,2025-03-18 11:30:00,sl,-57.57
2025-03-18 13:05:00,bearish,41850.0,41859.6,9.6,expirado,,,,
2025-03-18 13:55:00,bullish,41692.0,41734.8,42.8,tocado,2025-03-18 14:42:00,2025-03-18 16:39:00,sl,-56.64
2025-03-18 15:00:00,bullish,41727.3,41741.7,14.4,destruido,,,,
2025-03-18 16:05:00,bearish,41749.5,41771.1,21.6,tocado,2025-03-18 16:30:00,2025-03-18 16:40:00,tp,136.1
2025-03-18 16:50:00,bearish,41722.5,41763.6,41.1,expirado,,,,
2025-03-18 19:00:00,bearish,41494.6,41534.0,39.4,destruido,,,,
2025-03-18 19:50:00,bearish,41503.0,41554.5,51.5,destruido,,,,
2025-03-18 22:10:00,bearish,41566.2,41625.2,59.0,destruido,,,,
2025-03-18 22:45:00,bearish,41608.2,41626.3,18.1,destruido,,,,
2025-03-18 23:30:00,bearish,41590.5,41615.6,25.1,destruido,,,,
2025-03-19 01:15:00,bearish,41569.3,41579.8,10.5,destruido,,,,
2025-03-19 01:50:00,bullish,41524.0,41548.7,24.7,expirado,,,,
2025-03-19 03:05:00,bullish,41591.3,41597.8,6.5,destruido,,,,
2025-03-19 04:20:00,bearish,41676.5,41684.9,8.4,expirado,,,,
2025-03-19 07:20:00,bearish,41623.1,41629.2,6.1,destruido,,,,
2025-03-19 09:20:00,bearish,41610.9,41615.6,4.7,destruido,,,,
2025-03-19 12:40:00,bullish,41552.9,41560.9,8.0,expirado,,,,
2025-03-19 13:55:00,bearish,41623.3,41639.7,16.4,tocado,2025-03-19 14:16:00,2025-03-19 16:29:00,sl,-57.78
2025-03-19 14:15:00,bullish,41596.3,41612.5,16.2,tocado,2025-03-19 14:58:00,2025-03-19 16:40:00,tp,136.87
2025-03-19 15:05:00,bearish,41636.6,41642.2,5.6,destruido,,,,
2025-03-19 16:25:00,bullish,41592.0,41596.4,4.4,expirado,,,,
2025-03-19 18:15:00,bullish,41790.9,41829.6,38.7,destruido,,,,
2025-03-19 18:40:00,bullish,41778.8,41840.2,61.4,destruido,,,,
2025-03-19 19:25:00,bearish,41907.5,41922.6,15.1,destruido,,,,
2025-03-19 20:15:00,bearish,41857.0,41871.5,14.5,destruido,,,,
2025-03-19 22:10:00,bullish,41878.0,41907.2,29.2,expirado,,,,
2025-03-19 22:30:00,bearish,42053.8,42160.5,106.7,expirado,,,,
2025-03-20 03:35:00,bullish,42041.7,42045.9,4.2,expirado,,,,
2025-03-20 04:35:00,bearish,42071.4,42085.8,14.4,destruido,,,,
2025-03-20 05:30:00,bullish,42057.4,42061.8,4.4,tocado,2025-03-20 10:22:00,2025-03-20 12:32:00,sl,-58.86
2025-03-20 06:20:00,bullish,42075.6,42080.4,4.8,destruido,,,,
2025-03-20 09:05:00,bullish,42091.9,42097.6,5.7,destruido,,,,
2025-03-20 09:25:00,bearish,42103.7,42108.9,5.2,destruido,,,,
2025-03-20 12:30:00,bearish,42072.0,42094.9,22.9,destruido,,,,
2025-03-20 13:20:00,bearish,41953.6,41972.9,19.3,destruido,,,,
2025-03-20 14:00:00,bullish,41673.5,41741.2,67.7,tocado,2025-03-20 16:32:00,2025-03-20 17:01:00,tp,138.21
2025-03-20 17:00:00,bullish,41729.9,41746.5,16.6,expirado,,,,
2025-03-20 19:35:00,bearish,42109.2,42116.9,7.7,expirado,,,,
2025-03-20 20:30:00,bearish,42019.8,42051.3,31.5,expirado,,,,
2025-03-20 21:15:00,bullish,41901.3,41942.8,41.5,destruido,,,,
2025-03-20 21:35:00,bearish,41913.1,41967.9,54.8,destruido,,,,
2025-03-20 23:50:00,bearish,41956.7,41965.7,9.0,destruido,,,,
2025-03-21 01:30:00,bullish,41942.5,41953.9,11.4,destruido,,,,
2025-03-21 02:00:00,bearish,41969.9,41973.2,3.3,destruido,,,,
2025-03-21 02:55:00,bullish,41894.8,41906.9,12.1,destruido,,,,
2025-03-21 04:40:00,bullish,41939.5,41952.9,13.4,destruido,,,,
2025-03-21 05:20:00,bearish,41981.6,41984.7,3.1,expirado,,,,
2025-03-21 06:15:00,bearish,41977.6,41984.6,7.0,expirado,,,,
2025-03-21 07:50:00,bearish,41949.7,41955.4,5.7,expirado,,,,
2025-03-21 08:40:00,bearish,41899.4,41922.5,23.1,destruido,,,,
2025-03-21 10:20:00,bearish,41935.9,41950.9,15.0,expirado,,,,
2025-03-21 11:25:00,bearish,41861.1,41894.0,32.9,expirado,,,,
2025-03-21 12:40:00,bullish,41765.4,41790.0,24.6,tocado,2025-03-21 12:56:00,2025-03-21 15:40:00,sl,-58.3
2025-03-21 13:35:00,bearish,41835.9,41860.2,24.3,tocado,2025-03-21 13:56:00,2025-03-21 15:41:00,tp,139.12
2025-03-21 15:35:00,bearish,41831.6,41858.8,27.2,destruido,,,,
2025-03-21 16:10:00,bearish,41631.3,41691.0,59.7,destruido,,,,
2025-03-21 17:30:00,bullish,41431.5,41500.3,68.8,expirado,,,,
2025-03-21 18:00:00,bullish,41524.4,41556.6,32.2,expirado,,,,
2025-03-21 19:15:00,bullish,41584.7,41632.1,47.4,expirado,,,,
2025-03-21 20:55:00,bullish,41816.7,41857.7,41.0,expirado,,,,
2025-03-21 21:15:00,bearish,41967.8,41996.3,28.5,destruido,,,,
2025-03-21 22:55:00,bullish,41815.9,41834.7,18.8,expirado,,,,
2025-03-24 02:45:00,bullish,42145.9,42158.0,12.1,expirado,,,,
2025-03-24 04:00:00,bullish,42174.0,42184.4,10.4,expirado,,,,
2025-03-24 06:15:00,bullish,42207.9,42211.5,3.6,destruido,,,,
2025-03-24 06:35:00,bearish,42218.2,42221.1,2.9,destruido,,,,
2025-03-24 07:45:00,bullish,42197.3,42202.2,4.9,expirado,,,,
2025-03-24 09:55:00,bullish,42222.3,42229.5,7.2,expirado,,,,
2025-03-24 12:15:00,bullish,42301.0,42310.3,9.3,tocado,2025-03-24 12:27:00,2025-03-24 16:10:00,tp,139.47
2025-03-24 12:35:00,bearish,42339.6,42353.9,14.3,destruido,,,,
2025-03-24 13:35:00,bullish,42286.8,42297.9,11.1,tocado,2025-03-24 16:31:00,2025-03-24 16:38:00,tp,141.28
2025-03-24 15:40:00,bullish,42351.5,42364.6,13.1,destruido,,,,
2025-03-24 16:50:00,bullish,42319.1,42378.2,59.1,expirado,,,,
2025-03-24 17:25:00,bullish,42447.9,42480.7,32.8,tocado,2025-03-24 17:32:00,2025-03-24 20:11:00,sl,-59.93
2025-03-24 20:05:00,bearish,42474.8,42486.2,11.4,destruido,,,,
2025-03-24 20:35:00,bullish,42398.0,42420.0,22.0,destruido,,,,
2025-03-24 22:50:00,bullish,42538.4,42563.5,25.1,destruido,,,,
2025-03-24 23:20:00,bullish,42550.4,42625.2,74.8,destruido,,,,
2025-03-24 23:40:00,bearish,42589.4,42607.1,17.7,expirado,,,,
2025-03-25 01:25:00,bearish,42555.9,42566.9,11.0,expirado,,,,
2025-03-25 02:45:00,bullish,42524.5,42534.9,10.4,destruido,,,,
2025-03-25 05:10:00,bearish,42547.0,42549.7,2.7,expirado,,,,
2025-03-25 07:20:00,bearish,42496.7,42499.7,3.0,destruido,,,,
2025-03-25 08:05:00,bearish,42496.3,42499.2,2.9,destruido,,,,
2025-03-25 09:10:00,bearish,42486.0,42492.7,6.7,destruido,,,,
2025-03-25 10:10:00,bullish,42475.8,42479.9,4.1,destruido,,,,
2025-03-25 11:20:00,bullish,42473.1,42491.9,18.8,tocado,2025-03-25 11:23:00,2025-03-25 15:00:00,tp,142.64
2025-03-25 12:45:00,bullish,42491.7,42494.4,2.7,tocado,2025-03-25 13:13:00,2025-03-25 14:41:00,tp,141.72
2025-03-25 13:30:00,bullish,42499.4,42513.2,13.8,tocado,2025-03-25 17:02:00,2025-03-25 17:33:00,tp,145.15
2025-03-25 14:40:00,bullish,42551.5,42559.6,8.1,destruido,,,,
2025-03-25 15:40:00,bullish,42616.6,42629.5,12.9,tocado,2025-03-25 16:29:00,2025-03-25 16:41:00,sl,-61.82
2025-03-25 17:25:00,bullish,42489.3,42534.8,45.5,destruido,,,,
2025-03-25 18:10:00,bullish,42625.5,42648.5,23.0,tocado,2025-03-25 18:17:00,2025-03-25 18:48:00,sl,-61.82
2025-03-25 18:45:00,bearish,42649.6,42666.4,16.8,expirado,,,,
2025-03-25 19:55:00,bullish,42504.8,42537.7,32.9,destruido,,,,
2025-03-25 20:30:00,bearish,42587.1,42599.4,12.3,destruido,,,,
2025-03-26 01:30:00,bearish,42610.7,42625.5,14.8,destruido,,,,
2025-03-26 03:40:00,bullish,42600.8,42602.5,1.7,destruido,,,,
2025-03-26 04:05:00,bearish,42635.2,42642.0,6.8,expirado,,,,
2025-03-26 04:35:00,bearish,42620.9,42626.1,5.2,expirado,,,,
2025-03-26 05:15:00,bearish,42612.3,42616.0,3.7,expirado,,,,
2025-03-26 06:45:00,bearish,42588.6,42590.8,2.2,destruido,,,,
2025-03-26 08:55:00,bearish,42580.2,42584.1,3.9,destruido,,,,
2025-03-26 10:10:00,bullish,42543.9,42548.5,4.6,tocado,2025-03-26 11:13:00,2025-03-26 15:42:00,tp,145.61
2025-03-26 11:00:00,bearish,42589.7,42596.6,6.9,tocado,2025-03-26 14:04:00,2025-03-26 14:47:00,sl,-62.28
2025-03-26 14:50:00,bullish,42608.3,42614.8,6.5,tocado,2025-03-26 15:11:00,2025-03-26 16:32:00,tp,144.99
2025-03-26 16:15:00,bullish,42649.5,42669.3,19.8,destruido,,,,
2025-03-26 16:45:00,bullish,42623.3,42650.1,26.8,destruido,,,,
2025-03-26 17:45:00,bullish,42720.4,42769.8,49.4,tocado,2025-03-26 17:47:00,2025-03-26 18:20:00,sl,-62.02
2025-03-26 18:25:00,bearish,42765.8,42797.9,32.1,expirado,,,,
2025-03-26 19:00:00,bearish,42617.8,42650.0,32.2,expirado,,,,
2025-03-26 20:30:00,bearish,42489.3,42507.7,18.4,expirado,,,,
2025-03-26 22:00:00,bearish,42438.4,42451.7,13.3,destruido,,,,
2025-03-26 23:35:00,bearish,42420.6,42427.5,6.9,destruido,,,,
2025-03-27 02:20:00,bullish,42298.2,42317.0,18.8,expirado,,,,
2025-03-27 02:50:00,bullish,42334.7,42345.4,10.7,expirado,,,,
2025-03-27 03:40:00,bullish,42366.0,42388.3,22.3,expirado,,,,
2025-03-27 04:15:00,bullish,42390.7,42403.1,12.4,destruido,,,,
2025-03-27 04:40:00,bearish,42412.0,42418.4,6.4,destruido,,,,
2025-03-27 05:00:00,bullish,42384.6,42391.9,7.3,expirado,,,,
2025-03-27 07:05:00,bullish,42487.8,42493.2,5.4,destruido,,,,
2025-03-27 08:00:00,bullish,42502.0,42503.6,1.6,destruido,,,,
2025-03-27 09:05:00,bearish,42543.0,42551.1,8.1,destruido,,,,
2025-03-27 09:25:00,bullish,42502.4,42508.2,5.8,destruido,,,,
2025-03-27 10:00:00,bearish,42545.5,42557.5,12.0,tocado,2025-03-27 13:07:00,2025-03-27 14:26:00,tp,148.13
2025-03-27 11:10:00,bearish,42472.1,42482.6,10.5,destruido,,,,
2025-03-27 11:30:00,bullish,42395.3,42445.2,49.9,tocado,2025-03-27 14:35:00,2025-03-27 16:26:00,sl,-62.46
2025-03-27 14:30:00,bearish,42478.3,42503.2,24.9,tocado,2025-03-27 14:51:00,2025-03-27 16:30:00,tp,150.51
2025-03-27 15:55:00,bearish,42473.3,42515.8,42.5,tocado,2025-03-27 17:20:00,2025-03-27 19:50:00,tp,152.06
2025-03-27 16:25:00,bearish,42462.5,42473.5,11.0,destruido,,,,
2025-03-27 17:05:00,bullish,42145.9,42232.6,86.7,expirado,,,,
2025-03-27 17:45:00,bullish,42431.9,42486.3,54.4,tocado,2025-03-27 17:47:00,2025-03-27 18:30:00,sl,-62.83
2025-03-27 18:40:00,bearish,42489.6,42502.9,13.3,expirado,,,,
2025-03-27 19:55:00,bearish,42376.3,42417.7,41.4,destruido,,,,
2025-03-27 21:15:00,bullish,42212.2,42279.5,67.3,expirado,,,,
2025-03-27 22:20:00,bullish,42277.5,42376.0,98.5,destruido,,,,
2025-03-28 02:00:00,bearish,42295.6,42305.1,9.5,destruido,,,,
2025-03-28 02:30:00,bullish,42242.1,42264.9,22.8,destruido,,,,
