trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_usd,pnl_r,balance,session,bb_high,bb_low,pnl_fixed
372,2025-03-12 11:08:00,2025-03-12 11:22:00,long,41528.3,41481.3,41622.3,41479.3,sl,-52.13,-1.043,11785.92,london,41524.3,41506.3,-52.15
373,2025-03-12 14:00:00,2025-03-12 15:30:00,long,41633.3,41573.3,41753.3,41753.3,tp,100.0,2.0,11885.92,london,41629.3,41598.3,100.0
374,2025-03-12 16:46:00,2025-03-12 16:52:00,short,41449.3,41510.8,41326.3,41512.8,sl,-51.63,-1.033,11834.29,london,41485.8,41453.3,-51.65
375,2025-03-12 19:46:00,2025-03-12 21:48:00,long,41339.6,41231.1,41556.6,41556.6,tp,100.0,2.0,11934.29,new_york,41335.6,41256.1,100.0
376,2025-03-12 21:57:00,2025-03-12 22:01:00,long,41515.6,41451.1,41644.6,41449.1,sl,-51.55,-1.031,11882.74,new_york,41511.6,41476.1,-51.55
377,2025-03-13 12:37:00,2025-03-13 12:52:00,short,41301.9,41345.9,41213.9,41347.9,sl,-52.27,-1.045,11830.47,london,41320.9,41305.9,-52.25
378,2025-03-13 13:10:00,2025-03-13 13:57:00,long,41354.9,41314.9,41434.9,41312.9,sl,-52.5,-1.05,11777.97,london,41350.9,41339.9,-52.5
379,2025-03-13 15:25:00,2025-03-13 15:30:00,short,41222.9,41270.4,41127.9,41272.4,sl,-52.11,-1.042,11725.86,london,41245.4,41226.9,-52.1
380,2025-03-13 16:13:00,2025-03-13 16:30:00,long,41302.9,41253.9,41400.9,41251.9,sl,-52.04,-1.041,11673.82,london,41298.9,41278.9,-52.05
381,2025-03-13 17:06:00,2025-03-13 17:12:00,short,41222.4,41287.9,41091.4,41289.9,sl,-51.53,-1.031,11622.29,london,41262.9,41226.4,-51.55
382,2025-03-13 17:17:00,2025-03-13 17:29:00,long,41332.8,41254.3,41489.8,41252.3,sl,-51.27,-1.025,11571.02,london,41328.8,41279.3,-51.24999999999999
383,2025-03-13 20:23:00,2025-03-13 21:43:00,short,40794.8,40929.3,40525.8,40931.3,sl,-50.74,-1.015,11520.28,new_york,40904.3,40798.8,-50.74999999999999
384,2025-03-13 21:54:00,2025-03-13 22:08:00,long,40903.3,40854.3,41001.3,40852.3,sl,-52.04,-1.041,11468.24,new_york,40899.3,40879.3,-52.05
385,2025-03-14 10:28:00,2025-03-14 11:22:00,short,40966.7,41011.2,40877.7,41013.2,sl,-52.25,-1.045,11415.99,london,40986.2,40970.7,-52.25
386,2025-03-14 13:18:00,2025-03-14 13:51:00,short,41003.2,41066.2,40877.2,41068.2,sl,-51.59,-1.032,11364.4,london,41041.2,41007.2,-51.6
387,2025-03-14 14:03:00,2025-03-14 14:18:00,long,41063.7,41011.7,41167.7,41009.7,sl,-51.92,-1.038,11312.48,london,41059.7,41036.7,-51.9
388,2025-03-14 17:02:00,2025-03-14 17:12:00,long,41100.7,41058.2,41185.7,41056.2,sl,-52.35,-1.047,11260.13,london,41096.7,41083.2,-52.349999999999994
389,2025-03-14 17:56:00,2025-03-14 18:33:00,long,41251.1,41178.1,41397.1,41397.1,tp,100.0,2.0,11360.13,london,41247.1,41203.1,100.0
390,2025-03-14 19:21:00,2025-03-14 19:50:00,short,41328.5,41402.5,41180.5,41404.5,sl,-51.35,-1.027,11308.78,new_york,41377.5,41332.5,-51.349999999999994
391,2025-03-14 20:13:00,2025-03-14 20:34:00,long,41442.5,41373.5,41580.5,41371.5,sl,-51.45,-1.029,11257.33,new_york,41438.5,41398.5,-51.449999999999996
392,2025-03-17 10:48:00,2025-03-17 13:19:00,short,41256.5,41311.0,41147.5,41313.0,sl,-51.83,-1.037,11205.5,london,41286.0,41260.5,-51.849999999999994
393,2025-03-17 13:27:00,2025-03-17 15:07:00,long,41308.7,41259.4,41407.29999999999,41257.4,sl,-52.03,-1.041,11153.47,london,41304.7,41284.4,-52.05
394,2025-03-17 16:02:00,2025-03-17 16:31:00,long,41385.0,41345.4,41464.2,41464.2,tp,100.0,2.0,11253.47,london,41381.0,41370.4,100.0
395,2025-03-17 18:03:00,2025-03-17 18:17:00,short,41637.0,41714.5,41482.0,41716.5,sl,-51.29,-1.026,11202.18,london,41689.5,41641.0,-51.300000000000004
396,2025-03-17 20:18:00,2025-03-17 21:18:00,long,41759.7,41662.0,41955.09999999999,41955.09999999999,tp,100.0,2.0,11302.18,new_york,41755.7,41687.0,100.0
397,2025-03-18 14:59:00,2025-03-18 15:57:00,short,41795.9,41833.0,41721.700000000004,41721.700000000004,tp,100.0,2.0,11402.18,london,41808.0,41799.9,100.0
398,2025-03-18 16:43:00,2025-03-18 18:00:00,short,41688.0,41759.8,41544.399999999994,41544.399999999994,tp,100.0,2.0,11502.18,london,41734.8,41692.0,100.0
399,2025-03-18 19:32:00,2025-03-18 19:43:00,long,41538.0,41469.6,41674.8,41467.6,sl,-51.46,-1.029,11450.72,new_york,41534.0,41494.6,-51.449999999999996
400,2025-03-18 21:57:00,2025-03-18 22:06:00,long,41602.6,41541.1,41725.6,41539.1,sl,-51.63,-1.033,11399.09,new_york,41598.6,41566.1,-51.65
401,2025-03-18 22:28:00,2025-03-18 22:46:00,long,41620.1,41554.4,41751.49999999999,41552.4,sl,-51.52,-1.03,11347.57,new_york,41616.1,41579.4,-51.5
402,2025-03-19 11:40:00,2025-03-19 16:29:00,short,41621.0,41667.3,41528.399999999994,41669.3,sl,-52.16,-1.043,11295.41,london,41642.3,41625.0,-52.15
403,2025-03-19 21:20:00,2025-03-19 21:32:00,short,41774.8,41865.2,41594.000000000015,41867.2,sl,-51.11,-1.022,11244.3,new_york,41840.2,41778.8,-51.1
404,2025-03-20 10:23:00,2025-03-20 12:33:00,long,42063.2,42013.2,42163.2,42011.2,sl,-52.0,-1.04,11192.3,london,42059.2,42038.2,-52.0
405,2025-03-20 15:30:00,2025-03-20 16:31:00,short,41795.2,41853.1,41679.399999999994,41679.399999999994,tp,100.0,2.0,11292.3,london,41828.1,41799.2,100.0
406,2025-03-20 16:51:00,2025-03-20 16:57:00,long,41819.9,41772.0,41915.700000000004,41915.700000000004,tp,100.0,2.0,11392.3,london,41815.9,41797.0,100.0
407,2025-03-20 17:22:00,2025-03-20 17:41:00,long,42098.9,42047.0,42202.700000000004,42202.700000000004,tp,100.0,2.0,11492.3,london,42094.9,42072.0,100.0
408,2025-03-21 10:43:00,2025-03-21 11:03:00,short,41845.1,41883.3,41768.69999999999,41885.3,sl,-52.62,-1.052,11439.68,london,41858.3,41849.1,-52.6
409,2025-03-21 11:08:00,2025-03-21 11:20:00,short,41893.9,41934.1,41813.50000000001,41813.50000000001,tp,100.0,2.0,11539.68,london,41909.1,41897.9,100.0
410,2025-03-21 18:06:00,2025-03-21 18:43:00,long,41695.0,41606.3,41872.399999999994,41604.3,sl,-51.13,-1.023,11488.55,london,41691.0,41631.3,-51.15
411,2025-03-21 19:13:00,2025-03-21 19:18:00,short,41761.4,41815.0,41654.200000000004,41817.0,sl,-51.87,-1.037,11436.68,new_york,41790.0,41765.4,-51.849999999999994
412,2025-03-21 19:31:00,2025-03-21 20:50:00,long,41858.6,41797.5,41980.799999999996,41980.799999999996,tp,100.0,2.0,11536.68,new_york,41854.6,41822.5,100.0
413,2025-03-21 22:40:00,2025-03-21 22:51:00,short,41830.4,41893.1,41705.00000000001,41895.1,sl,-51.59,-1.032,11485.09,new_york,41868.1,41834.4,-51.6
414,2025-03-24 11:22:00,2025-03-24 16:09:00,long,42314.0,42268.5,42405.0,42405.0,tp,100.0,2.0,11585.09,london,42310.0,42293.5,100.0
415,2025-03-24 16:31:00,2025-03-24 16:40:00,long,42317.2,42260.3,42430.999999999985,42430.999999999985,tp,100.0,2.0,11685.09,london,42313.2,42285.3,100.0
416,2025-03-24 20:05:00,2025-03-24 21:23:00,long,42427.1,42379.6,42522.1,42377.6,sl,-52.11,-1.042,11632.98,new_york,42423.1,42404.6,-52.1
417,2025-03-25 10:48:00,2025-03-25 14:00:00,long,42486.7,42451.1,42557.899999999994,42557.899999999994,tp,100.0,2.0,11732.98,london,42482.7,42476.1,100.0
418,2025-03-25 16:01:00,2025-03-25 16:40:00,long,42650.8,42597.7,42757.000000000015,42595.7,sl,-51.88,-1.038,11681.1,london,42646.8,42622.7,-51.9
419,2025-03-25 21:02:00,2025-03-25 22:47:00,short,42500.8,42562.7,42377.000000000015,42564.7,sl,-51.62,-1.032,11629.48,new_york,42537.7,42504.8,-51.6
420,2025-03-25 22:52:00,2025-03-26 16:31:00,long,42569.5,42507.6,42693.3,42693.3,tp,100.0,2.0,11729.48,new_york,42565.5,42532.6,100.0
421,2025-03-26 18:34:00,2025-03-26 18:56:00,short,42619.3,42675.1,42507.70000000001,42507.70000000001,tp,100.0,2.0,11829.48,london,42650.1,42623.3,100.0
422,2025-03-26 19:03:00,2025-03-26 19:29:00,short,42534.7,42567.6,42468.899999999994,42569.6,sl,-53.04,-1.061,11776.44,new_york,42542.6,42538.7,-53.05
423,2025-03-27 10:17:00,2025-03-27 11:08:00,long,42497.4,42417.58,42657.04,42415.58,sl,-51.25,-1.025,11725.19,london,42493.4,42442.58,-51.24999999999999
424,2025-03-27 11:44:00,2025-03-27 13:03:00,short,42490.3,42539.6,42391.70000000001,42541.6,sl,-52.03,-1.041,11673.16,london,42514.6,42494.3,-52.05
425,2025-03-27 13:21:00,2025-03-27 14:00:00,long,42527.5,42460.7,42661.100000000006,42458.7,sl,-51.5,-1.03,11621.66,london,42523.5,42485.7,-51.5
426,2025-03-27 16:59:00,2025-03-27 17:19:00,short,42391.3,42470.2,42233.500000000015,42472.2,sl,-51.27,-1.025,11570.39,london,42445.2,42395.3,-51.24999999999999
427,2025-03-27 20:58:00,2025-03-27 21:06:00,short,42224.9,42301.5,42071.700000000004,42303.5,sl,-51.31,-1.026,11519.08,new_york,42276.5,42228.9,-51.300000000000004
428,2025-03-27 21:54:00,2025-03-27 21:59:00,long,42372.7,42289.4,42539.29999999999,42287.4,sl,-51.2,-1.024,11467.88,new_york,42368.7,42314.4,-51.2
429,2025-03-27 22:32:00,2025-03-27 22:50:00,long,42421.7,42351.3,42562.499999999985,42349.3,sl,-51.42,-1.028,11416.46,new_york,42417.7,42376.3,-51.4
430,2025-03-28 12:13:00,2025-03-28 13:12:00,short,42236.5,42271.4,42166.7,42273.4,sl,-52.87,-1.057,11363.59,london,42246.4,42240.5,-52.849999999999994
431,2025-03-28 15:08:00,2025-03-28 15:29:00,long,42267.9,42233.6,42336.50000000001,42231.6,sl,-52.92,-1.058,11310.67,london,42263.9,42258.6,-52.900000000000006
432,2025-03-28 15:32:00,2025-03-28 15:40:00,long,42206.1,42160.2,42297.9,42158.2,sl,-52.18,-1.044,11258.49,london,42202.1,42185.2,-52.2
433,2025-03-28 22:11:00,2025-03-28 22:31:00,long,41582.4,41527.3,41692.6,41525.3,sl,-51.81,-1.036,11206.68,new_york,41578.4,41552.3,-51.800000000000004
434,2025-03-31 10:23:00,2025-03-31 11:00:00,short,41372.9,41416.8,41285.1,41418.8,sl,-52.28,-1.046,11154.4,london,41391.8,41376.9,-52.300000000000004
435,2025-03-31 11:16:00,2025-03-31 11:23:00,long,41428.0,41381.0,41522.0,41379.0,sl,-52.13,-1.043,11102.27,london,41424.0,41406.0,-52.15
436,2025-03-31 12:23:00,2025-03-31 16:55:00,short,41299.2,41393.9,41109.79999999999,41395.9,sl,-51.06,-1.021,11051.21,london,41368.9,41303.2,-51.05
437,2025-03-31 17:14:00,2025-03-31 18:00:00,long,41437.2,41356.3,41598.999999999985,41598.999999999985,tp,100.0,2.0,11151.21,london,41433.2,41381.3,100.0
438,2025-03-31 20:12:00,2025-03-31 20:22:00,long,41730.7,41613.7,41964.7,41611.7,sl,-50.85,-1.017,11100.36,new_york,41726.7,41638.7,-50.849999999999994
439,2025-04-01 11:06:00,2025-04-01 11:38:00,short,41856.6,41896.8,41776.19999999999,41898.8,sl,-52.49,-1.05,11047.87,london,41871.8,41860.6,-52.5
440,2025-04-01 12:06:00,2025-04-01 13:09:00,long,41925.8,41879.6,42018.20000000001,41877.6,sl,-52.16,-1.043,10995.71,london,41921.8,41904.6,-52.15
441,2025-04-01 16:06:00,2025-04-01 16:31:00,short,41838.8,41879.3,41757.8,41757.8,tp,100.0,2.0,11095.71,london,41854.3,41842.8,100.0
442,2025-04-01 16:33:00,2025-04-01 16:42:00,long,41778.2,41706.8,41920.999999999985,41704.8,sl,-51.4,-1.028,11044.31,london,41774.2,41731.8,-51.4
443,2025-04-01 19:31:00,2025-04-01 19:37:00,long,41978.2,41938.9,42056.79999999999,41936.9,sl,-52.54,-1.051,10991.77,new_york,41974.2,41963.9,-52.55
444,2025-04-01 19:54:00,2025-04-01 21:00:00,short,42033.0,42117.1,41864.8,41864.8,tp,100.0,2.0,11091.77,new_york,42092.1,42037.0,100.0
