trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_usd,pnl_r,balance,session,bb_high,bb_low,pnl_fixed,month,date
25,2024-11-06 17:26:00,2024-11-06 17:36:00,long,43642.4,43581.4,43764.4,43579.4,sl,-51.64,-1.033,10370.49,london,43638.4,43606.4,-51.65,2024-11,2024-11-06
26,2024-11-06 22:11:00,2024-11-07 05:18:00,long,43755.65,43707.15,43852.65,43852.65,tp,100.0,2.0,10470.49,new_york,43751.65,43732.15,100.0,2024-11,2024-11-07
27,2024-11-07 06:54:00,2024-11-07 09:01:00,long,43887.26,43837.76,43986.26,43835.76,sl,-52.02,-1.04,10418.47,asia,43883.26,43862.76,-52.0,2024-11,2024-11-07
28,2024-11-07 09:07:00,2024-11-07 15:32:00,long,43847.76,43791.76,43959.76,43789.76,sl,-51.79,-1.036,10366.68,asia,43843.76,43816.76,-51.800000000000004,2024-11,2024-11-07
29,2024-11-07 15:50:00,2024-11-07 22:21:00,short,43802.36,43866.11,43674.86,43868.11,sl,-51.57,-1.031,10315.11,london,43841.11,43806.36,-51.55,2024-11,2024-11-07
30,2024-11-07 22:24:00,2024-11-08 17:20:00,long,43806.11,43734.11,43950.11,43950.11,tp,100.0,2.0,10415.11,new_york,43802.11,43759.11,100.0,2024-11,2024-11-08
31,2024-11-08 19:32:00,2024-11-08 21:37:00,long,44020.94,43969.94,44122.94,44122.94,tp,100.0,2.0,10515.11,new_york,44016.94,43994.94,100.0,2024-11,2024-11-08
32,2024-11-11 04:38:00,2024-11-11 08:19:00,short,44064.25,44096.0,44000.75,44098.0,sl,-53.15,-1.063,10461.96,asia,44071.0,44068.25,-53.15,2024-11,2024-11-11
33,2024-11-11 11:40:00,2024-11-11 16:30:00,long,44165.35,44119.35,44257.35,44257.35,tp,100.0,2.0,10561.96,london,44161.35,44144.35,100.0,2024-11,2024-11-11
34,2024-11-12 02:05:00,2024-11-12 15:20:00,short,44302.35,44357.1,44192.85,44359.1,sl,-51.83,-1.037,10510.13,asia,44332.1,44306.35,-51.849999999999994,2024-11,2024-11-12
35,2024-11-12 16:32:00,2024-11-12 16:48:00,long,44417.68,44374.68,44503.68,44372.68,sl,-52.33,-1.047,10457.8,london,44413.68,44399.68,-52.349999999999994,2024-11,2024-11-12
36,2024-11-12 16:51:00,2024-11-12 17:03:00,short,44364.68,44404.68,44284.68,44284.68,tp,100.0,2.0,10557.8,london,44379.68,44368.68,100.0,2024-11,2024-11-12
37,2024-11-12 17:24:00,2024-11-12 18:18:00,short,44244.68,44291.68,44150.68,44150.68,tp,100.0,2.0,10657.8,london,44266.68,44248.68,100.0,2024-11,2024-11-12
38,2024-11-12 22:51:00,2024-11-13 08:00:00,short,43980.93,44033.93,43874.93,43874.93,tp,100.0,2.0,10757.8,new_york,44008.93,43984.93,100.0,2024-11,2024-11-13
39,2024-11-13 08:52:00,2024-11-13 09:04:00,long,43856.07,43819.07,43930.07,43817.07,sl,-52.7,-1.054,10705.1,asia,43852.07,43844.07,-52.7,2024-11,2024-11-13
40,2024-11-13 10:16:00,2024-11-13 12:00:00,long,43848.67,43812.17,43921.67,43921.67,tp,100.0,2.0,10805.1,london,43844.67,43837.17,100.0,2024-11,2024-11-13
41,2024-11-13 12:01:00,2024-11-13 13:58:00,short,43911.07,43953.32,43826.57,43826.57,tp,100.0,2.0,10905.1,london,43928.32,43915.07,100.0,2024-11,2024-11-13
42,2024-11-13 14:55:00,2024-11-13 15:30:00,short,43882.17,43924.17,43798.17,43926.17,sl,-52.38,-1.048,10852.72,london,43899.17,43886.17,-52.400000000000006,2024-11,2024-11-13
43,2024-11-13 17:09:00,2024-11-13 17:27:00,long,43939.17,43902.17,44013.17,44013.17,tp,100.0,2.0,10952.72,london,43935.17,43927.17,100.0,2024-11,2024-11-13
44,2024-11-13 21:19:00,2024-11-14 07:14:00,short,44058.42,44111.42,43952.42,43952.42,tp,100.0,2.0,11052.72,new_york,44086.42,44062.42,100.0,2024-11,2024-11-14
45,2024-11-14 08:47:00,2024-11-14 09:31:00,short,43953.54,43995.29,43870.04,43997.29,sl,-52.4,-1.048,11000.32,asia,43970.29,43957.54,-52.400000000000006,2024-11,2024-11-14
46,2024-11-14 09:34:00,2024-11-14 10:12:00,long,43995.29,43960.29,44065.29,44065.29,tp,100.0,2.0,11100.32,asia,43991.29,43985.29,100.0,2024-11,2024-11-14
47,2024-11-14 15:36:00,2024-11-14 15:42:00,short,44090.14,44126.39,44017.64,44128.39,sl,-52.76,-1.055,11047.56,london,44101.39,44094.14,-52.75,2024-11,2024-11-14
48,2024-11-14 16:39:00,2024-11-14 17:19:00,short,44024.39,44070.39,43932.39,43932.39,tp,100.0,2.0,11147.56,london,44045.39,44028.39,100.0,2024-11,2024-11-14
49,2024-11-14 18:52:00,2024-11-14 20:57:00,short,43934.64,44005.64,43792.64,43792.64,tp,100.0,2.0,11247.56,london,43980.64,43938.64,100.0,2024-11,2024-11-14
50,2024-11-14 21:38:00,2024-11-14 22:00:00,long,43901.64,43863.64,43977.64,43861.64,sl,-52.63,-1.053,11194.93,new_york,43897.64,43888.64,-52.65,2024-11,2024-11-14
51,2024-11-15 02:37:00,2024-11-15 08:25:00,short,43720.29,43773.29,43614.29,43614.29,tp,100.0,2.0,11294.93,asia,43748.29,43724.29,100.0,2024-11,2024-11-15
52,2024-11-15 11:15:00,2024-11-15 12:19:00,long,43617.23,43581.98,43687.73,43579.98,sl,-52.84,-1.057,11242.09,london,43613.23,43606.98,-52.849999999999994,2024-11,2024-11-15
53,2024-11-15 16:03:00,2024-11-15 16:31:00,short,43614.98,43648.98,43546.98,43650.98,sl,-52.94,-1.059,11189.15,london,43623.98,43618.98,-52.949999999999996,2024-11,2024-11-15
54,2024-11-15 17:01:00,2024-11-18 10:06:00,short,43514.98,43587.98,43368.98,43368.98,tp,100.0,2.0,11289.15,london,43562.98,43518.98,100.0,2024-11,2024-11-18
55,2024-11-18 14:35:00,2024-11-18 15:21:00,long,43393.72,43347.97,43485.22,43345.97,sl,-52.19,-1.044,11236.96,london,43389.72,43372.97,-52.2,2024-11,2024-11-18
56,2024-11-18 16:14:00,2024-11-18 16:31:00,long,43427.22,43392.97,43495.72,43390.97,sl,-52.92,-1.058,11184.04,london,43423.22,43417.97,-52.900000000000006,2024-11,2024-11-18
57,2024-11-18 16:38:00,2024-11-18 17:18:00,short,43451.87,43492.87,43369.87,43369.87,tp,100.0,2.0,11284.04,london,43467.87,43455.87,100.0,2024-11,2024-11-18
58,2024-11-18 17:43:00,2024-11-18 20:47:00,long,43455.22,43363.22,43639.22,43361.22,sl,-51.09,-1.022,11232.95,london,43451.22,43388.22,-51.1,2024-11,2024-11-18
59,2024-11-19 01:08:00,2024-11-19 02:15:00,short,43395.87,43430.37,43326.87,43432.37,sl,-52.9,-1.058,11180.05,asia,43405.37,43399.87,-52.900000000000006,2024-11,2024-11-19
60,2024-11-19 02:37:00,2024-11-19 04:28:00,short,43405.1,43435.1,43345.1,43437.1,sl,-53.33,-1.067,11126.72,asia,43410.1,43409.1,-53.349999999999994,2024-11,2024-11-19
