trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_usd,pnl_r,balance,session,bb_high,bb_low,pnl_fixed,month,date
320,2025-02-12 03:08:00,2025-02-12 08:22:00,long,44562.29,44527.04,44632.79,44525.04,sl,-52.84,-1.057,11855.3,asia,44558.29,44552.04,-52.849999999999994,2025-02,2025-02-12
321,2025-02-12 12:59:00,2025-02-12 15:30:00,long,44508.58,44469.08,44587.58,44467.08,sl,-52.53,-1.051,11802.77,london,44504.58,44494.08,-52.55,2025-02,2025-02-12
322,2025-02-12 16:52:00,2025-02-12 17:03:00,long,44190.58,44119.58,44332.58,44117.58,sl,-51.41,-1.028,11751.36,london,44186.58,44144.58,-51.4,2025-02,2025-02-12
323,2025-02-12 18:56:00,2025-02-12 19:58:00,long,44312.58,44259.08,44419.58,44419.58,tp,100.0,2.0,11851.36,london,44308.58,44284.08,100.0,2025-02,2025-02-12
324,2025-02-13 01:41:00,2025-02-13 10:16:00,long,44389.58,44315.58,44537.58,44313.58,sl,-51.35,-1.027,11800.01,asia,44385.58,44340.58,-51.349999999999994,2025-02,2025-02-13
325,2025-02-13 11:19:00,2025-02-13 13:07:00,long,44284.93,44245.93,44362.93,44362.93,tp,100.0,2.0,11900.01,london,44280.93,44270.93,100.0,2025-02,2025-02-13
326,2025-02-13 16:33:00,2025-02-13 17:40:00,short,44406.5,44461.0,44297.5,44463.0,sl,-51.83,-1.037,11848.18,london,44436.0,44410.5,-51.849999999999994,2025-02,2025-02-13
327,2025-02-13 20:03:00,2025-02-13 20:26:00,short,44412.1,44467.1,44302.1,44469.1,sl,-51.82,-1.036,11796.36,new_york,44442.1,44416.1,-51.800000000000004,2025-02,2025-02-13
328,2025-02-13 20:36:00,2025-02-13 20:43:00,long,44496.6,44436.6,44616.6,44434.6,sl,-51.67,-1.033,11744.69,new_york,44492.6,44461.6,-51.65,2025-02,2025-02-13
329,2025-02-14 03:38:00,2025-02-14 10:08:00,long,44722.1,44686.6,44793.1,44684.6,sl,-52.82,-1.056,11691.87,asia,44718.1,44711.6,-52.800000000000004,2025-02,2025-02-14
330,2025-02-14 10:17:00,2025-02-14 11:53:00,short,44681.4,44719.9,44604.4,44604.4,tp,100.0,2.0,11791.87,london,44694.9,44685.4,100.0,2025-02,2025-02-14
331,2025-02-14 16:05:00,2025-02-14 16:39:00,short,44633.9,44683.4,44534.9,44685.4,sl,-52.02,-1.04,11739.85,london,44658.4,44637.9,-52.0,2025-02,2025-02-14
332,2025-02-14 16:47:00,2025-02-14 17:22:00,long,44675.9,44632.4,44762.9,44630.4,sl,-52.3,-1.046,11687.55,london,44671.9,44657.4,-52.300000000000004,2025-02,2025-02-14
333,2025-02-14 22:22:00,2025-02-17 07:04:00,short,44528.9,44574.9,44436.9,44576.9,sl,-52.17,-1.043,11635.38,new_york,44549.9,44532.9,-52.15,2025-02,2025-02-17
334,2025-02-17 16:42:00,2025-02-17 18:30:00,short,44601.4,44635.4,44533.4,44637.4,sl,-52.94,-1.059,11582.44,london,44610.4,44605.4,-52.949999999999996,2025-02,2025-02-17
335,2025-02-18 05:40:00,2025-02-18 08:43:00,short,44576.1,44618.1,44492.1,44620.1,sl,-52.38,-1.048,11530.06,asia,44593.1,44580.1,-52.400000000000006,2025-02,2025-02-18
336,2025-02-18 10:24:00,2025-02-18 11:45:00,short,44608.6,44642.6,44540.6,44540.6,tp,100.0,2.0,11630.06,london,44617.6,44612.6,100.0,2025-02,2025-02-18
337,2025-02-18 17:53:00,2025-02-18 18:22:00,short,44528.1,44578.6,44427.1,44427.1,tp,100.0,2.0,11730.06,london,44553.6,44532.1,100.0,2025-02,2025-02-18
338,2025-02-18 21:07:00,2025-02-18 21:51:00,short,44373.0,44434.5,44250.0,44436.5,sl,-51.63,-1.033,11678.43,new_york,44409.5,44377.0,-51.65,2025-02,2025-02-18
339,2025-02-18 22:31:00,2025-02-18 23:06:00,long,44459.0,44406.5,44564.0,44564.0,tp,100.0,2.0,11778.43,new_york,44455.0,44431.5,100.0,2025-02,2025-02-18
340,2025-02-19 08:34:00,2025-02-19 09:59:00,long,44602.8,44572.8,44662.8,44570.8,sl,-53.33,-1.067,11725.1,asia,44598.8,44597.8,-53.349999999999994,2025-02,2025-02-19
341,2025-02-19 11:31:00,2025-02-19 12:40:00,short,44576.8,44615.3,44499.8,44499.8,tp,100.0,2.0,11825.1,london,44590.3,44580.8,100.0,2025-02,2025-02-19
342,2025-02-19 15:38:00,2025-02-19 17:57:00,short,44429.0,44472.5,44342.0,44342.0,tp,100.0,2.0,11925.1,london,44447.5,44433.0,100.0,2025-02,2025-02-19
343,2025-02-19 20:34:00,2025-02-19 21:15:00,long,44419.4,44367.4,44523.4,44523.4,tp,100.0,2.0,12025.1,new_york,44415.4,44392.4,100.0,2025-02,2025-02-19
344,2025-02-19 22:31:00,2025-02-20 06:05:00,long,44591.9,44523.4,44728.9,44521.4,sl,-51.46,-1.029,11973.64,new_york,44587.9,44548.4,-51.449999999999996,2025-02,2025-02-20
345,2025-02-20 13:06:00,2025-02-20 13:58:00,short,44552.6,44584.6,44488.6,44488.6,tp,100.0,2.0,12073.64,london,44559.6,44556.6,100.0,2025-02,2025-02-20
346,2025-02-20 21:43:00,2025-02-21 01:40:00,long,44084.0,44019.5,44213.0,44213.0,tp,100.0,2.0,12173.64,new_york,44080.0,44044.5,100.0,2025-02,2025-02-21
347,2025-02-21 08:47:00,2025-02-21 12:59:00,long,44182.8,44151.3,44245.8,44245.8,tp,100.0,2.0,12273.64,asia,44178.8,44176.3,100.0,2025-02,2025-02-21
348,2025-02-21 13:51:00,2025-02-21 14:00:00,long,44230.3,44189.3,44312.3,44187.3,sl,-52.44,-1.049,12221.2,london,44226.3,44214.3,-52.449999999999996,2025-02,2025-02-21
349,2025-02-21 16:33:00,2025-02-21 16:49:00,short,43913.3,43955.3,43829.3,43829.3,tp,100.0,2.0,12321.2,london,43930.3,43917.3,100.0,2025-02,2025-02-21
350,2025-02-24 06:50:00,2025-02-24 09:22:00,long,43626.0,43591.0,43696.0,43589.0,sl,-52.86,-1.057,12268.34,asia,43622.0,43616.0,-52.849999999999994,2025-02,2025-02-24
351,2025-02-24 10:19:00,2025-02-24 10:26:00,short,43550.5,43592.0,43467.5,43594.0,sl,-52.41,-1.048,12215.93,london,43567.0,43554.5,-52.400000000000006,2025-02,2025-02-24
352,2025-02-24 10:47:00,2025-02-24 11:01:00,short,43628.5,43667.0,43551.5,43669.0,sl,-52.6,-1.052,12163.33,london,43642.0,43632.5,-52.6,2025-02,2025-02-24
353,2025-02-24 14:13:00,2025-02-24 16:06:00,short,43710.5,43753.5,43624.5,43624.5,tp,100.0,2.0,12263.33,london,43728.5,43714.5,100.0,2025-02,2025-02-24
354,2025-02-24 18:19:00,2025-02-24 20:18:00,long,43534.8,43463.3,43677.8,43677.8,tp,100.0,2.0,12363.33,london,43530.8,43488.3,100.0,2025-02,2025-02-24
355,2025-02-24 20:42:00,2025-02-24 20:50:00,long,43685.5,43641.5,43773.5,43639.5,sl,-52.27,-1.045,12311.06,new_york,43681.5,43666.5,-52.25,2025-02,2025-02-24
356,2025-02-24 22:57:00,2025-02-24 23:11:00,short,43466.6,43508.6,43382.6,43510.6,sl,-52.38,-1.048,12258.68,new_york,43483.6,43470.6,-52.400000000000006,2025-02,2025-02-24
357,2025-02-25 01:49:00,2025-02-25 03:30:00,short,43489.7,43550.2,43368.7,43552.2,sl,-51.65,-1.033,12207.03,asia,43525.2,43493.7,-51.65,2025-02,2025-02-25
358,2025-02-25 13:44:00,2025-02-25 15:56:00,long,43444.7,43375.2,43583.7,43583.7,tp,100.0,2.0,12307.03,london,43440.7,43400.2,100.0,2025-02,2025-02-25
359,2025-02-25 17:24:00,2025-02-25 17:38:00,short,43367.7,43418.2,43266.7,43420.2,sl,-51.98,-1.04,12255.05,london,43393.2,43371.7,-52.0,2025-02,2025-02-25
360,2025-02-25 21:23:00,2025-02-25 21:40:00,short,43500.6,43636.6,43228.6,43638.6,sl,-50.74,-1.015,12204.31,new_york,43611.6,43504.6,-50.74999999999999,2025-02,2025-02-25
361,2025-02-25 21:42:00,2025-02-25 21:45:00,long,43676.1,43627.1,43774.1,43625.1,sl,-52.04,-1.041,12152.27,new_york,43672.1,43652.1,-52.05,2025-02,2025-02-25
362,2025-02-26 01:24:00,2025-02-26 03:31:00,long,43698.1,43666.1,43762.1,43664.1,sl,-53.12,-1.062,12099.15,asia,43694.1,43691.1,-53.1,2025-02,2025-02-26
363,2025-02-26 06:48:00,2025-02-26 13:13:00,long,43692.9,43658.9,43760.9,43760.9,tp,100.0,2.0,12199.15,asia,43688.9,43683.9,100.0,2025-02,2025-02-26
364,2025-02-26 13:30:00,2025-02-26 14:52:00,long,43756.9,43698.9,43872.9,43696.9,sl,-51.72,-1.034,12147.43,london,43752.9,43723.9,-51.7,2025-02,2025-02-26
365,2025-02-26 15:55:00,2025-02-26 16:31:00,short,43690.4,43739.9,43591.4,43591.4,tp,100.0,2.0,12247.43,london,43714.9,43694.4,100.0,2025-02,2025-02-26
366,2025-02-26 17:09:00,2025-02-26 17:22:00,long,43759.4,43722.4,43833.4,43833.4,tp,100.0,2.0,12347.43,london,43755.4,43747.4,100.0,2025-02,2025-02-26
367,2025-02-26 18:13:00,2025-02-26 18:30:00,long,43784.9,43750.9,43852.9,43748.9,sl,-52.94,-1.059,12294.49,london,43780.9,43775.9,-52.949999999999996,2025-02,2025-02-26
368,2025-02-26 18:57:00,2025-02-26 19:51:00,short,43697.7,43766.2,43560.7,43560.7,tp,100.0,2.0,12394.49,london,43741.2,43701.7,100.0,2025-02,2025-02-26
369,2025-02-27 01:23:00,2025-02-27 02:05:00,short,43347.7,43409.7,43223.7,43411.7,sl,-51.61,-1.032,12342.88,asia,43384.7,43351.7,-51.6,2025-02,2025-02-27
370,2025-02-27 07:45:00,2025-02-27 15:47:00,long,43515.7,43419.2,43708.7,43417.2,sl,-51.04,-1.021,12291.84,asia,43511.7,43444.2,-51.05,2025-02,2025-02-27
371,2025-02-27 16:36:00,2025-02-27 16:56:00,long,43598.9,43554.4,43687.9,43552.4,sl,-52.25,-1.045,12239.59,london,43594.9,43579.4,-52.25,2025-02,2025-02-27
372,2025-02-27 17:13:00,2025-02-27 21:29:00,long,43666.3,43509.3,43980.3,43507.3,sl,-50.64,-1.013,12188.95,london,43662.3,43534.3,-50.64999999999999,2025-02,2025-02-27
373,2025-02-27 21:32:00,2025-02-27 22:02:00,short,43428.9,43491.4,43303.9,43303.9,tp,100.0,2.0,12288.95,new_york,43466.4,43432.9,100.0,2025-02,2025-02-27
374,2025-02-27 22:23:00,2025-02-28 03:31:00,short,43334.4,43453.9,43095.4,43095.4,tp,100.0,2.0,12388.95,new_york,43428.9,43338.4,100.0,2025-02,2025-02-28
375,2025-02-28 06:51:00,2025-02-28 10:07:00,long,43213.6,43164.1,43312.6,43312.6,tp,100.0,2.0,12488.95,asia,43209.6,43189.1,100.0,2025-02,2025-02-28
376,2025-02-28 16:34:00,2025-02-28 16:37:00,short,43258.4,43332.4,43110.4,43334.4,sl,-51.35,-1.027,12437.6,london,43307.4,43262.4,-51.349999999999994,2025-02,2025-02-28
377,2025-02-28 17:02:00,2025-02-28 17:03:00,long,43463.9,43405.9,43579.9,43403.9,sl,-51.72,-1.034,12385.88,london,43459.9,43430.9,-51.7,2025-02,2025-02-28
378,2025-02-28 19:41:00,2025-02-28 20:16:00,short,43339.2,43429.7,43158.2,43158.2,tp,100.0,2.0,12485.88,new_york,43404.7,43343.2,100.0,2025-02,2025-02-28
379,2025-02-28 20:42:00,2025-02-28 21:36:00,short,43276.7,43390.7,43048.7,43392.7,sl,-50.88,-1.018,12435.0,new_york,43365.7,43280.7,-50.9,2025-02,2025-02-28
380,2025-02-28 22:04:00,2025-02-28 22:50:00,long,43496.7,43430.7,43628.7,43628.7,tp,100.0,2.0,12535.0,new_york,43492.7,43455.7,100.0,2025-02,2025-02-28
381,2025-03-03 05:10:00,2025-03-03 06:04:00,short,43752.6,43802.6,43652.6,43804.6,sl,-52.0,-1.04,12483.0,asia,43777.6,43756.6,-52.0,2025-03,2025-03-03
382,2025-03-03 06:11:00,2025-03-03 10:25:00,long,43826.6,43782.6,43914.6,43780.6,sl,-52.27,-1.045,12430.73,asia,43822.6,43807.6,-52.25,2025-03,2025-03-03
383,2025-03-03 11:03:00,2025-03-03 11:12:00,short,43754.6,43790.6,43682.6,43792.6,sl,-52.78,-1.056,12377.95,london,43765.6,43758.6,-52.800000000000004,2025-03,2025-03-03
384,2025-03-03 11:55:00,2025-03-03 14:05:00,long,43900.6,43854.6,43992.6,43992.6,tp,100.0,2.0,12477.95,london,43896.6,43879.6,100.0,2025-03,2025-03-03
385,2025-03-03 17:18:00,2025-03-03 17:20:00,short,43801.6,43846.1,43712.6,43848.1,sl,-52.25,-1.045,12425.7,london,43821.1,43805.6,-52.25,2025-03,2025-03-03
386,2025-03-04 01:42:00,2025-03-04 07:01:00,short,43235.6,43280.1,43146.6,43146.6,tp,100.0,2.0,12525.7,asia,43255.1,43239.6,100.0,2025-03,2025-03-04
387,2025-03-04 08:23:00,2025-03-04 09:09:00,long,43264.1,43208.6,43375.1,43206.6,sl,-51.8,-1.036,12473.9,asia,43260.1,43233.6,-51.800000000000004,2025-03,2025-03-04
388,2025-03-04 09:20:00,2025-03-04 14:25:00,short,43193.6,43275.1,43030.6,43030.6,tp,100.0,2.0,12573.9,asia,43250.1,43197.6,100.0,2025-03,2025-03-04
389,2025-03-04 16:28:00,2025-03-04 16:31:00,short,42981.1,43046.1,42851.1,42851.1,tp,100.0,2.0,12673.9,london,43021.1,42985.1,100.0,2025-03,2025-03-04
390,2025-03-04 21:02:00,2025-03-04 22:17:00,long,42822.9,42738.9,42990.9,42990.9,tp,100.0,2.0,12773.9,new_york,42818.9,42763.9,100.0,2025-03,2025-03-04
391,2025-03-04 22:31:00,2025-03-04 22:41:00,short,42879.4,42971.9,42694.4,42694.4,tp,100.0,2.0,12873.9,new_york,42946.9,42883.4,100.0,2025-03,2025-03-04
392,2025-03-05 02:05:00,2025-03-05 02:27:00,long,42807.0,42733.0,42955.0,42731.0,sl,-51.35,-1.027,12822.55,asia,42803.0,42758.0,-51.349999999999994,2025-03,2025-03-05
393,2025-03-05 06:09:00,2025-03-05 07:29:00,long,42795.0,42710.5,42964.0,42708.5,sl,-51.18,-1.024,12771.37,asia,42791.0,42735.5,-51.2,2025-03,2025-03-05
394,2025-03-05 08:29:00,2025-03-05 08:53:00,short,42702.0,42757.0,42592.0,42759.0,sl,-51.82,-1.036,12719.55,asia,42732.0,42706.0,-51.800000000000004,2025-03,2025-03-05
395,2025-03-05 10:19:00,2025-03-05 10:46:00,long,42803.5,42745.0,42920.5,42743.0,sl,-51.71,-1.034,12667.84,london,42799.5,42770.0,-51.7,2025-03,2025-03-05
396,2025-03-05 11:44:00,2025-03-05 12:26:00,long,42825.0,42761.0,42953.0,42759.0,sl,-51.56,-1.031,12616.28,london,42821.0,42786.0,-51.55,2025-03,2025-03-05
397,2025-03-05 13:53:00,2025-03-05 15:03:00,short,42693.0,42762.5,42554.0,42554.0,tp,100.0,2.0,12716.28,london,42737.5,42697.0,100.0,2025-03,2025-03-05
398,2025-03-05 19:21:00,2025-03-05 19:53:00,long,42681.4,42604.4,42835.4,42835.4,tp,100.0,2.0,12816.28,new_york,42677.4,42629.4,100.0,2025-03,2025-03-05
399,2025-03-06 06:01:00,2025-03-06 09:40:00,long,42999.0,42959.0,43079.0,42957.0,sl,-52.5,-1.05,12763.78,asia,42995.0,42984.0,-52.5,2025-03,2025-03-06
400,2025-03-06 15:17:00,2025-03-06 15:35:00,short,42576.0,42620.0,42488.0,42622.0,sl,-52.27,-1.045,12711.51,london,42595.0,42580.0,-52.25,2025-03,2025-03-06
401,2025-03-06 16:08:00,2025-03-06 16:28:00,long,42644.5,42569.5,42794.5,42567.5,sl,-51.33,-1.027,12660.18,london,42640.5,42594.5,-51.349999999999994,2025-03,2025-03-06
402,2025-03-06 16:31:00,2025-03-06 16:36:00,short,42590.5,42655.0,42461.5,42461.5,tp,100.0,2.0,12760.18,london,42630.0,42594.5,100.0,2025-03,2025-03-06
403,2025-03-06 17:07:00,2025-03-06 17:29:00,long,42664.0,42615.5,42761.0,42761.0,tp,100.0,2.0,12860.18,london,42660.0,42640.5,100.0,2025-03,2025-03-06
404,2025-03-06 17:33:00,2025-03-06 17:42:00,long,42783.5,42726.0,42898.5,42898.5,tp,100.0,2.0,12960.18,london,42779.5,42751.0,100.0,2025-03,2025-03-06
405,2025-03-06 18:09:00,2025-03-06 18:14:00,long,42937.0,42899.0,43013.0,42897.0,sl,-52.63,-1.053,12907.55,london,42933.0,42924.0,-52.65,2025-03,2025-03-06
406,2025-03-06 19:46:00,2025-03-06 19:58:00,short,42443.9,42519.9,42291.9,42521.9,sl,-51.32,-1.026,12856.23,new_york,42494.9,42447.9,-51.300000000000004,2025-03,2025-03-06
407,2025-03-06 20:37:00,2025-03-06 21:46:00,short,42464.9,42553.9,42286.9,42555.9,sl,-51.12,-1.022,12805.11,new_york,42528.9,42468.9,-51.1,2025-03,2025-03-06
408,2025-03-07 08:02:00,2025-03-07 09:49:00,short,42581.9,42637.9,42469.9,42639.9,sl,-51.79,-1.036,12753.32,asia,42612.9,42585.9,-51.800000000000004,2025-03,2025-03-07
409,2025-03-07 10:16:00,2025-03-07 10:38:00,long,42631.5,42587.0,42720.5,42585.0,sl,-52.25,-1.045,12701.07,london,42627.5,42612.0,-52.25,2025-03,2025-03-07
410,2025-03-07 11:03:00,2025-03-07 12:06:00,long,42658.7,42602.2,42771.7,42600.2,sl,-51.77,-1.035,12649.3,london,42654.7,42627.2,-51.74999999999999,2025-03,2025-03-07
411,2025-03-07 15:56:00,2025-03-07 15:58:00,short,42544.5,42582.0,42469.5,42469.5,tp,100.0,2.0,12749.3,london,42557.0,42548.5,100.0,2025-03,2025-03-07
412,2025-03-07 19:43:00,2025-03-07 19:59:00,long,42522.3,42451.3,42664.3,42449.3,sl,-51.41,-1.028,12697.89,new_york,42518.3,42476.3,-51.4,2025-03,2025-03-07
413,2025-03-10 04:01:00,2025-03-10 11:11:00,long,42584.6,42529.1,42695.6,42527.1,sl,-51.8,-1.036,12646.09,asia,42580.6,42554.1,-51.800000000000004,2025-03,2025-03-10
414,2025-03-10 16:37:00,2025-03-10 16:56:00,long,42423.0,42371.0,42527.0,42527.0,tp,100.0,2.0,12746.09,london,42419.0,42396.0,100.0,2025-03,2025-03-10
415,2025-03-10 17:36:00,2025-03-10 18:01:00,long,42363.0,42315.0,42459.0,42459.0,tp,100.0,2.0,12846.09,london,42359.0,42340.0,100.0,2025-03,2025-03-10
416,2025-03-11 02:19:00,2025-03-11 03:52:00,short,41856.0,41964.5,41639.0,41639.0,tp,100.0,2.0,12946.09,asia,41939.5,41860.0,100.0,2025-03,2025-03-11
417,2025-03-11 04:07:00,2025-03-11 04:23:00,short,41637.0,41721.0,41469.0,41723.0,sl,-51.19,-1.024,12894.9,asia,41696.0,41641.0,-51.2,2025-03,2025-03-11
418,2025-03-11 05:07:00,2025-03-11 06:02:00,long,41879.5,41817.0,42004.5,42004.5,tp,100.0,2.0,12994.9,asia,41875.5,41842.0,100.0,2025-03,2025-03-11
419,2025-03-11 06:09:00,2025-03-11 06:28:00,long,42037.5,41985.0,42142.5,41983.0,sl,-51.9,-1.038,12943.0,asia,42033.5,42010.0,-51.9,2025-03,2025-03-11
420,2025-03-11 12:47:00,2025-03-11 16:15:00,short,42005.0,42086.0,41843.0,41843.0,tp,100.0,2.0,13043.0,london,42061.0,42009.0,100.0,2025-03,2025-03-11
421,2025-03-11 19:06:00,2025-03-11 19:14:00,short,41426.4,41485.9,41307.4,41307.4,tp,100.0,2.0,13143.0,new_york,41460.9,41430.4,100.0,2025-03,2025-03-11
422,2025-03-11 19:53:00,2025-03-11 21:03:00,short,41298.4,41427.4,41040.4,41429.4,sl,-50.78,-1.016,13092.22,new_york,41402.4,41302.4,-50.8,2025-03,2025-03-11
423,2025-03-11 21:06:00,2025-03-11 21:20:00,long,41373.9,41303.4,41514.9,41514.9,tp,100.0,2.0,13192.22,new_york,41369.9,41328.4,100.0,2025-03,2025-03-11
424,2025-03-11 21:42:00,2025-03-11 21:46:00,long,41617.4,41573.9,41704.4,41704.4,tp,100.0,2.0,13292.22,new_york,41613.4,41598.9,100.0,2025-03,2025-03-11
425,2025-03-11 22:56:00,2025-03-12 11:01:00,short,41460.4,41563.9,41253.4,41565.9,sl,-50.97,-1.019,13241.25,new_york,41538.9,41464.4,-50.949999999999996,2025-03,2025-03-12
426,2025-03-12 11:38:00,2025-03-12 14:12:00,long,41549.3,41495.8,41656.3,41656.3,tp,100.0,2.0,13341.25,london,41545.3,41520.8,100.0,2025-03,2025-03-12
427,2025-03-12 15:49:00,2025-03-12 16:15:00,long,41695.3,41632.3,41821.3,41630.3,sl,-51.59,-1.032,13289.66,london,41691.3,41657.3,-51.6,2025-03,2025-03-12
428,2025-03-12 16:47:00,2025-03-12 16:52:00,short,41428.8,41484.3,41317.8,41486.3,sl,-51.8,-1.036,13237.86,london,41459.3,41432.8,-51.800000000000004,2025-03,2025-03-12
429,2025-03-12 19:09:00,2025-03-12 21:48:00,long,41339.6,41231.1,41556.6,41556.6,tp,100.0,2.0,13337.86,new_york,41335.6,41256.1,100.0,2025-03,2025-03-12
430,2025-03-12 21:57:00,2025-03-12 22:01:00,long,41515.6,41451.1,41644.6,41449.1,sl,-51.55,-1.031,13286.31,new_york,41511.6,41476.1,-51.55,2025-03,2025-03-12
431,2025-03-13 04:05:00,2025-03-13 04:59:00,short,41345.9,41394.9,41247.9,41396.9,sl,-52.04,-1.041,13234.27,asia,41369.9,41349.9,-52.05,2025-03,2025-03-13
432,2025-03-13 17:57:00,2025-03-13 18:27:00,short,41147.8,41214.3,41014.8,41014.8,tp,100.0,2.0,13334.27,london,41189.3,41151.8,100.0,2025-03,2025-03-13
433,2025-03-13 21:19:00,2025-03-13 21:42:00,long,40807.3,40749.3,40923.3,40923.3,tp,100.0,2.0,13434.27,new_york,40803.3,40774.3,100.0,2025-03,2025-03-13
434,2025-03-13 22:36:00,2025-03-13 23:09:00,short,40788.8,40877.8,40610.8,40879.8,sl,-51.12,-1.022,13383.15,new_york,40852.8,40792.8,-51.1,2025-03,2025-03-13
435,2025-03-14 08:14:00,2025-03-14 09:00:00,long,41046.2,41001.7,41135.2,40999.7,sl,-52.25,-1.045,13330.9,asia,41042.2,41026.7,-52.25,2025-03,2025-03-14
436,2025-03-14 10:28:00,2025-03-14 11:22:00,short,40966.7,41011.2,40877.7,41013.2,sl,-52.25,-1.045,13278.65,london,40986.2,40970.7,-52.25,2025-03,2025-03-14
437,2025-03-14 12:19:00,2025-03-14 13:01:00,long,41057.2,41021.2,41129.2,41019.2,sl,-52.78,-1.056,13225.87,london,41053.2,41046.2,-52.800000000000004,2025-03,2025-03-14
438,2025-03-14 13:51:00,2025-03-14 14:19:00,long,41060.2,41006.2,41168.2,41004.2,sl,-51.85,-1.037,13174.02,london,41056.2,41031.2,-51.849999999999994,2025-03,2025-03-14
439,2025-03-14 17:51:00,2025-03-14 18:33:00,long,41251.1,41178.1,41397.1,41397.1,tp,100.0,2.0,13274.02,london,41247.1,41203.1,100.0,2025-03,2025-03-14
440,2025-03-14 20:13:00,2025-03-14 20:34:00,long,41442.5,41373.5,41580.5,41371.5,sl,-51.45,-1.029,13222.57,new_york,41438.5,41398.5,-51.449999999999996,2025-03,2025-03-14
441,2025-03-14 22:54:00,2025-03-14 23:04:00,long,41483.0,41411.5,41626.0,41409.5,sl,-51.4,-1.028,13171.17,new_york,41479.0,41436.5,-51.4,2025-03,2025-03-14
442,2025-03-17 01:07:00,2025-03-17 01:32:00,short,41370.5,41411.0,41289.5,41289.5,tp,100.0,2.0,13271.17,asia,41386.0,41374.5,100.0,2025-03,2025-03-17
443,2025-03-17 02:22:00,2025-03-17 14:01:00,short,41274.0,41367.5,41087.0,41369.5,sl,-51.07,-1.021,13220.1,asia,41342.5,41278.0,-51.05,2025-03,2025-03-17
444,2025-03-17 15:39:00,2025-03-17 16:31:00,long,41385.0,41345.4,41464.2,41464.2,tp,100.0,2.0,13320.1,london,41381.0,41370.4,100.0,2025-03,2025-03-17
445,2025-03-17 20:12:00,2025-03-17 21:18:00,long,41759.7,41662.0,41955.09999999999,41955.09999999999,tp,100.0,2.0,13420.1,new_york,41755.7,41687.0,100.0,2025-03,2025-03-17
446,2025-03-18 07:41:00,2025-03-18 09:30:00,short,41736.2,41768.8,41670.999999999985,41770.8,sl,-53.07,-1.061,13367.03,asia,41743.8,41740.2,-53.05,2025-03,2025-03-18
447,2025-03-18 11:17:00,2025-03-18 13:11:00,long,41799.7,41751.8,41895.499999999985,41749.8,sl,-52.09,-1.042,13314.94,london,41795.7,41776.8,-52.1,2025-03,2025-03-18
448,2025-03-18 15:56:00,2025-03-18 16:30:00,short,41723.3,41766.7,41636.500000000015,41768.7,sl,-52.3,-1.046,13262.64,london,41741.7,41727.3,-52.300000000000004,2025-03,2025-03-18
449,2025-03-18 16:37:00,2025-03-18 18:00:00,short,41688.0,41759.8,41544.399999999994,41544.399999999994,tp,100.0,2.0,13362.64,london,41734.8,41692.0,100.0,2025-03,2025-03-18
450,2025-03-18 19:29:00,2025-03-18 19:43:00,long,41538.0,41469.6,41674.8,41467.6,sl,-51.46,-1.029,13311.18,new_york,41534.0,41494.6,-51.449999999999996,2025-03,2025-03-18
451,2025-03-19 01:53:00,2025-03-19 03:37:00,long,41583.8,41544.3,41662.8,41662.8,tp,100.0,2.0,13411.18,asia,41579.8,41569.3,100.0,2025-03,2025-03-19
452,2025-03-19 07:00:00,2025-03-19 09:16:00,long,41630.3,41583.2,41724.500000000015,41581.2,sl,-52.12,-1.042,13359.06,asia,41626.3,41608.2,-52.1,2025-03,2025-03-19
453,2025-03-19 11:33:00,2025-03-19 12:00:00,long,41619.6,41585.9,41686.99999999999,41583.9,sl,-52.97,-1.059,13306.09,london,41615.6,41610.9,-52.949999999999996,2025-03,2025-03-19
454,2025-03-19 15:07:00,2025-03-19 16:11:00,short,41592.3,41637.5,41501.90000000001,41639.5,sl,-52.21,-1.044,13253.88,london,41612.5,41596.3,-52.2,2025-03,2025-03-19
455,2025-03-19 16:29:00,2025-03-19 16:33:00,long,41646.2,41611.6,41715.399999999994,41715.399999999994,tp,100.0,2.0,13353.88,london,41642.2,41636.6,100.0,2025-03,2025-03-19
456,2025-03-19 18:18:00,2025-03-19 18:39:00,short,41786.9,41854.6,41651.50000000001,41856.6,sl,-51.48,-1.03,13302.4,london,41829.6,41790.9,-51.5,2025-03,2025-03-19
457,2025-03-19 20:07:00,2025-03-19 21:32:00,short,41774.8,41865.2,41594.000000000015,41867.2,sl,-51.11,-1.022,13251.29,new_york,41840.2,41778.8,-51.1,2025-03,2025-03-19
458,2025-03-19 21:43:00,2025-03-19 21:52:00,long,41875.5,41832.0,41962.5,41962.5,tp,100.0,2.0,13351.29,new_york,41871.5,41857.0,100.0,2025-03,2025-03-19
459,2025-03-20 06:06:00,2025-03-20 12:28:00,long,42089.8,42046.4,42176.600000000006,42044.4,sl,-52.3,-1.046,13298.99,asia,42085.8,42071.4,-52.300000000000004,2025-03,2025-03-20
460,2025-03-20 17:17:00,2025-03-20 17:41:00,long,42098.9,42047.0,42202.700000000004,42202.700000000004,tp,100.0,2.0,13398.99,london,42094.9,42072.0,100.0,2025-03,2025-03-20
461,2025-03-20 21:22:00,2025-03-20 21:53:00,short,41897.3,41967.8,41756.3,41969.8,sl,-51.42,-1.028,13347.57,new_york,41942.8,41901.3,-51.4,2025-03,2025-03-20
