Fecha (Chile),Dir,Entry,SL,TP,Exit,PnL USD,PnL R
2026-03-25 13:30:00-03:00,short,46703.6,46726.654285714285,46622.91,46726.654285714285,-601.64,-1.087
2026-03-25 13:49:00-03:00,long,46501.1,46440.91,46711.764999999985,46440.91,-578.67,-1.033
2026-03-25 16:00:00-03:00,long,46428.9,46364.4,46654.65,46364.4,-574.44,-1.031
2026-03-26 16:16:00-03:00,long,46156.75,46126.0,46264.375,46126.0,-590.34,-1.065
2026-03-26 16:30:00-03:00,long,46037.2,45996.81,46178.564999999995,45996.81,-578.64,-1.05
