trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,cum_pnl,peak,dd
31,2026-03-03 13:22:00,2026-03-03 14:39:00,long,209.563,209.417,210.07399999999996,210.07399999999996,tp,0.51,1787.3,3.486,104320.18,full_day,209.563,209.442,2026-03-03 12:10:00,4320.18,6092.03,-1771.8499999999995
32,2026-03-03 15:29:00,2026-03-03 15:38:00,long,210.006,209.846,210.56599999999997,209.846,sl,-0.16,-528.12,-1.013,103792.06,full_day,210.006,209.871,2026-03-03 15:25:00,3792.0600000000004,6092.03,-2299.9699999999993
33,2026-03-03 16:21:00,2026-03-03 16:44:00,short,210.108,210.205,209.76849999999996,209.76849999999996,tp,0.34,1805.66,3.479,105597.72,full_day,210.18,210.108,2026-03-03 09:05:00,5597.72,6092.03,-494.3099999999995
34,2026-03-03 16:49:00,2026-03-03 16:59:00,long,209.753,209.55599999999998,210.4425,209.55599999999998,sl,-0.2,-533.35,-1.01,105064.37,full_day,209.753,209.581,2026-03-03 14:20:00,5064.37,6092.03,-1027.6599999999999
35,2026-03-03 21:39:00,2026-03-03 21:45:00,short,210.471,210.571,210.12100000000004,210.571,sl,-0.1,-535.83,-1.02,104528.54,full_day,210.546,210.471,2026-03-03 21:35:00,4528.54,6092.03,-1563.4899999999998
36,2026-03-03 23:45:00,2026-03-04 00:05:00,long,210.663,210.588,210.92550000000006,210.588,sl,-0.08,-536.58,-1.027,103991.96,full_day,210.663,210.613,2026-03-03 23:40:00,3991.96,6092.03,-2100.0699999999997
37,2026-03-04 03:04:00,2026-03-04 03:21:00,short,210.164,210.239,209.90149999999994,209.90149999999994,tp,0.26,1805.99,3.473,105797.95,full_day,210.214,210.164,2026-03-04 02:50:00,5797.95,6092.03,-294.0799999999999
39,2026-03-04 03:55:00,2026-03-04 06:17:00,long,209.974,209.763,210.71249999999992,209.763,sl,-0.21,-534.0,-1.009,105263.95,full_day,209.974,209.788,2026-03-04 03:45:00,5263.95,6092.03,-828.0799999999999
40,2026-03-04 07:08:00,2026-03-04 07:11:00,short,209.569,209.667,209.22599999999994,209.667,sl,-0.1,-537.06,-1.02,104726.89,full_day,209.642,209.569,2026-03-04 07:05:00,4726.889999999999,6092.03,-1365.1400000000003
41,2026-03-04 07:41:00,2026-03-04 08:35:00,short,209.871,209.988,209.46150000000006,209.988,sl,-0.12,-532.59,-1.017,104194.3,full_day,209.963,209.871,2026-03-04 06:20:00,4194.299999999999,6092.03,-1897.7300000000005
38,2026-03-04 03:41:00,2026-03-04 09:30:00,short,209.993,210.214,209.21949999999998,210.214,sl,-0.22,-533.78,-1.009,103660.53,full_day,210.189,209.993,2026-03-04 03:25:00,3660.5199999999995,6092.03,-2431.51
43,2026-03-04 12:05:00,2026-03-04 12:46:00,short,210.165,210.34900000000002,209.5209999999999,210.34900000000002,sl,-0.19,-523.94,-1.011,103136.59,full_day,210.324,210.165,2026-03-04 11:40:00,3136.5799999999995,6092.03,-2955.4500000000003
44,2026-03-04 13:51:00,2026-03-04 13:52:00,long,210.21,210.156,210.399,210.156,sl,-0.06,-534.78,-1.037,102601.81,full_day,210.21,210.181,2026-03-04 13:00:00,2601.7999999999993,6092.03,-3490.2300000000005
45,2026-03-04 16:52:00,2026-03-04 16:55:00,long,210.184,210.125,210.39049999999997,210.125,sl,-0.06,-530.4,-1.034,102071.41,full_day,210.184,210.15,2026-03-04 16:20:00,2071.399999999999,6092.03,-4020.6300000000006
42,2026-03-04 10:57:00,2026-03-04 18:23:00,long,209.992,209.785,210.71649999999997,209.785,sl,-0.21,-523.31,-1.01,101548.1,full_day,209.992,209.81,2026-03-04 09:30:00,1548.0899999999992,6092.03,-4543.9400000000005
46,2026-03-04 20:11:00,2026-03-04 20:45:00,short,209.787,209.835,209.619,209.835,sl,-0.05,-528.9,-1.042,101019.2,full_day,209.81,209.787,2026-03-04 19:15:00,1019.1899999999993,6092.03,-5072.84
47,2026-03-05 00:36:00,2026-03-05 00:58:00,long,209.95,209.885,210.17749999999998,209.885,sl,-0.07,-520.64,-1.031,100498.56,full_day,209.95,209.91,2026-03-05 00:35:00,498.5499999999993,6092.03,-5593.4800000000005
48,2026-03-05 04:31:00,2026-03-05 04:39:00,short,209.537,209.666,209.08550000000002,209.666,sl,-0.13,-510.28,-1.016,99988.28,full_day,209.641,209.537,2026-03-05 04:25:00,-11.7300000000007,6092.03,-6103.76
49,2026-03-05 07:14:00,2026-03-05 07:45:00,long,209.422,209.352,209.66699999999997,209.352,sl,-0.07,-514.23,-1.029,99474.05,full_day,209.422,209.377,2026-03-05 07:05:00,-525.9600000000007,6092.03,-6617.990000000001
50,2026-03-05 09:04:00,2026-03-05 09:30:00,short,209.466,209.538,209.214,209.538,sl,-0.07,-511.19,-1.028,98962.87,full_day,209.513,209.466,2026-03-05 07:40:00,-1037.1500000000008,6092.03,-7129.18
51,2026-03-05 10:35:00,2026-03-05 11:06:00,long,209.458,209.363,209.7905,209.7905,tp,0.33,1721.43,3.479,100684.3,full_day,209.458,209.388,2026-03-05 09:35:00,684.2799999999993,6092.03,-5407.75
52,2026-03-05 12:33:00,2026-03-05 12:55:00,short,209.874,209.969,209.54149999999998,209.969,sl,-0.1,-514.02,-1.021,100170.28,full_day,209.944,209.874,2026-03-05 12:25:00,170.2599999999993,6092.03,-5921.77
53,2026-03-05 15:33:00,2026-03-05 16:39:00,long,210.393,210.299,210.72199999999998,210.299,sl,-0.1,-511.51,-1.021,99658.77,full_day,210.393,210.324,2026-03-05 15:15:00,-341.2500000000007,6092.03,-6433.280000000001
54,2026-03-05 18:27:00,2026-03-05 19:55:00,long,209.81,209.67499999999998,210.28250000000008,210.28250000000008,tp,0.47,1736.65,3.485,101395.42,full_day,209.81,209.7,2026-03-05 13:05:00,1395.3999999999994,6092.03,-4696.63
55,2026-03-05 23:45:00,2026-03-06 00:05:00,short,210.425,210.487,210.20800000000008,210.20800000000008,tp,0.21,1758.07,3.468,103153.49,full_day,210.462,210.425,2026-03-05 23:30:00,3153.4699999999993,6092.03,-2938.5600000000004
56,2026-03-06 00:10:00,2026-03-06 00:11:00,long,210.171,210.10399999999998,210.40550000000002,210.10399999999998,sl,-0.07,-531.16,-1.03,102622.32,full_day,210.171,210.129,2026-03-05 20:40:00,2622.3099999999995,6092.03,-3469.7200000000003
57,2026-03-06 08:49:00,2026-03-06 09:18:00,long,210.855,210.707,211.373,210.707,sl,-0.15,-520.05,-1.014,102102.28,full_day,210.855,210.732,2026-03-06 08:45:00,2102.2599999999993,6092.03,-3989.7700000000004
58,2026-03-06 09:43:00,2026-03-06 10:01:00,long,210.627,210.566,210.84050000000002,210.566,sl,-0.06,-527.25,-1.033,101575.03,full_day,210.627,210.591,2026-03-06 06:45:00,1575.0099999999993,6092.03,-4517.02
59,2026-03-06 11:11:00,2026-03-06 11:26:00,long,210.581,210.515,210.812,210.515,sl,-0.07,-523.27,-1.03,101051.76,full_day,210.581,210.54,2026-03-06 10:45:00,1051.7399999999993,6092.03,-5040.290000000001
60,2026-03-06 16:01:00,2026-03-06 16:28:00,long,210.555,210.498,210.75450000000006,210.75450000000006,tp,0.2,1750.68,3.465,102802.44,full_day,210.555,210.523,2026-03-06 15:25:00,2802.419999999999,6092.03,-3289.6100000000006
61,2026-03-06 16:38:00,2026-03-06 16:46:00,long,210.633,210.492,211.12650000000008,210.492,sl,-0.14,-521.3,-1.014,102281.14,full_day,210.633,210.517,2026-03-06 16:30:00,2281.119999999999,6092.03,-3810.9100000000008
62,2026-03-06 17:05:00,2026-03-06 17:13:00,short,210.657,210.809,210.12500000000006,210.809,sl,-0.15,-518.13,-1.013,101763.0,full_day,210.784,210.657,2026-03-06 16:50:00,1762.9899999999989,6092.03,-4329.040000000001
63,2026-03-09 03:51:00,2026-03-09 05:45:00,short,210.92,211.13,210.18499999999995,211.13,sl,-0.21,-513.66,-1.01,101249.34,full_day,211.105,210.92,2026-03-09 02:00:00,1249.329999999999,6092.03,-4842.700000000001
64,2026-03-09 08:24:00,2026-03-09 09:10:00,short,211.208,211.281,210.9525,211.281,sl,-0.08,-520.12,-1.027,100729.22,full_day,211.256,211.208,2026-03-09 08:00:00,729.209999999999,6092.03,-5362.820000000001
