trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,cum_pnl,peak,dd
247,2026-03-27 19:50:00+00:00,2026-03-27 20:29:00+00:00,short,23313.88,23348.38,23193.13,23193.13,tp,118.75,1354.3,3.442,80046.22,full_day,23323.38,23313.88,2026-03-27 19:35:00+00:00,-19953.839999999982,-512.82,-19441.019999999982
246,2026-03-27 16:17:00+00:00,2026-03-27 16:29:00+00:00,short,23409.05,23462.95,23220.399999999994,23462.95,sl,-55.9,-410.19,-1.037,78691.92,full_day,23437.95,23409.05,2026-03-27 16:15:00+00:00,-21308.13999999998,-512.82,-20795.31999999998
245,2026-03-27 15:34:00+00:00,2026-03-27 16:03:00+00:00,long,23445.85,23394.35,23626.1,23394.35,sl,-53.5,-413.02,-1.039,79102.11,full_day,23445.85,23419.35,2026-03-27 15:30:00+00:00,-20897.949999999983,-512.82,-20385.129999999983
244,2026-03-27 12:26:00+00:00,2026-03-27 13:58:00+00:00,short,23587.35,23628.95,23441.749999999993,23441.749999999993,tp,143.6,1349.12,3.452,79515.12,full_day,23603.95,23587.35,2026-03-27 12:05:00+00:00,-20484.929999999982,-512.82,-19972.109999999982
243,2026-03-27 11:18:00+00:00,2026-03-27 11:36:00+00:00,long,23621.95,23586.35,23746.55000000001,23586.35,sl,-37.6,-414.98,-1.056,78166.01,full_day,23621.95,23611.35,2026-03-27 04:10:00+00:00,-21834.04999999998,-512.82,-21321.22999999998
242,2026-03-27 10:53:00+00:00,2026-03-27 11:08:00+00:00,long,23676.25,23635.95,23817.299999999996,23635.95,sl,-42.3,-414.58,-1.05,78580.99,full_day,23676.25,23660.95,2026-03-27 10:50:00+00:00,-21419.06999999998,-512.82,-20906.24999999998
241,2026-03-27 09:49:00+00:00,2026-03-27 10:23:00+00:00,long,23710.35,23680.15,23816.04999999999,23680.15,sl,-32.2,-425.64,-1.066,78995.57,full_day,23710.35,23705.15,2026-03-27 08:15:00+00:00,-21004.48999999998,-512.82,-20491.66999999998
240,2026-03-27 09:33:00+00:00,2026-03-27 10:06:00+00:00,long,23730.85,23690.75,23871.199999999993,23690.75,sl,-42.1,-419.11,-1.05,79421.2,full_day,23730.85,23715.75,2026-03-27 09:25:00+00:00,-20578.84999999998,-512.82,-20066.02999999998
239,2026-03-27 07:23:00+00:00,2026-03-27 08:06:00+00:00,short,23703.25,23734.95,23592.299999999996,23734.95,sl,-33.7,-428.93,-1.063,79840.32,full_day,23709.95,23703.25,2026-03-27 03:30:00+00:00,-20159.73999999998,-512.82,-19646.91999999998
238,2026-03-27 05:33:00+00:00,2026-03-27 07:55:00+00:00,short,23677.95,23715.25,23547.4,23715.25,sl,-39.3,-425.11,-1.054,80269.24,full_day,23690.25,23677.95,2026-03-27 05:25:00+00:00,-19730.80999999998,-512.82,-19217.98999999998
237,2026-03-27 03:21:00+00:00,2026-03-27 03:38:00+00:00,long,23673.45,23622.85,23850.55000000001,23622.85,sl,-52.6,-421.61,-1.04,80694.35,full_day,23673.45,23647.85,2026-03-27 02:45:00+00:00,-19305.69999999998,-512.82,-18792.87999999998
236,2026-03-26 13:06:00+00:00,2026-03-26 16:53:00+00:00,short,23973.15,24018.65,23813.9,24018.65,sl,-47.5,-418.98,-1.044,79849.49,full_day,23993.65,23973.15,2026-03-26 12:20:00+00:00,-20150.55999999998,-512.82,-19637.73999999998
235,2026-03-25 17:26:00+00:00,2026-03-26 11:48:00+00:00,short,24254.63,24340.03,23955.73000000001,23955.73000000001,tp,296.9,1371.46,3.477,80268.47,full_day,24315.03,24254.63,2026-03-25 17:00:00+00:00,-19731.57999999998,-512.82,-19218.75999999998
234,2026-03-25 17:01:00+00:00,2026-03-25 17:25:00+00:00,long,24133.65,24089.05,24289.750000000007,24289.750000000007,tp,154.1,1339.86,3.455,78897.01,full_day,24133.65,24114.05,2026-03-25 09:55:00+00:00,-21103.03999999998,-512.82,-20590.21999999998
233,2026-03-25 14:40:00+00:00,2026-03-25 17:00:00+00:00,short,24293.55,24338.65,24135.69999999999,24135.69999999999,tp,155.85,1317.29,3.456,77557.15,full_day,24313.65,24293.55,2026-03-25 11:55:00+00:00,-22442.89999999998,-512.82,-21930.07999999998
